steps,seed,time,action,state,area,config_id,reward,frame,experiment.update_freq,experiment.checkpoint,compatibility_mode,experiment.step_duration,filepath,environment.zone,environment.path,experiment.image_save_keys,environment,algorithm
26,0,1744385199.1057768,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74421962e+09],"[ 65.6875  82.375  107.0625  75.3125  79.3125  87.625  104.5     55.375
 112.75   123.875   76.9375  87.75    51.      87.25    58.8125 100.5625
 129.6875  39.6875  17.375   61.8125  46.125   54.3125  57.125   43.5
  62.9375  91.25    58.4375  49.875   23.      37.0625  20.875   20.0625
  20.5625  58.5     55.      44.75  ]",4895702158111329364,0.012924936205283314,25,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
27,0,1744385201.3921356,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74421968e+09],"[ 61.6875  83.0625 108.125   74.3125  75.      80.25   102.5625  56.875
 116.5625 126.125   81.3125  84.625   51.0625  89.375   61.9375 100.4375
 131.9375  39.25    15.875   62.1875  47.375   53.875   57.3125  41.875
  60.0625  93.      40.5     49.3125  22.9375  38.1875  48.      20.8125
  22.1875  56.8125  53.      47.5   ]",4895702158111329364,-0.002857856738480378,26,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
28,0,1744385203.8722851,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74421974e+09],"[ 60.8125  85.0625 108.3125  79.5     76.75    83.1875 102.75    55.375
 115.6875 124.875   80.125   88.1875  51.0625  88.0625  64.375   97.625
 131.75    38.375   17.6875  60.0625  47.875   53.8125  56.      43.125
  63.1875  92.875   40.4375  47.375   22.9375  36.25    42.125   49.125
  21.0625  57.4375  55.9375  47.1875]",4895702158111329364,0.009482952780066898,27,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
29,0,1744385205.8856018,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.7442198e+09],"[ 64.0625  88.625  110.6875  76.875   76.      84.4375 101.5625  57.25
 112.3125 125.75    76.9375  86.875   49.25    88.      64.0625 101.3125
 127.4375  40.3125  16.9375  61.625   46.      52.3125  57.625   43.75
  58.375   97.      39.75    49.75    23.75    37.9375  45.0625  21.5625
  20.1875  57.0625  55.75    45.    ]",4895702158111329364,-0.0029082850029365677,28,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
30,0,1744385207.9693098,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74421986e+09],"[ 65.5625  80.75   106.9375  86.375   79.875   88.625  103.25    56.9375
 114.6875 124.125   78.0625  86.0625  48.5625  85.4375  61.8125  97.75
 129.5625  39.375   17.5     60.5     45.625   53.8125  53.5625  43.6875
  66.5625  84.125   40.875   47.8125  23.8125  36.8125  42.75    22.1875
  22.0625  54.125   53.75    49.8125]",4895702158111329364,-0.005737399802897961,29,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
31,0,1744385210.402387,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74421992e+09],"[ 68.125   81.5625 108.5     74.9375  76.3125  79.125   98.625   56.6875
 119.0625 126.25    80.1875  87.      50.3125  88.4375  59.625   99.4375
 129.1875  38.625   16.125   62.875   45.9375  53.625   55.8125  43.4375
  63.3125  95.3125  41.25    50.25    29.625   35.75    21.125   21.625
  21.25    54.1875  54.9375  49.25  ]",4895702158111329364,-0.009917852325840462,30,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
32,0,1744385212.871214,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74421998e+09],"[ 65.625   85.25   107.875   75.1875  78.625   77.6875 104.1875  55.1875
 120.25   123.375   78.9375  89.375   49.625   87.75    63.375  100.5
 126.6875  40.1875  17.125   62.9375  46.9375  52.0625  59.25    42.8125
  63.25    89.      57.9375  46.4375  23.375   37.9375  21.125   22.375
  20.8125  55.9375  52.125   43.25  ]",4895702158111329364,0.005724402701749064,31,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
33,0,1744385215.0093377,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422004e+09],"[ 63.9375  86.125  108.125   76.0625  77.6875  84.25   106.375   56.125
 121.0625 122.6875  76.1875  87.      51.1875  86.1875  62.8125 101.5
 131.4375  41.875   16.5     62.125   46.      53.625   59.4375  41.9375
  62.3125  91.4375  59.75    49.      21.4375  38.0625  21.4375  21.5625
  22.375   55.9375  55.25    49.1875]",4895702158111329364,0.010589416227207044,32,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
34,0,1744385217.5370178,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.7442201e+09],"[ 62.4375  84.9375 109.4375  74.25    79.25    84.625  103.75    57.25
 119.625  127.5     77.8125  86.1875  51.125   86.3125  61.625   99.875
 140.0625  41.9375  15.25    62.625   45.9375  53.75    54.3125  43.875
  57.4375  91.0625  40.25    48.25    22.25    37.3125  20.4375  19.125
  21.      57.0625  54.875   48.5   ]",4895702158111329364,-0.019523475557745893,33,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
35,0,1744385219.6822636,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422016e+09],"[ 70.      84.375  109.      75.5     78.8125  91.5625 104.875   57.8125
 116.75   128.625   82.8125  88.5     52.      90.125   61.875   98.
 128.4375  38.375   18.625   62.625   48.3125  53.8125  59.1875  42.625
  62.5625  91.125   62.8125  48.1875  22.875   37.5625  21.125    0.
  22.8125  59.625   56.25    48.25  ]",4895702158111329364,0.034207936578875164,34,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
36,0,1744385221.8733757,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422022e+09],"[ 64.25    87.75   105.8125  75.8125  76.625   85.1875 105.75    56.5
 115.5625 120.9375  80.875   84.625   51.8125  86.      59.4375  98.9375
 123.25    39.875   15.6875  60.8125  46.9375  54.1875  55.8125  41.25
  60.625   96.8125  58.5625  49.625   23.125   37.625   21.375   20.25
  20.3125  55.625   54.25    47.875 ]",4895702158111329364,-0.018679382037500827,35,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
37,0,1744385224.0186794,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422028e+09],"[ 65.25    86.125  108.3125  77.8125  74.6875  88.25   102.375   57.625
 118.25   121.375   78.625   83.375   52.75    89.5625  61.75   100.6875
 127.875   39.9375  18.75    59.5     46.5     52.      57.5625  42.3125
  61.125   98.875   60.0625  49.6875  23.5625  38.1875  20.875   20.1875
  22.3125  55.5625  54.6875  51.4375]",4895702158111329364,0.007382665225310607,36,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
38,0,1744385226.1613765,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422034e+09],"[ 71.5     85.8125 106.75    72.875   80.5     86.25   101.125   56.25
 112.25   126.5     79.8125  83.4375  49.375   93.1875  62.6875  68.875
 133.8125  39.875   17.125   66.      46.25    54.875   55.3125  43.
  66.625   96.875   59.4375  49.1875  22.5625  37.375   21.3125  20.75
  22.25    55.375   54.3125  48.625 ]",4895702158111329364,-0.012509589208350352,37,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
39,0,1744385228.5092258,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.7442204e+09],"[ 69.8125  86.5625 107.5     76.5     79.375   79.5625 104.5     54.1875
 117.     126.8125  79.5625  87.125   50.75    87.8125  62.625  101.375
 137.75    40.375   16.5625  64.      44.75    53.      58.5     46.375
  62.9375  86.0625  65.      50.4375  22.4375  38.1875  40.375    0.
  21.375   56.625   52.8125  46.0625]",4895702158111329364,0.020968098446391845,38,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
40,0,1744385230.7865477,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422046e+09],"[ 69.4375  82.75   104.4375  81.8125  79.125   82.5    106.0625  58.0625
 117.8125 126.875   78.4375  84.75    51.4375  90.125   62.1875 101.9375
 130.      41.3125  16.3125  63.375   46.875   54.0625  60.125   44.3125
  64.3125  90.5     41.125   49.1875  22.      37.9375  21.      19.75
  20.5     56.6875  56.0625  43.75  ]",4895702158111329364,-0.01469416454740859,39,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
