area,state,seed,action,time,frame,steps,config_id,reward,experiment.step_duration,compatibility_mode,filepath,experiment.update_freq,environment.zone,environment,algorithm
"[200.75   139.3125  71.25   176.     112.375  176.875  139.625  154.125
 139.8125 146.375  119.75   246.4375 154.8125 138.625  120.125  146.5
 101.875  185.4375 114.0625  82.1875 137.75   137.6875 103.375  120.1875
 125.1875  97.     142.6875 111.625  122.3125 142.875  121.3125 128.4375
 123.25   142.5625 183.     178.1875]",[1.74424626e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246289.7534463,100,101,-8144594618283321666,0.016497758410722374,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[187.5    103.     129.0625 134.5625 130.0625 201.8125 158.6875 200.6875
 105.625  113.875  112.75   256.875  169.4375 203.3125 179.25   103.1875
 130.5    248.0625 135.1875 113.5625 142.8125 139.     151.875  123.375
 108.9375 105.0625 115.5    144.3125 116.125  145.0625 129.4375 172.75
 184.6875 156.25   153.4375 174.3125]",[1.74424633e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246355.8847375,101,102,-8144594618283321666,0.06028543042553291,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[238.75    99.0625 121.0625 180.125  132.9375 186.4375 166.25   141.9375
 137.375  110.4375 130.4375 284.3125 150.125  163.5    143.375  140.5
 138.75   143.75   133.5625 126.9375 123.375  148.625  168.8125 116.5
  96.625   94.4375 166.1875 144.125  158.5625 176.1875  99.9375  98.4375
 178.0625 140.4375 197.5    217.4375]",[1.74424639e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246422.8254042,102,103,-8144594618283321666,0.0037709421968431826,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[188.1875  85.5     92.75   186.0625 178.125  169.8125 140.5    155.
 106.5    142.25   154.125  270.125  162.5    113.75   130.     126.1875
 122.6875 234.125  101.8125 158.9375 131.25   129.     135.5    114.0625
 130.6875  85.0625 160.4375 128.9375 151.5625 161.0625 165.8125 161.9375
 210.4375 161.875  202.625  143.625 ]",[1.74424646e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246489.8079977,103,104,-8144594618283321666,0.010285954465498078,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[218.125  105.     134.6875 185.875  110.25   171.5625 117.75   161.875
 121.3125 107.4375 116.125  220.75   156.75   149.375  132.5625 132.625
 137.8125 130.75    95.9375  86.5     97.5625 155.1875 151.8125 111.6875
 120.875  119.6875 118.875  129.6875 115.0625 139.75   139.625  155.
 221.4375 145.8125 133.3125 138.125 ]",[1.74424653e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246556.2652674,104,105,-8144594618283321666,-0.09026476464245575,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[217.3125 145.0625 124.0625 151.8125 155.6875 184.8125 137.9375 157.875
 135.125  147.875   88.0625 197.9375 178.4375 145.     169.4375 122.3125
 126.5625 161.6875  93.625   97.3125 119.875  172.25   222.9375 115.9375
 142.25   123.5    129.1875 130.1875 152.5625 141.8125 152.9375 140.75
 157.1875 147.1875 159.875  185.5625]",[1.74424659e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246621.939485,105,106,-8144594618283321666,0.09096251957422131,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[183.625   88.0625 112.1875 115.625  142.5625 216.25   155.1875 172.25
 100.6875 103.625  184.375  229.8125 197.6875 197.     120.1875 108.625
 137.375  219.0625 110.6875  94.875  137.8125 160.8125 186.125  136.0625
 109.25   107.25   160.5625 130.9375 140.0625 134.5625  94.125  169.875
 181.0625 164.5    170.5625 147.5   ]",[1.74424666e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246689.0409105,106,107,-8144594618283321666,-0.008055180158512022,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[213.375  141.125  113.5    173.3125 168.3125 185.375  126.8125 128.4375
 120.3125 114.6875 130.4375 225.5    149.125  147.3125 155.375   99.5625
 149.875  166.      94.875  159.     124.9375 141.9375 155.8125  87.0625
  92.875  124.5625 151.5625 164.75   107.5625 151.6875 124.875  100.25
  99.25   159.     146.     150.3125]",[1.74424673e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246754.7090726,107,108,-8144594618283321666,-0.05208482011413857,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[173.125  138.     129.625  181.0625 147.375  176.4375 150.625  125.9375
 127.875  114.0625 172.3125 268.375  147.875  136.1875 145.9375 148.625
 127.25   165.9375 135.4375  89.375  122.125  151.8125 214.4375 105.5
 129.1875  91.1875 113.1875 129.625  130.6875 123.5    103.75   150.75
 159.25   140.875  143.625  220.4375]",[1.74424679e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246822.0027642,108,109,-8144594618283321666,0.02148688371000755,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[186.1875  93.0625 118.125  154.5625 172.5625 162.4375 136.875  136.625
 123.4375 125.875  152.0625 241.4375 180.4375 182.25   170.25   132.875
 160.375  162.25   112.4375  75.125  119.75   120.4375 154.25   110.625
 110.5    106.125  143.625  126.75   104.9375 151.375  119.8125 149.9375
 186.8125 152.3125 152.125  141.0625]",[1.74424686e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744246887.1062067,109,110,-8144594618283321666,-0.0008848438199891534,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[308.3125 247.5    168.5625 152.3125 119.9375  69.75   247.0625 205.0625
 197.3125 135.875  144.375  144.5625 311.1875 334.625  261.8125 286.5
 214.75   173.4375 187.75   322.3125 270.625  254.625  208.8125 134.625
 279.875  146.6875 196.625  170.6875 228.8125 105.625  167.6875 119.375
 117.875  113.3125 217.5625  84.5   ]",[1.74424692e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744246952.4942403,110,111,-8144594618283321666,0.30935846205913475,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[311.0625 166.625  102.9375 186.      94.375  129.1875 134.5625 172.4375
 157.     120.75   193.125  227.6875 217.9375 164.9375 156.8125 185.125
 293.6875 476.0625  93.25   110.125  170.625  253.25   189.875  123.5
 178.      85.3125 257.     159.     117.125   93.875  145.1875 132.1875
 124.5    144.875  261.4375 175.375 ]",[1.74424698e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247008.7460043,111,112,-8144594618283321666,-0.16104480429579776,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[299.8125 208.1875  82.3125 182.25    87.1875 112.4375 143.5    141.25
 134.1875 103.8125 131.4375 204.     248.0625 153.0625 188.8125 152.8125
 124.9375 427.625  148.3125  88.625  175.375  334.1875 156.5    101.375
 197.375   85.     229.75   149.9375 114.4375 107.25   171.8125 151.1875
 130.3125 152.5    259.4375 152.6875]",[1.74424704e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247065.0384219,112,113,-8144594618283321666,-0.050915965919507034,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[291.1875 162.      93.4375 188.9375  80.625  133.8125 131.9375 154.6875
 130.125  112.6875 143.0625 218.4375 238.875  140.25   150.125  164.3125
 262.75   127.8125 105.9375  93.625  153.75   239.9375 335.875  113.9375
 180.      63.0625 252.3125 139.1875 106.4375  94.375  150.1875 122.9375
 119.6875 116.125  213.5    161.625 ]",[1.7442471e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247120.7738883,113,114,-8144594618283321666,-0.03562576882887108,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[293.875  180.375  108.125  196.6875  89.6875 128.25   127.5    141.5
 136.8125 110.8125 171.8125 200.8125 182.25   145.0625 172.625  140.375
 264.3125 308.     106.125  102.3125 192.     223.4375 179.625  143.8125
 197.4375 100.1875 248.875  178.3125 126.3125 125.25   182.5625 154.9375
 168.875  130.3125 208.625  170.1875]",[1.74424715e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247176.4233973,114,115,-8144594618283321666,0.07094326886068157,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[287.8125 180.5    122.875  203.75    95.3125 108.5    151.875  135.5
  95.     121.75   112.5    213.9375 456.8125 155.875  156.875  141.375
  51.25   104.4375 143.5    136.1875 172.5    183.0625 167.375  126.8125
 197.9375  73.9375 239.4375 137.125  126.6875 129.4375 179.125  165.9375
 126.5    102.5625 242.     163.25  ]",[1.74424721e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247231.6794016,115,116,-8144594618283321666,-0.08212600942371279,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[285.5625 176.5625 101.     178.5     86.625  111.875  143.8125 157.125
 124.1875 107.8125 196.0625 200.125  300.875  157.6875 148.875  182.125
 240.4375 370.     171.875  115.6875 161.1875 210.625  192.3125  96.625
 199.4375  98.1875 187.4375 151.     118.75   116.3125 149.9375 179.5
 114.375  104.75   229.25   183.5   ]",[1.74424726e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247286.665835,116,117,-8144594618283321666,0.07013711589676995,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[294.9375 189.     106.3125 184.375   78.0625 113.625  155.4375 166.625
 154.625  111.8125 139.6875 179.4375 192.25   186.875  138.125  160.
 256.75   380.5625 133.1875 128.1875 194.1875 248.0625 168.375  110.3125
 194.875   74.375  191.9375 163.9375 113.3125 103.8125 162.375  157.
 107.25   126.4375 243.0625 147.9375]",[1.74424732e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247342.7586863,117,118,-8144594618283321666,-0.01270408416455759,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[301.3125 163.625  152.25   186.75   111.8125 122.8125 151.75   182.875
 117.     103.4375 143.125  204.8125 317.6875 189.5625 142.6875 174.4375
 110.9375 114.1875 124.625  119.875  180.3125 212.875  224.6875 144.3125
 158.75    71.875  221.6875 147.1875 106.9375  89.125  149.5    192.625
 126.625  160.9375 243.5    167.5625]",[1.74424737e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247398.5589259,118,119,-8144594618283321666,-0.008817073646727642,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[280.625  178.6875 166.5625 209.1875  82.5     92.375  134.6875 154.5
 116.1875 125.5    122.5    206.3125 174.875  161.3125 153.5625 164.5625
 158.25   118.0625 154.6875 119.75   168.125  199.125  178.125  114.4375
 177.375   79.6875 206.375  128.1875 118.6875 115.3125 164.25   155.
 116.75   130.9375 187.75   174.3125]",[1.74424743e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247453.4513845,119,120,-8144594618283321666,-0.0367445168316493,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[297.875  184.9375  98.     202.875   79.4375 116.0625 136.8125 145.75
  90.6875 119.9375 168.1875 176.875  181.3125 177.8125 172.875  149.9375
 146.25   123.625  181.0625 119.8125 197.625  915.75   182.6875 127.625
 191.875   69.125  233.6875 129.5625  99.4375  90.75   143.875  160.5
 116.0625 101.25   232.8125 190.0625]",[1.74424749e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247509.3983707,120,121,-8144594618283321666,0.005924764948855838,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[291.     169.8125 139.6875 191.875   93.6875 109.75   142.6875 159.9375
 149.6875 111.8125 120.75   204.1875 304.     187.6875 162.0625 147.5625
 140.5    255.25   155.0625 127.6875 179.625  248.1875 386.8125 110.875
 179.25    78.4375 240.1875 146.375  108.625   81.0625 132.25   159.
 129.5    110.9375 234.     160.75  ]",[1.74424754e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247564.957768,121,122,-8144594618283321666,0.048077016160398965,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[294.1875 150.3125 109.25   188.75    84.125   98.9375 154.6875 146.25
 132.1875 126.3125 168.4375 199.     273.5625 169.3125 135.375  139.0625
 185.5625 262.25   151.875  117.6875 174.875  248.375  179.5625 130.5
 184.125   78.125  225.8125 135.125  101.1875 105.3125 178.5    152.875
 123.375  117.3125 243.5625 158.8125]",[1.7442476e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247621.508105,122,123,-8144594618283321666,-0.015364127480885025,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[299.625  160.875  104.875  204.      92.5625 117.3125 152.8125 175.3125
 159.9375 115.     171.6875 213.625  260.5    144.9375 139.375  171.5625
 192.5    273.75   152.75   114.75   158.6875 216.5625 172.25   102.9375
 188.      72.4375 208.1875 167.     146.25   106.5625 161.25   164.5625
 103.5    123.25   213.75   148.0625]",[1.74424765e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247677.6504397,123,124,-8144594618283321666,0.01478834264400684,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[305.375  181.625  176.5    197.75   100.4375  98.25   141.125  183.8125
 141.125  110.125  109.625  190.6875 289.125  177.3125 155.125  167.625
 102.5625 134.125  166.3125 122.125  185.875  619.6875 195.3125  90.8125
 162.8125  65.125  237.3125 149.0625 107.9375 132.3125 199.625  171.875
 126.6875 125.9375 185.625  177.875 ]",[1.74424771e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247734.5083754,124,125,-8144594618283321666,-0.016000919963602197,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[336.4375 190.3125 118.8125 210.9375 102.0625 113.8125 143.0625 171.0625
 150.875  125.9375 184.875  169.     242.9375 190.75   119.4375 138.625
 134.625  263.6875 157.625  154.4375 167.375  467.75   159.9375 134.25
 182.5     62.25   270.1875 153.9375 103.75    94.0625 155.0625 138.0625
 109.     112.8125 200.75   123.0625]",[1.74424777e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247789.097904,125,126,-8144594618283321666,-0.00563987578886926,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[282.25   177.8125 138.8125 178.75   113.5625 115.9375 122.5    167.3125
 121.5625 131.25   180.25   214.25   181.125  184.375  113.125  156.875
 114.1875 298.6875 177.375  143.6875 155.8125 251.1875 176.75   123.75
 191.5625  87.8125 237.1875 114.8125 120.0625 110.4375 146.5    138.125
 104.1875 118.875  257.     192.9375]",[1.74424782e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247845.005762,126,127,-8144594618283321666,-0.004114011149070513,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[267.125  155.5    112.0625 235.75    80.1875 104.625  134.25   169.625
 128.1875 129.4375 154.9375 171.5    217.125  164.0625 123.5    152.875
 122.6875 103.5625 135.5625 126.     177.0625 254.375  178.8125 140.5625
 182.3125  89.3125 231.9375 164.5625 126.125  108.1875 144.     140.5
  98.3125  92.0625 223.5625 169.9375]",[1.74424788e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247899.8465781,127,128,-8144594618283321666,-0.04116093575217659,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[288.0625 168.375  104.     216.8125  87.0625  88.4375 147.125  155.4375
 139.375  141.125  109.125  181.8125 277.5625 151.1875 125.8125 154.4375
  85.625  186.25   139.3125 110.25   170.5    194.4375 173.5    123.625
 200.1875  82.625  232.75   146.8125 128.5625  99.4375 140.6875 137.4375
 152.4375 116.375  203.     183.5   ]",[1.74424793e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247955.8596091,128,129,-8144594618283321666,0.0055121026813815125,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[294.6875 144.6875 101.875  215.75   133.5625  98.8125 142.8125 151.8125
 128.75   121.125  123.9375 191.6875 224.625  152.     138.25   173.25
 104.375  101.     152.5    150.5    180.75   209.4375 192.375  108.25
 192.25    72.5625 235.1875 144.125  112.9375 112.3125 158.75   143.5625
 114.125  106.25   227.1875 181.3125]",[1.74424799e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248011.514034,129,130,-8144594618283321666,-0.0006424858420737114,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[328.625  158.125  126.8125 218.1875  97.125  116.375  138.     145.0625
 128.75   107.1875 170.     183.9375 262.375  166.9375 135.5625 162.8125
 250.125  131.3125 144.5    142.125  167.75   265.625  216.75   110.625
 173.1875  80.4375 212.6875 159.4375 116.3125  91.     191.9375 163.4375
  83.0625 110.375  224.5    118.25  ]",[1.74424804e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248067.582617,130,131,-8144594618283321666,0.0374308632041072,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[296.375  164.75   127.5625 219.625   91.125  122.6875 133.8125 174.25
 168.5625 129.8125 260.5625 195.25   237.75   149.625  151.75   145.6875
 304.75   299.0625 150.375  129.125  166.75   208.625  202.75   146.375
 192.25    77.1875 220.9375 124.6875 108.9375 140.125  176.875  146.5
 135.1875 105.5625 230.625  173.6875]",[1.7442481e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248122.794893,131,132,-8144594618283321666,0.07218046710599903,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[304.875  190.4375  96.     196.875  124.0625 109.375  139.5625 178.8125
 166.0625 112.8125 123.875  213.     395.125  159.6875 129.75   161.125
 166.4375 231.25   126.875  127.6875 186.     238.25   211.25   130.4375
 177.4375  55.125  238.25   129.5    132.     117.125  172.25   134.
 135.125  116.5    222.5625 143.125 ]",[1.74424815e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248178.4556332,132,133,-8144594618283321666,-0.049004806652511765,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[299.8125 176.75   122.1875 206.125  110.3125 119.1875 123.4375 165.5625
 122.8125 122.8125 136.3125 215.75   305.75   164.4375 140.5625 389.75
 176.25   223.5625 156.9375 143.625  182.6875 237.9375 192.625  117.625
 189.75    69.625  263.1875 132.625  130.5625 105.125  138.0625 158.125
 109.1875  85.4375 172.     154.375 ]",[1.74424821e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248235.3124819,133,134,-8144594618283321666,-0.0022109825740954984,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[306.3125 163.375  112.9375 215.0625  80.3125 108.25   137.0625 172.625
 143.25   110.625  143.1875 196.     281.5625 172.375  129.0625 164.3125
 104.25   248.     116.375  137.     158.8125 225.875  215.8125 135.25
 209.875   74.4375 201.4375 148.75    97.75   107.     141.625  131.1875
 111.125  103.6875 250.625  119.5   ]",[1.74424827e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248290.2486596,134,135,-8144594618283321666,-0.0463935477117485,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[292.375  186.25   122.4375 185.875   82.6875 111.4375 144.8125 170.8125
 108.5    120.9375 144.875  209.5    270.6875 159.3125 165.0625 155.75
  81.75   292.0625 127.125  127.125  165.25   195.0625 173.0625 155.75
 184.5625  46.9375 254.25   142.625   89.3125 106.0625 138.0625 138.6875
 105.625   89.8125 222.6875 171.125 ]",[1.74424832e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248345.266146,135,136,-8144594618283321666,-0.0009013379373885258,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[263.5    165.     114.75   194.625   90.25   107.3125 142.625  168.625
 101.8125 117.3125 121.6875 195.875  207.9375 163.6875 170.5625 155.875
  99.4375 279.375  149.1875 149.4375 191.625  289.9375 196.0625 132.3125
 198.      86.75   249.9375 143.5    114.125  142.375  122.75   120.3125
 105.5625 118.1875 232.4375 156.1875]",[1.74424838e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248400.428923,136,137,-8144594618283321666,0.01636149119024574,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[279.1875 173.3125 145.5    171.3125 110.8125 114.0625 119.375  151.8125
 106.4375 120.4375 112.8125 195.8125 319.5625 152.6875 157.3125 193.
  94.3125 105.6875 140.3125 128.125  150.3125 186.     508.25   126.875
 173.5625  81.5    199.75   127.375  110.875  107.6875 180.75   142.25
 131.1875 103.0625 169.9375 153.9375]",[1.74424843e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248456.1004283,137,138,-8144594618283321666,-0.058445425709230614,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[301.5625 217.25   138.375  206.625   86.8125  94.3125 166.0625 192.4375
 173.875  115.0625 122.375  192.375  232.25   155.     173.3125 141.625
 156.     318.375  136.9375 104.1875 186.875  330.     184.6875 113.75
 185.75    89.5    225.0625 125.5625 140.1875 130.     147.3125 151.75
 105.375  105.     209.3125 181.5   ]",[1.74424849e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248512.0420032,138,139,-8144594618283321666,0.09974150881387453,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[297.1875 176.75   104.3125 210.625   69.5625 116.75   149.6875 162.6875
 141.     136.25   205.75   191.125  317.8125 204.75   157.     152.9375
  81.375  241.625  189.     131.6875 194.6875 254.     177.875  113.5625
 154.6875  77.     187.75   128.625  100.1875 101.0625 182.0625 140.5
 107.75   106.5    198.0625 129.3125]",[1.74424854e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248568.304539,139,140,-8144594618283321666,-0.028687667938557787,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[292.375  167.1875 100.0625 203.25    94.6875 104.4375 173.75   151.5625
 119.875  120.9375 160.875  180.375  262.9375 160.3125 163.625  150.4375
 104.9375 262.9375 139.9375 121.125  157.625  327.25   527.3125 146.8125
 194.5625  73.4375 250.4375 144.      95.25   112.3125 140.75   183.1875
 110.625  111.1875 195.3125 143.0625]",[1.7442486e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248623.704455,140,141,-8144594618283321666,0.028462974693143607,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[308.75   165.0625 100.5    225.     119.875  130.3125 128.625  162.
 148.6875 130.25   149.4375 203.9375 296.8125 149.875  148.0625 164.625
 224.5    303.125  137.625  118.25   157.125  237.     141.1875 125.4375
 205.4375  73.4375 181.0625 129.4375 106.125  125.3125 171.875  114.4375
 131.8125 124.     279.375  163.375 ]",[1.74424866e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248679.596936,141,142,-8144594618283321666,-0.017852415317011396,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[286.8125 171.25   128.9375 213.125  121.     107.8125 163.375  178.25
 112.3125 127.4375 147.125  193.4375 304.5625 141.1875 173.25   147.625
  85.0625 284.8125 157.125  131.5625 206.25   207.25   172.3125 127.8125
 186.6875  86.125  235.5    138.875  120.125  116.625  181.0625 143.8125
 122.375  111.9375 248.5    182.125 ]",[1.74424871e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248735.6097958,142,143,-8144594618283321666,0.010992398912137885,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[292.625  160.125  122.8125 212.      95.375  112.3125 137.75   142.25
 129.5    140.625  174.5625 197.75   247.     152.8125 162.5    163.1875
 151.5    209.75   158.9375 115.5    196.625  200.1875 613.8125 141.25
 196.3125  74.6875 197.25   140.9375  95.4375 113.     137.9375 125.3125
 108.9375 101.9375 219.     148.25  ]",[1.74424877e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248789.7437842,143,144,-8144594618283321666,-0.02226430299281499,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[313.4375 182.9375 150.125  192.3125  98.375   98.4375 145.4375 175.875
 108.375  128.6875  85.8125 193.4375 273.875  173.75   142.125  131.375
  95.0625 218.9375 150.0625 135.8125 175.5    226.1875 178.75   158.3125
 208.125   80.3125 217.625  145.875  104.4375 109.4375 144.5625 145.875
 105.1875 115.8125 243.8125 128.3125]",[1.74424882e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248846.7226748,144,145,-8144594618283321666,-0.019587102382148943,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[307.25   168.875  126.1875 206.25    86.375  106.1875 129.375  150.
 104.3125 112.0625 120.9375 203.125  253.9375 172.0625 129.6875 163.6875
 141.     316.625  156.8125 112.5625 158.1875 213.5625 164.5625 133.375
 177.6875  78.3125 243.     164.125  100.9375 106.5    164.6875 138.75
 123.875  104.     213.1875 167.375 ]",[1.74424888e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248902.0223489,145,146,-8144594618283321666,-0.008593809923908503,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[295.9375 170.9375 126.3125 231.375   84.375  123.4375 135.9375 162.1875
 171.875  136.625  197.125  218.375  279.4375 171.8125 145.3125 152.75
 172.25   290.6875 148.     133.     147.125  208.0625 591.4375 103.6875
 180.4375 119.5625 225.9375 130.375  122.5625  97.1875 148.1875 112.375
 117.875   97.5625 259.4375 174.125 ]",[1.74424893e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248958.0482118,146,147,-8144594618283321666,0.07167384614275672,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
"[302.5    163.8125 143.5625 204.8125 120.625  116.5625 142.6875 161.4375
  97.5625 108.3125 113.1875 196.5    253.1875 153.6875 119.6875 139.5625
  96.125  114.8125 138.375  120.875  179.4375 194.625  146.3125 138.375
 179.8125  88.4375 163.75   132.9375  87.0625 103.5625 138.4375 137.5
 129.75   118.6875 143.25   151.625 ]",[1.74424899e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744249013.3998652,147,148,-8144594618283321666,-0.1485169954142377,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2
