area,state,seed,action,time,frame,steps,config_id,reward,experiment.step_duration,compatibility_mode,filepath,experiment.update_freq,environment.zone,environment,algorithm
"[ 68.75    78.75    65.125  106.625   42.5     97.0625  64.1875 117.8125
  66.125   37.5625  40.875  117.9375  65.5     59.125   66.8125  61.25
  53.25    49.625   46.125   37.3125  33.0625  84.5     43.9375  95.8125
  85.25    55.25   133.1875 104.375   60.625   84.9375  69.      70.
  52.875   88.3125  56.5     76.5   ]",[1.74425934e+09],0,[0.14889157 0.28506377 0.12120822 0.         0.12420101 0.22670426],1744259372.6033983,230,231,-2625447392661257852,-0.02762603149733831,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[152.875  100.1875  63.3125  99.6875  63.0625 172.4375 133.3125 157.
  88.75    91.375   62.75   221.5     67.      73.5625  75.4375  61.4375
  78.5625  54.125   47.8125  70.125   68.25   123.9375  60.4375 114.875
  94.125   60.1875 152.9375 124.0625  82.5625 203.3125  91.1875 120.5
  84.8125  86.125   59.      80.375 ]",[1.74425941e+09],0,[0.14901703 0.28530396 0.12131035 0.         0.12430566 0.22689528],1744259444.2258255,231,232,-2625447392661257852,0.29191969579636096,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[ 56.875   66.1875  60.25   105.3125  49.3125 105.8125  64.875  138.5625
  58.875   44.5625  51.6875 156.375   61.375   62.9375  60.5625  48.6875
  63.375   39.5     45.875   49.0625 131.6875  86.8125  43.375   80.5625
  95.4375  55.375  113.5625 104.375   69.75    86.6875  85.5     68.9375
  61.25   101.25    53.375   82.8125]",[1.74425948e+09],0,[0.14914584 0.28555058 0.12141521 0.         0.12441311 0.22709141],1744259512.7709699,232,233,-2625447392661257852,-0.24909938143511323,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[  53.9375   67.625    53.5625   84.125    40.5625  112.3125   79.5
  119.1875   60.875    59.5625   47.      147.875    55.8125   63.8125
   58.5      60.125    62.125    43.375    49.125    60.0625   61.1875
   89.1875   42.5625   87.625  1952.4375   50.125   108.375   109.8125
   79.375    91.5      79.5625   95.875    73.8125   96.125    55.125
   83.3125]",[1.74425955e+09],0,[0.14926828 0.28578499 0.12151488 0.         0.12451525 0.22727783],1744259580.739511,233,234,-2625447392661257852,0.01610969582079836,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[ 94.125   71.0625  75.625   81.375   55.     131.125   71.625  132.875
  81.125   52.875   41.     184.5625  75.6875  62.5625  67.4375  55.375
  59.5625  25.75    49.25    44.75   118.625   87.8125  42.0625 104.125
  89.3125  50.9375 110.625  114.4375  68.      93.8125  81.5     77.5625
  68.0625 109.75    61.8125  76.5625]",[1.74425962e+09],0,[0.14939844 0.28603419 0.12162084 0.         0.12462382 0.22747601],1744259654.092919,234,235,-2625447392661257852,0.05614412956161335,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[ 93.875   74.625   77.25    83.875   47.6875  86.     141.0625 127.6875
  62.375   72.25    40.3125 117.     103.875   59.5     74.      60.9375
  97.4375  46.125   46.25    56.      32.625   54.5     44.      78.5
  87.375   40.1875 103.6875  96.1875  61.25    65.5625  85.5     74.1875
  53.625  123.4375  52.75    87.    ]",[1.74425969e+09],0,[0.14951954 0.28626605 0.12171942 0.         0.12472484 0.2276604 ],1744259720.7581873,235,236,-2625447392661257852,-0.050039504979707994,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[ 64.5625  52.3125  83.     111.1875  41.4375 101.5625  62.375  116.9375
  56.625   56.6875  39.4375 105.75    61.875   61.9375  66.1875  62.1875
  71.1875  42.125   47.8125  46.9375 104.25    56.375   37.3125  89.5
  83.875   42.4375 118.5    115.125   63.625   82.5     64.8125  59.875
  54.375   86.3125  57.6875  76.375 ]",[1.74425975e+09],0,[0.14963982 0.28649634 0.12181734 0.         0.12482518 0.22784355],1744259787.6127439,236,237,-2625447392661257852,-0.0601169833866782,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[ 50.6875  70.8125  70.3125  90.4375  38.6875 107.125   56.3125 130.1875
  60.5625  71.6875  43.      99.375   62.5     52.8125  64.9375  56.125
  47.5     36.4375  46.25    36.5625  72.625   88.8125  43.375   88.8125
  84.875   48.0625 113.875  104.9375  63.5625  84.0625  73.25    59.375
  59.5     88.75    46.5625  71.125 ]",[1.74425982e+09],0,[0.14976166 0.28672961 0.12191653 0.         0.12492681 0.22802906],1744259855.3887157,237,238,-2625447392661257852,-0.026310090899718582,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[ 84.75    91.6875  77.9375 104.9375  44.875  110.1875  76.5625 127.6875
  56.3125  51.8125  46.      86.625   55.6875  62.4375  72.125   64.1875
  72.3125  54.75    49.5     48.9375 140.125   93.5625  41.875   94.8125
  81.625   51.875  128.4375 108.625   65.125   86.125   74.6875  91.
  53.9375 105.4375  48.      82.125 ]",[1.7442599e+09],0,[0.14989322 0.28698149 0.12202363 0.         0.12503656 0.22822938],1744259930.4440997,238,239,-2625447392661257852,0.11400068422823798,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[ 94.875  122.6875  85.875  127.0625  52.125  160.8125 138.3125 125.75
  51.4375  49.5     76.125  125.5     90.25    58.6875  58.6875  71.875
 104.75    63.125   43.875   71.1875 153.875   75.25    51.0625  97.1875
  84.875   45.75   122.     106.4375  67.5625  85.      76.125  100.
  73.5    113.6875  71.125   86.1875]",[1.74425997e+09],0,[0.15002005 0.28722432 0.12212688 0.         0.12514235 0.22842249],1744260000.9060392,239,240,-2625447392661257852,0.13848327088539697,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,6,P3,Spreadsheet6
"[ 90.9375  37.6875  46.25    41.8125  77.5     69.875   80.3125 104.625
  45.8125  28.375  153.875   98.1875  96.5625  67.6875 184.1875  55.875
 143.25    74.0625   8.375   23.0625  21.125   59.5625  75.8125  53.5625
  46.125  119.4375  90.5     97.25   102.5    132.25   128.5625 145.875
 111.9375  89.5625  94.875  103.125 ]",[1.74423975e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744239783.4299946,0,1,3903427868529343396,0.15329516660201642,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 89.375   36.      48.      36.4375  88.75    67.375   79.6875 120.0625
  59.5     32.1875 151.0625 156.625  100.5625  74.375  143.5625  48.25
 131.      59.8125   7.0625  25.0625  24.125   51.8125  63.125   60.4375
  46.875  122.0625  89.4375  93.5     89.     131.125  103.125  127.875
 127.625   82.625   89.3125 106.5625]",[1.74423982e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744239852.1131759,1,2,3903427868529343396,0.00013633295022500761,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  88.8125   34.       46.5      34.875    74.875    68.875   101.25
  127.375    57.75     44.6875  136.5625  146.25    107.5    1484.8125
  141.5625   49.25    124.625    58.75      7.9375   27.125    24.5
   64.1875   64.5625   55.875    46.      118.8125   94.5      96.875
  116.3125  115.9375  105.0625  144.875   130.375   105.4375  103.5
  226.    ]",[1.74423989e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744239919.0516279,2,3,3903427868529343396,0.07882469712811331,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  88.5      36.3125   47.625    37.375    88.625    73.25    112.0625
  111.3125   55.5625   49.375   132.6875  145.25    114.375  1459.75
  151.375    46.75    123.5      67.75      8.125    26.1875   23.125
   54.       75.5      59.       47.5625   97.875    88.25    109.
  111.3125  118.9375  127.1875  143.4375  106.625    77.375   129.6875
  213.3125]",[1.74423995e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744239985.6695912,3,4,3903427868529343396,0.005552529879906725,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 87.4375  36.375   48.      46.1875  82.0625  69.375  107.5    130.375
  47.5    967.6875 135.6875 141.9375 102.6875  73.125  164.25    38.125
 141.25    66.75     7.1875  17.625   16.9375  61.8125  57.8125  66.9375
  54.3125 136.      86.9375 105.875  110.5    109.125  102.3125 157.6875
 101.5625 104.9375 121.8125 152.5625]",[1.74424002e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240053.5347207,4,5,3903427868529343396,0.017263078179573777,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 88.3125  40.4375  46.8125  44.1875  86.6875  68.125   94.0625  99.5
  67.6875  43.8125 148.8125 147.25   108.1875  73.625  169.75    50.125
 129.6875  67.0625   8.3125  25.375   26.0625  60.25    61.75    64.75
  54.875  115.25    85.9375 100.125  102.4375 104.9375 136.25   121.875
  94.9375 100.5625 138.75    91.875 ]",[1.74424009e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240126.6549888,5,6,3903427868529343396,-0.07109894144345957,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 86.5625  36.5     46.375   45.375   77.      70.6875  90.1875 102.875
  49.875   47.     145.0625 128.4375 103.5     73.0625 196.8125  46.4375
 129.1875  56.875    9.      26.75    30.3125  74.875   56.      63.625
  65.75   101.0625  88.0625 112.1875 238.0625 160.1875 106.     147.0625
 124.5     94.     144.4375 135.8125]",[1.74424017e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240208.331578,6,7,3903427868529343396,0.04188675089863473,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 91.625   36.25    44.625   52.5625  92.6875  71.125   99.8125 107.5625
  50.25    32.     143.1875 150.5    104.4375  68.0625 153.125   47.625
 122.3125  54.75     7.5625  25.625   24.3125  59.625   62.5     62.
  42.8125 107.3125  96.125   98.9375 130.4375 137.0625  97.     142.875
 118.     107.125  114.875  178.6875]",[1.74424026e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240291.9640195,7,8,3903427868529343396,-0.01819272492155285,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 95.0625  36.3125  49.1875  38.5625  81.875   70.125   91.3125 129.125
  56.0625  58.125  144.5    146.375  108.4375  68.25   151.9375  47.125
 134.875   55.4375   5.0625  25.1875  20.375   67.      70.375   63.4375
  51.9375 119.375   92.125  109.4375 104.9375 124.125  106.8125 136.5
 116.625   84.1875 128.625  193.    ]",[1.74424034e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240374.282269,8,9,3903427868529343396,0.015857297370185514,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  90.9375   35.9375   46.5      45.9375   87.3125   75.1875   91.375
  110.6875   70.75     37.4375  141.8125  159.1875  105.375   155.6875
  155.5      35.8125 1789.3125   70.0625    7.0625   25.75     25.875
   67.       57.8125   67.25     48.75    122.1875   97.25     98.875
  111.3125  103.      128.5625  155.125   103.      109.3125  133.25
  107.1875]",[1.74424041e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240443.7073927,9,10,3903427868529343396,0.024155098502825708,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 86.625   36.4375  48.625   44.125   84.375   66.      96.9375 105.125
  57.125  889.5    149.1875 155.125  102.875   80.875  151.8125  34.75
 450.1875  61.875    6.375   25.      22.9375  52.3125  65.8125  58.1875
  41.625  137.5625  95.25    96.      95.3125 127.125  123.875  139.9375
 135.5    123.5    127.1875 121.5   ]",[1.74424048e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240510.5908577,10,11,3903427868529343396,0.016412187145442153,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 88.      37.9375  48.125   47.4375  94.4375  67.5    107.5625 122.375
  60.5625  52.4375 143.625  164.5    104.625   75.1875 171.5     49.25
 120.0625  64.375    6.25    24.6875  18.6875  63.3125  55.375   69.5625
  48.125  124.625   85.1875 104.75   116.4375 105.3125  94.5625 140.9375
 111.25   115.5625 135.4375 228.5625]",[1.74424055e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240578.305668,11,12,3903427868529343396,-0.035166131942366834,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  90.75     35.75     44.5      46.0625   84.6875   71.25     86.4375
  106.       63.8125   45.4375  132.1875  138.375   105.1875 1731.875
  152.3125   44.1875  117.9375   73.0625   13.3125   25.       33.25
   60.8125   72.625    55.375    52.375   132.875    97.5625  106.9375
  107.4375  121.25    102.6875  153.125   106.4375  122.625   129.0625
  198.125 ]",[1.74424061e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240644.7857196,12,13,3903427868529343396,0.01826041517241574,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 86.6875  36.0625  48.4375  47.125   77.5625  73.0625 108.     112.375
  55.75    98.125  134.3125 154.125  104.9375  71.875  178.5625  39.1875
 137.4375  67.5625   6.1875  22.875   28.8125  57.0625  54.5625  58.375
  50.375   93.5     91.3125  99.125  102.875  121.4375 123.5625 149.0625
 102.125  110.875  121.1875 209.375 ]",[1.74424068e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240710.5003607,13,14,3903427868529343396,-0.027835101385509927,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 87.5     36.      47.0625  56.3125  90.375   74.0625  81.875  100.875
  59.25    26.9375 153.1875 157.0625 106.      71.0625 156.3125  49.875
 131.125   63.9375   8.25    26.625   23.8125  56.5625  64.125   62.625
  53.875  116.625   95.4375 102.25   203.75   138.5    101.625  130.8125
 116.1875  99.625  120.4375 229.625 ]",[1.74424075e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240777.500329,14,15,3903427868529343396,0.007475589353612168,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 91.      36.1875  48.875   52.1875  90.6875  76.75    97.6875 109.8125
  50.      35.25   155.5    163.375   97.125   80.9375 171.5625  51.625
 140.375   49.1875   7.6875  29.875   23.4375  58.875   57.3125  65.0625
  68.5    107.4375  93.0625  97.0625 109.5625 112.5625 112.3125 137.4375
 116.875   76.625  120.5625  92.0625]",[1.74424081e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240845.6051543,15,16,3903427868529343396,-0.045522258925913155,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 93.375   34.75    48.5625  44.125   78.25    62.1875  82.9375 116.875
  40.875   51.875  131.875  157.4375 101.125   63.3125 179.375   38.5625
 126.625   59.75     8.875   32.3125  22.5625  52.1875  54.5625  59.25
  63.6875 117.3125 108.125  105.1875 122.3125 142.5625 102.25   132.25
 114.9375 119.9375 113.5625 194.9375]",[1.74424088e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240912.927635,16,17,3903427868529343396,0.02036420748466585,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  90.5      36.375    47.5625   46.75     83.25     69.9375   86.4375
   93.8125   47.375    57.3125  156.125   151.5625   94.5625  158.6875
  158.8125   39.8125 1680.0625   58.4375    8.4375   34.3125   24.625
   59.8125   56.6875   67.4375   53.9375   91.1875  100.0625   99.25
  223.375   125.      111.625   145.9375  100.1875   93.875   130.9375
   91.125 ]",[1.74424095e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744240980.3311157,17,18,3903427868529343396,0.018377904637698932,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 88.9375  36.8125  47.125   46.9375  89.375   75.625   93.125  117.75
  51.3125  46.625  136.1875 160.625  102.75    67.9375 172.      46.375
 991.0625  58.875    7.4375  25.3125  24.5     56.0625  64.6875  66.
  58.875   98.6875  79.9375 100.75   102.4375 141.75   101.5625 140.0625
 113.25    98.5    123.5625 134.375 ]",[1.74424102e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241049.91665,18,19,3903427868529343396,-0.01762484713768713,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  91.125    36.5625   46.9375   40.9375   82.625    74.9375   87.
  100.375    54.5      46.5     159.9375  168.5625  109.625   160.4375
  168.5      55.8125 1667.8125   57.375     8.1875   33.8125   24.6875
   61.125    66.5625   59.375    56.8125  119.5      87.25    114.375
  129.9375   96.125   111.6875  149.6875  112.5625   94.375   143.5625
  166.6875]",[1.74424108e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241115.2570462,19,20,3903427868529343396,0.0656288588108224,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 94.4375  34.9375  48.25    37.5625  79.0625  70.625  100.125   93.3125
  62.3125  29.8125 146.125  133.1875  99.25    68.5    149.25    36.4375
 137.375   51.875    8.0625  25.375   24.5     66.625   71.4375  57.5
  51.875  120.6875 103.75    92.5    118.5625 131.1875 110.     135.3125
  83.      93.3125 102.6875 178.8125]",[1.74424115e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241181.0655782,20,21,3903427868529343396,-0.09056023158984654,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  91.4375   34.6875   46.9375   40.8125   84.375    70.5      96.125
   99.75     42.9375  283.      149.75    159.      100.       70.9375
  139.6875   42.25   1265.6875   58.0625    9.0625   22.5      20.875
   55.6875   63.125    61.8125   50.625   122.5      92.875    99.9375
  130.9375  137.1875  128.4375  123.9375  124.375    98.375   130.6875
   98.1875]",[1.74424122e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241247.0625567,21,22,3903427868529343396,0.063571844673363,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  89.5625   37.3125   49.0625   48.6875   84.1875   76.4375   99.
  130.75     51.1875   46.0625  166.1875  172.125   111.       75.375
  200.375    43.5    1761.625    47.25      6.0625   21.5      30.875
   53.6875   68.6875   64.75     46.5625  125.9375  108.8125   96.5
  103.6875  136.375   126.125   157.9375  118.4375  100.6875  122.75
  120.    ]",[1.74424128e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241312.9229414,22,23,3903427868529343396,0.00019973145508376728,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 88.4375  37.4375  50.375   49.      84.1875  75.125  100.     103.3125
  61.9375  48.9375 148.8125 166.9375 103.4375  68.3125 191.5     40.5
 140.625   60.1875   6.3125  28.875   19.8125  61.25    74.5     61.6875
  56.1875 117.75   105.375  122.3125 108.1875 129.     106.5    155.25
 122.375   86.     116.5625 145.25  ]",[1.74424135e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241377.8806694,23,24,3903427868529343396,-0.006287144375771151,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 95.875   35.375   47.5625  39.0625  75.625   70.875   87.5    100.4375
  68.875   25.75   159.6875 156.4375  98.6875  67.25   173.3125  43.1875
 122.75    48.1875   8.25    24.6875  15.9375  64.0625  59.375   56.75
  54.8125  92.375   97.625   87.875  226.25   128.4375 114.3125 136.
 110.875   87.9375 117.25   169.9375]",[1.74424141e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241445.6876895,24,25,3903427868529343396,-0.050255666404371346,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  93.6875   40.3125   47.8125   48.875    83.9375   80.0625   83.3125
  124.8125   64.875    44.25    151.375   173.1875  102.625  1782.4375
  187.6875   41.375   126.625    56.6875    6.8125   24.4375   28.875
   58.875    64.5625   59.3125   63.3125   89.9375   96.1875   95.75
  167.875   104.4375  121.5     175.75    104.25    104.8125  128.1875
  107.75  ]",[1.74424148e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241513.714969,25,26,3903427868529343396,0.0621359802714362,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 88.5625  36.      46.625   51.8125  75.125   73.4375  89.6875 109.625
  59.8125  67.4375 143.9375 153.8125  92.5     72.1875 172.25    42.5
 136.1875  63.875    7.3125  29.0625  24.6875  56.75    66.9375  63.0625
  45.4375 119.375   97.25   117.1875 126.375  129.0625 129.25   143.875
 114.5625 109.1875 135.75   231.3125]",[1.74424155e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241578.8710456,26,27,3903427868529343396,0.0025294865901695175,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 89.3125  35.8125  47.6875  42.3125  81.8125  74.9375  93.6875  95.625
  57.9375  50.5    151.375  146.8125 108.5625  72.125  177.      43.75
 129.4375  51.6875   7.875   19.75    27.875   57.875   64.4375  55.75
  71.125   95.875   89.4375  94.75   116.     133.75    97.3125 135.625
 103.1875 107.3125 133.0625 174.875 ]",[1.74424161e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241646.4646149,27,28,3903427868529343396,-0.05227906916138308,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  90.75     35.8125   48.0625   53.625    80.125    77.5     103.4375
  121.5625   47.4375  353.875   142.5625  173.4375  102.5    1528.875
  168.375    39.9375  130.4375   56.375     8.       26.875    32.
   59.       76.5      59.375    60.3125  100.3125   94.8125  100.8125
  108.375   133.0625  112.9375  148.4375   97.75     85.9375  121.375
  177.5   ]",[1.74424168e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241712.8252282,28,29,3903427868529343396,0.09042539986058998,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 89.625   34.75    49.5625  57.5     88.625   81.4375  92.125  114.0625
  44.5625  25.6875 142.5625 157.375   96.9375  69.3125 168.      46.625
 914.25    44.5      7.9375  21.125   26.0625  56.75    63.0625  59.75
  47.5625  98.3125  89.5     97.0625 105.75   115.8125 113.25   134.875
 102.375  110.1875 129.8125  92.75  ]",[1.74424175e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241780.3320107,29,30,3903427868529343396,-0.11933809097408911,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 93.6875  36.125   47.5     44.75    81.      75.8125  91.3125 123.0625
  39.125   67.5625 156.75   157.75    99.375   68.375  192.5     46.5625
 130.875   52.5      9.875   28.1875  24.8125  62.4375  60.6875  63.75
  45.1875  87.875   86.375  114.625  114.6875 115.125   94.1875 142.5
  95.25    97.9375 125.25   170.875 ]",[1.74424182e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241846.9395099,30,31,3903427868529343396,0.01744314960836336,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 89.625   34.75    48.9375  44.4375  82.5     76.0625  87.1875 116.375
  55.375   46.375  137.3125 146.875  113.125   73.4375 153.5     38.25
 129.8125  54.375    6.1875  26.5     28.4375  61.8125  70.875   63.6875
  49.3125  98.0625  84.875  112.3125 121.0625 118.375  121.875  131.6875
 104.8125 110.5625 121.75   178.0625]",[1.74424188e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241914.14669,31,32,3903427868529343396,0.024847186386157596,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  85.375    36.0625   46.25     50.25     86.875    72.      115.4375
  115.4375   60.6875   40.5625  139.5     146.8125  101.0625 1523.3125
  173.1875   43.1875  122.       55.1875    9.5625   21.875    21.8125
   63.5      67.       56.0625   54.4375   92.5625   92.1875   99.3125
  129.125   122.4375   80.75    139.9375  113.25     95.0625  128.
   91.375 ]",[1.74424195e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744241981.4569016,32,33,3903427868529343396,-0.0033276403193060536,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[  88.25     36.5      49.       52.25     84.25     69.875   110.125
  113.0625   45.25     35.1875  139.875   146.25    109.4375 1382.4375
  162.0625   46.      131.75     47.5625    9.8125   28.9375   30.5625
   55.25     74.375    62.1875   49.3125  106.75     88.8125  108.75
  113.3125  141.8125  106.75    129.375   109.3125   98.5     117.
  185.    ]",[1.74424202e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744242049.270229,33,34,3903427868529343396,0.026842752361890886,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 89.875   37.      49.375   37.8125  79.5625  73.125  108.25   103.5625
  41.625  928.375  129.     157.5625 106.875   70.5    195.0625  45.375
 568.4375  50.8125   5.9375  27.4375  23.125   60.3125  75.4375  56.3125
  47.5625 118.8125  86.75   100.     129.0625 168.25   115.9375 137.9375
 115.6875 113.375  120.4375 190.1875]",[1.74424208e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744242116.6892223,34,35,3903427868529343396,0.04119135879007399,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 87.0625  37.125   49.625   51.5625  85.      72.5625  86.875  114.875
  49.      30.4375 159.625  164.5625 124.375   84.375  149.75    50.5625
 470.9375  51.6875   7.9375  21.      23.9375  58.75    59.875   58.25
  51.5625  81.8125  86.25    94.25   115.3125 107.     126.6875 137.3125
 142.375  110.25   120.5625 186.1875]",[1.74424215e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744242184.9068432,35,36,3903427868529343396,-0.05741102564138473,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 92.6875  36.0625  50.375   53.3125  79.25    74.875  102.125  124.
  45.4375  42.6875 144.5625 159.625   98.25    74.0625 140.9375  44.8125
 446.5625  50.3125   8.875   25.8125  18.      58.4375 201.1875  53.0625
  46.3125 101.1875  84.3125 111.0625 238.     110.125   93.375  132.5
  89.1875 103.25   122.875  111.625 ]",[1.74424222e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744242254.0046227,36,37,3903427868529343396,-0.003970578546188981,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
"[ 87.9375  37.25    50.8125  53.9375  81.0625  71.125   98.     125.375
  37.25    47.25   159.4375 142.8125  96.625   69.25   168.8125  38.375
 132.9375  50.0625   7.25    21.875   23.375   52.5     80.1875  63.5
  56.3125 102.75   109.5625 103.8125 334.5    118.     109.3125 154.1875
 116.3125 104.5625 129.125  169.4375]",[1.7442423e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744242355.0119002,37,38,3903427868529343396,-0.0007048095506915906,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,9,P3,Spreadsheet9
