S17176_1:101		Capture_1:201		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		Capture_6:206		Capture_7:207		Capture_8:208		Capture_9:209		Capture_10:210		Capture_11:211		Capture_12:212		Capture_13:213		Capture_14:214		
604.372	-5	604.372	-4	604.372	-3	604.372	-7	604.372	-6	604.372	-2	604.372	-5	604.372	-8	604.372	-7	604.372	-4	604.372	-5	604.372	-6	604.372	-7	604.372	-5	604.372	0	
604.854	4	604.854	4	604.854	4	604.854	1	604.854	5	604.854	4	604.854	3	604.854	-1	604.854	4	604.854	2	604.854	2	604.854	5	604.854	5	604.854	-2	604.854	1	
605.337	5	605.337	7	605.337	5	605.337	3	605.337	2	605.337	2	605.337	1	605.337	2	605.337	2	605.337	1	605.337	-1	605.337	5	605.337	2	605.337	5	605.337	0	
605.82	2	605.82	1	605.82	1	605.82	2	605.82	3	605.82	0	605.82	1	605.82	4	605.82	7	605.82	1	605.82	2	605.82	1	605.82	3	605.82	2	605.82	3	
606.303	3	606.303	-2	606.303	-1	606.303	2	606.303	-2	606.303	-2	606.303	-2	606.303	1	606.303	2	606.303	1	606.303	0	606.303	-2	606.303	2	606.303	-3	606.303	-2	
606.785	-7	606.785	-1	606.785	2	606.785	-2	606.785	0	606.785	-4	606.785	2	606.785	-2	606.785	-4	606.785	1	606.785	-3	606.785	-4	606.785	-3	606.785	-6	606.785	3	
607.268	3	607.268	2	607.268	3	607.268	0	607.268	1	607.268	3	607.268	2	607.268	2	607.268	3	607.268	4	607.268	2	607.268	2	607.268	6	607.268	2	607.268	-2	
607.751	3	607.751	3	607.751	2	607.751	1	607.751	2	607.751	1	607.751	-2	607.751	-1	607.751	4	607.751	5	607.751	2	607.751	6	607.751	5	607.751	4	607.751	4	
608.234	4	608.234	1	608.234	1	608.234	6	608.234	1	608.234	4	608.234	7	608.234	1	608.234	2	608.234	3	608.234	5	608.234	-1	608.234	0	608.234	2	608.234	2	
608.717	-3	608.717	-3	608.717	3	608.717	-4	608.717	-4	608.717	-4	608.717	-4	608.717	0	608.717	-2	608.717	-3	608.717	-4	608.717	1	608.717	-5	608.717	-2	608.717	1	
609.2	-2	609.2	0	609.2	0	609.2	3	609.2	3	609.2	3	609.2	3	609.2	-2	609.2	-2	609.2	-1	609.2	-4	609.2	-2	609.2	1	609.2	-1	609.2	-4	
609.683	0	609.683	2	609.683	1	609.683	5	609.683	-1	609.683	2	609.683	0	609.683	2	609.683	3	609.683	0	609.683	2	609.683	2	609.683	5	609.683	-2	609.683	2	
610.166	2	610.166	2	610.166	1	610.166	3	610.166	-1	610.166	3	610.166	1	610.166	1	610.166	7	610.166	0	610.166	2	610.166	-2	610.166	0	610.166	-2	610.166	2	
610.649	-1	610.649	1	610.649	-2	610.649	2	610.649	-2	610.649	1	610.649	-1	610.649	-2	610.649	2	610.649	6	610.649	4	610.649	-2	610.649	-1	610.649	6	610.649	4	
611.133	-3	611.133	3	611.133	5	611.133	3	611.133	1	611.133	1	611.133	-2	611.133	-3	611.133	1	611.133	4	611.133	2	611.133	1	611.133	-2	611.133	5	611.133	1	
611.616	7	611.616	0	611.616	-1	611.616	-2	611.616	2	611.616	6	611.616	-1	611.616	3	611.616	2	611.616	3	611.616	3	611.616	2	611.616	4	611.616	2	611.616	0	
612.099	0	612.099	4	612.099	-2	612.099	-3	612.099	-1	612.099	-3	612.099	-1	612.099	0	612.099	-3	612.099	0	612.099	2	612.099	5	612.099	-2	612.099	1	612.099	-2	
612.582	-3	612.582	-2	612.582	-2	612.582	0	612.582	-3	612.582	-5	612.582	-3	612.582	2	612.582	5	612.582	6	612.582	3	612.582	1	612.582	-1	612.582	3	612.582	4	
613.066	6	613.066	1	613.066	2	613.066	-1	613.066	0	613.066	2	613.066	4	613.066	2	613.066	-1	613.066	7	613.066	0	613.066	2	613.066	1	613.066	-1	613.066	1	
613.549	2	613.549	2	613.549	0	613.549	1	613.549	4	613.549	3	613.549	-2	613.549	4	613.549	1	613.549	-1	613.549	5	613.549	0	613.549	3	613.549	2	613.549	6	
614.032	-3	614.032	-1	614.032	-5	614.032	-1	614.032	0	614.032	1	614.032	2	614.032	-4	614.032	1	614.032	-1	614.032	-5	614.032	-5	614.032	-4	614.032	-4	614.032	1	
614.516	3	614.516	2	614.516	7	614.516	2	614.516	1	614.516	4	614.516	0	614.516	0	614.516	2	614.516	2	614.516	4	614.516	1	614.516	3	614.516	1	614.516	3	
614.999	4	614.999	2	614.999	5	614.999	4	614.999	4	614.999	4	614.999	1	614.999	2	614.999	7	614.999	3	614.999	2	614.999	4	614.999	5	614.999	1	614.999	1	
615.482	-9	615.482	-3	615.482	-6	615.482	-5	615.482	-4	615.482	-7	615.482	-3	615.482	-9	615.482	-4	615.482	-2	615.482	-2	615.482	-1	615.482	-1	615.482	-5	615.482	0	
615.966	2	615.966	1	615.966	-4	615.966	1	615.966	-1	615.966	4	615.966	1	615.966	0	615.966	2	615.966	4	615.966	-4	615.966	2	615.966	0	615.966	-2	615.966	6	
616.45	2	616.45	-1	616.45	4	616.45	0	616.45	1	616.45	2	616.45	4	616.45	1	616.45	0	616.45	0	616.45	5	616.45	3	616.45	2	616.45	0	616.45	3	
616.933	3	616.933	2	616.933	6	616.933	4	616.933	3	616.933	3	616.933	4	616.933	4	616.933	7	616.933	4	616.933	2	616.933	2	616.933	3	616.933	0	616.933	-3	
617.417	3	617.417	2	617.417	0	617.417	2	617.417	3	617.417	0	617.417	3	617.417	-1	617.417	3	617.417	-1	617.417	1	617.417	1	617.417	0	617.417	-2	617.417	-1	
617.9	-4	617.9	-3	617.9	4	617.9	-1	617.9	1	617.9	1	617.9	5	617.9	6	617.9	-3	617.9	1	617.9	2	617.9	2	617.9	5	617.9	-2	617.9	4	
618.384	-2	618.384	-3	618.384	1	618.384	-5	618.384	-6	618.384	-4	618.384	-2	618.384	2	618.384	-3	618.384	-2	618.384	-7	618.384	0	618.384	-2	618.384	-1	618.384	-4	
618.868	3	618.868	3	618.868	6	618.868	2	618.868	1	618.868	0	618.868	1	618.868	0	618.868	1	618.868	6	618.868	2	618.868	5	618.868	5	618.868	3	618.868	0	
619.351	6	619.351	0	619.351	3	619.351	2	619.351	5	619.351	1	619.351	2	619.351	1	619.351	0	619.351	-2	619.351	-1	619.351	2	619.351	1	619.351	1	619.351	3	
619.835	4	619.835	2	619.835	-1	619.835	0	619.835	3	619.835	0	619.835	-1	619.835	2	619.835	5	619.835	3	619.835	4	619.835	7	619.835	2	619.835	2	619.835	2	
620.319	2	620.319	-1	620.319	3	620.319	4	620.319	3	620.319	-3	620.319	7	620.319	3	620.319	-2	620.319	3	620.319	0	620.319	4	620.319	3	620.319	3	620.319	1	
620.803	-1	620.803	-3	620.803	1	620.803	0	620.803	-3	620.803	-1	620.803	-1	620.803	-5	620.803	1	620.803	-2	620.803	-1	620.803	-1	620.803	1	620.803	2	620.803	-3	
621.286	-3	621.286	-1	621.286	-4	621.286	-8	621.286	2	621.286	2	621.286	-1	621.286	-3	621.286	1	621.286	-3	621.286	1	621.286	1	621.286	0	621.286	3	621.286	-2	
621.77	-4	621.77	1	621.77	-3	621.77	-4	621.77	-1	621.77	-7	621.77	-2	621.77	-4	621.77	-1	621.77	0	621.77	4	621.77	1	621.77	-1	621.77	2	621.77	1	
622.254	-2	622.254	-2	622.254	0	622.254	-5	622.254	-8	622.254	-6	622.254	-4	622.254	-8	622.254	-6	622.254	-7	622.254	-6	622.254	-2	622.254	-4	622.254	-4	622.254	-8	
622.738	3	622.738	0	622.738	-2	622.738	3	622.738	3	622.738	1	622.738	2	622.738	-1	622.738	-1	622.738	0	622.738	-3	622.738	2	622.738	2	622.738	0	622.738	-1	
623.222	-1	623.222	3	623.222	-2	623.222	4	623.222	1	623.222	0	623.222	-3	623.222	1	623.222	1	623.222	0	623.222	1	623.222	2	623.222	1	623.222	-1	623.222	0	
623.706	1	623.706	2	623.706	2	623.706	0	623.706	6	623.706	0	623.706	-2	623.706	2	623.706	1	623.706	-1	623.706	6	623.706	-2	623.706	2	623.706	5	623.706	2	
624.19	0	624.19	-2	624.19	-5	624.19	-4	624.19	0	624.19	-4	624.19	-1	624.19	-1	624.19	-1	624.19	-2	624.19	-2	624.19	-2	624.19	1	624.19	2	624.19	1	
624.674	0	624.674	-2	624.674	1	624.674	-1	624.674	-2	624.674	2	624.674	3	624.674	-1	624.674	4	624.674	-1	624.674	1	624.674	6	624.674	-2	624.674	1	624.674	3	
625.158	-3	625.158	3	625.158	-6	625.158	0	625.158	-2	625.158	-5	625.158	-1	625.158	-3	625.158	3	625.158	1	625.158	1	625.158	1	625.158	-4	625.158	-4	625.158	0	
625.642	2	625.642	-2	625.642	-5	625.642	-1	625.642	2	625.642	-4	625.642	-2	625.642	2	625.642	1	625.642	0	625.642	-1	625.642	0	625.642	-2	625.642	-1	625.642	0	
626.127	3	626.127	2	626.127	6	626.127	5	626.127	2	626.127	4	626.127	5	626.127	9	626.127	4	626.127	4	626.127	2	626.127	4	626.127	7	626.127	7	626.127	2	
626.611	1	626.611	-1	626.611	0	626.611	-3	626.611	-4	626.611	-3	626.611	-2	626.611	-2	626.611	2	626.611	-4	626.611	0	626.611	-4	626.611	-1	626.611	1	626.611	-1	
627.095	-3	627.095	-1	627.095	-1	627.095	-2	627.095	-2	627.095	-4	627.095	-3	627.095	2	627.095	0	627.095	-3	627.095	0	627.095	0	627.095	2	627.095	2	627.095	0	
627.579	2	627.579	1	627.579	1	627.579	0	627.579	5	627.579	-1	627.579	0	627.579	3	627.579	3	627.579	4	627.579	3	627.579	5	627.579	6	627.579	3	627.579	-1	
628.064	-3	628.064	-7	628.064	-1	628.064	-7	628.064	-7	628.064	-5	628.064	-1	628.064	-1	628.064	-2	628.064	0	628.064	-4	628.064	-2	628.064	-4	628.064	-3	628.064	1	
628.548	0	628.548	-1	628.548	2	628.548	-2	628.548	0	628.548	2	628.548	-1	628.548	-6	628.548	-1	628.548	-2	628.548	-5	628.548	4	628.548	0	628.548	2	628.548	1	
629.032	-6	629.032	-4	629.032	-8	629.032	-5	629.032	-5	629.032	-6	629.032	-9	629.032	-3	629.032	-2	629.032	-7	629.032	-2	629.032	-6	629.032	-7	629.032	-2	629.032	-4	
629.517	0	629.517	-2	629.517	-3	629.517	0	629.517	1	629.517	1	629.517	-2	629.517	0	629.517	-2	629.517	-2	629.517	1	629.517	-3	629.517	1	629.517	0	629.517	-1	
630.001	1	630.001	-5	630.001	1	630.001	2	630.001	-3	630.001	-3	630.001	1	630.001	-2	630.001	3	630.001	-1	630.001	4	630.001	2	630.001	0	630.001	-2	630.001	2	
630.485	3	630.485	4	630.485	5	630.485	4	630.485	5	630.485	2	630.485	3	630.485	3	630.485	2	630.485	3	630.485	6	630.485	4	630.485	3	630.485	5	630.485	4	
630.97	1	630.97	3	630.97	5	630.97	1	630.97	3	630.97	4	630.97	3	630.97	4	630.97	2	630.97	3	630.97	4	630.97	-2	630.97	7	630.97	2	630.97	3	
631.454	5	631.454	4	631.454	3	631.454	4	631.454	6	631.454	5	631.454	3	631.454	3	631.454	7	631.454	2	631.454	8	631.454	6	631.454	3	631.454	8	631.454	3	
631.939	-6	631.939	-6	631.939	-7	631.939	-7	631.939	-6	631.939	-8	631.939	-5	631.939	-5	631.939	-4	631.939	-7	631.939	-4	631.939	-5	631.939	-4	631.939	-2	631.939	-7	
632.423	3	632.423	3	632.423	1	632.423	0	632.423	5	632.423	3	632.423	4	632.423	1	632.423	-1	632.423	3	632.423	3	632.423	3	632.423	2	632.423	3	632.423	-1	
632.908	4	632.908	0	632.908	2	632.908	4	632.908	0	632.908	1	632.908	-3	632.908	-1	632.908	5	632.908	3	632.908	2	632.908	7	632.908	1	632.908	1	632.908	2	
633.393	-1	633.393	1	633.393	1	633.393	2	633.393	-1	633.393	-1	633.393	1	633.393	4	633.393	3	633.393	0	633.393	0	633.393	2	633.393	4	633.393	2	633.393	5	
633.877	0	633.877	4	633.877	1	633.877	0	633.877	-4	633.877	-1	633.877	0	633.877	3	633.877	1	633.877	1	633.877	-2	633.877	5	633.877	0	633.877	5	633.877	2	
634.362	-8	634.362	-4	634.362	-5	634.362	-9	634.362	-7	634.362	-7	634.362	-7	634.362	-7	634.362	-6	634.362	-6	634.362	-5	634.362	-6	634.362	-3	634.362	-6	634.362	-7	
634.847	-1	634.847	1	634.847	-2	634.847	2	634.847	-2	634.847	1	634.847	0	634.847	1	634.847	4	634.847	4	634.847	0	634.847	4	634.847	4	634.847	2	634.847	2	
635.331	0	635.331	4	635.331	1	635.331	1	635.331	1	635.331	-2	635.331	4	635.331	4	635.331	3	635.331	4	635.331	-1	635.331	2	635.331	1	635.331	5	635.331	6	
635.816	3	635.816	-2	635.816	3	635.816	0	635.816	0	635.816	2	635.816	3	635.816	1	635.816	3	635.816	2	635.816	1	635.816	0	635.816	6	635.816	6	635.816	1	
636.301	0	636.301	1	636.301	-1	636.301	-1	636.301	-3	636.301	0	636.301	-1	636.301	-2	636.301	3	636.301	5	636.301	0	636.301	-3	636.301	2	636.301	1	636.301	-1	
636.786	0	636.786	2	636.786	1	636.786	2	636.786	0	636.786	-1	636.786	2	636.786	0	636.786	5	636.786	4	636.786	3	636.786	6	636.786	3	636.786	1	636.786	2	
637.271	-1	637.271	-3	637.271	1	637.271	-2	637.271	-3	637.271	-1	637.271	4	637.271	3	637.271	1	637.271	-3	637.271	2	637.271	9	637.271	1	637.271	2	637.271	4	
637.755	5	637.755	3	637.755	4	637.755	7	637.755	6	637.755	3	637.755	8	637.755	8	637.755	6	637.755	1	637.755	4	637.755	8	637.755	5	637.755	6	637.755	5	
638.24	-2	638.24	-8	638.24	-3	638.24	-4	638.24	-6	638.24	-6	638.24	-4	638.24	-4	638.24	-5	638.24	-6	638.24	-4	638.24	-3	638.24	-3	638.24	-5	638.24	-2	
638.725	-3	638.725	-1	638.725	2	638.725	-2	638.725	6	638.725	2	638.725	3	638.725	4	638.725	4	638.725	6	638.725	3	638.725	2	638.725	6	638.725	0	638.725	3	
639.21	-1	639.21	-5	639.21	-3	639.21	-2	639.21	-2	639.21	-5	639.21	-1	639.21	0	639.21	1	639.21	-4	639.21	0	639.21	-2	639.21	0	639.21	-4	639.21	-5	
639.695	5	639.695	3	639.695	2	639.695	1	639.695	1	639.695	0	639.695	2	639.695	3	639.695	2	639.695	1	639.695	3	639.695	2	639.695	1	639.695	4	639.695	3	
640.18	-1	640.18	0	640.18	-1	640.18	-3	640.18	1	640.18	-1	640.18	-1	640.18	-4	640.18	-5	640.18	1	640.18	-1	640.18	1	640.18	-1	640.18	2	640.18	2	
640.665	0	640.665	-3	640.665	-3	640.665	-3	640.665	-2	640.665	-4	640.665	0	640.665	2	640.665	-2	640.665	3	640.665	1	640.665	2	640.665	0	640.665	-2	640.665	5	
641.15	5	641.15	3	641.15	5	641.15	2	641.15	4	641.15	4	641.15	4	641.15	3	641.15	3	641.15	2	641.15	3	641.15	3	641.15	6	641.15	5	641.15	4	
641.635	-1	641.635	0	641.635	2	641.635	-2	641.635	-2	641.635	-2	641.635	1	641.635	-1	641.635	-3	641.635	0	641.635	-3	641.635	3	641.635	-2	641.635	0	641.635	-5	
642.121	-4	642.121	-1	642.121	-1	642.121	-3	642.121	-5	642.121	-7	642.121	0	642.121	-3	642.121	-3	642.121	0	642.121	-3	642.121	-1	642.121	0	642.121	-1	642.121	-2	
642.606	0	642.606	-3	642.606	-2	642.606	-2	642.606	-1	642.606	-1	642.606	-1	642.606	1	642.606	-1	642.606	-2	642.606	0	642.606	6	642.606	2	642.606	0	642.606	1	
643.091	9	643.091	1	643.091	-3	643.091	3	643.091	-1	643.091	0	643.091	1	643.091	0	643.091	3	643.091	2	643.091	-1	643.091	5	643.091	4	643.091	4	643.091	2	
643.576	2	643.576	-1	643.576	4	643.576	-3	643.576	-5	643.576	-2	643.576	1	643.576	0	643.576	4	643.576	-5	643.576	-2	643.576	4	643.576	4	643.576	5	643.576	0	
644.061	4	644.061	3	644.061	3	644.061	-2	644.061	-1	644.061	3	644.061	2	644.061	1	644.061	3	644.061	3	644.061	1	644.061	3	644.061	4	644.061	5	644.061	4	
644.547	2	644.547	2	644.547	0	644.547	-3	644.547	-4	644.547	0	644.547	5	644.547	2	644.547	-2	644.547	7	644.547	9	644.547	6	644.547	5	644.547	2	644.547	3	
645.032	4	645.032	2	645.032	2	645.032	-1	645.032	3	645.032	-1	645.032	-1	645.032	5	645.032	3	645.032	3	645.032	1	645.032	8	645.032	4	645.032	2	645.032	4	
645.517	-4	645.517	1	645.517	1	645.517	0	645.517	3	645.517	-4	645.517	-1	645.517	1	645.517	0	645.517	2	645.517	2	645.517	1	645.517	0	645.517	4	645.517	2	
646.003	0	646.003	2	646.003	-6	646.003	-2	646.003	-3	646.003	-1	646.003	-5	646.003	0	646.003	2	646.003	1	646.003	2	646.003	-1	646.003	1	646.003	3	646.003	-4	
646.488	2	646.488	-1	646.488	3	646.488	3	646.488	0	646.488	-1	646.488	-1	646.488	-2	646.488	1	646.488	-1	646.488	8	646.488	5	646.488	6	646.488	2	646.488	7	
646.973	2	646.973	3	646.973	0	646.973	-2	646.973	-1	646.973	-2	646.973	-1	646.973	4	646.973	0	646.973	-2	646.973	2	646.973	-1	646.973	0	646.973	1	646.973	-1	
647.459	3	647.459	1	647.459	2	647.459	1	647.459	4	647.459	0	647.459	2	647.459	2	647.459	1	647.459	6	647.459	0	647.459	6	647.459	6	647.459	7	647.459	3	
647.944	4	647.944	3	647.944	3	647.944	2	647.944	0	647.944	2	647.944	1	647.944	1	647.944	1	647.944	2	647.944	2	647.944	2	647.944	4	647.944	4	647.944	3	
648.43	6	648.43	-3	648.43	0	648.43	0	648.43	1	648.43	1	648.43	2	648.43	1	648.43	0	648.43	3	648.43	7	648.43	5	648.43	3	648.43	6	648.43	6	
648.915	3	648.915	-3	648.915	-2	648.915	-3	648.915	0	648.915	-2	648.915	-1	648.915	0	648.915	1	648.915	1	648.915	-2	648.915	0	648.915	2	648.915	2	648.915	2	
649.401	5	649.401	-2	649.401	3	649.401	3	649.401	1	649.401	-2	649.401	2	649.401	0	649.401	2	649.401	1	649.401	3	649.401	8	649.401	5	649.401	0	649.401	8	
649.886	7	649.886	-1	649.886	1	649.886	-1	649.886	5	649.886	1	649.886	3	649.886	1	649.886	4	649.886	4	649.886	-1	649.886	3	649.886	7	649.886	4	649.886	7	
650.372	10	650.372	0	650.372	4	650.372	0	650.372	-2	650.372	0	650.372	4	650.372	3	650.372	3	650.372	5	650.372	7	650.372	6	650.372	1	650.372	3	650.372	6	
650.858	3	650.858	-1	650.858	-3	650.858	2	650.858	1	650.858	3	650.858	1	650.858	5	650.858	-3	650.858	-1	650.858	7	650.858	5	650.858	6	650.858	7	650.858	5	
651.343	5	651.343	1	651.343	3	651.343	1	651.343	0	651.343	0	651.343	2	651.343	5	651.343	3	651.343	5	651.343	3	651.343	5	651.343	4	651.343	5	651.343	7	
651.829	4	651.829	1	651.829	-3	651.829	-2	651.829	0	651.829	2	651.829	1	651.829	0	651.829	2	651.829	6	651.829	6	651.829	3	651.829	7	651.829	3	651.829	8	
652.315	8	652.315	1	652.315	-1	652.315	4	652.315	3	652.315	4	652.315	4	652.315	4	652.315	5	652.315	7	652.315	6	652.315	7	652.315	4	652.315	5	652.315	9	
652.8	9	652.8	-1	652.8	1	652.8	2	652.8	0	652.8	-2	652.8	2	652.8	0	652.8	2	652.8	4	652.8	8	652.8	8	652.8	7	652.8	10	652.8	8	
653.286	11	653.286	5	653.286	3	653.286	4	653.286	4	653.286	4	653.286	5	653.286	0	653.286	7	653.286	9	653.286	7	653.286	8	653.286	12	653.286	10	653.286	8	
653.772	7	653.772	5	653.772	4	653.772	3	653.772	2	653.772	5	653.772	6	653.772	3	653.772	5	653.772	8	653.772	8	653.772	10	653.772	5	653.772	10	653.772	11	
654.258	9	654.258	5	654.258	1	654.258	2	654.258	4	654.258	7	654.258	7	654.258	5	654.258	3	654.258	10	654.258	9	654.258	7	654.258	7	654.258	7	654.258	5	
654.744	8	654.744	6	654.744	2	654.744	1	654.744	8	654.744	3	654.744	3	654.744	8	654.744	8	654.744	9	654.744	10	654.744	11	654.744	10	654.744	11	654.744	9	
655.229	12	655.229	5	655.229	1	655.229	3	655.229	4	655.229	-3	655.229	4	655.229	3	655.229	5	655.229	6	655.229	11	655.229	10	655.229	9	655.229	9	655.229	8	
655.715	7	655.715	0	655.715	-4	655.715	4	655.715	-2	655.715	1	655.715	-1	655.715	0	655.715	5	655.715	2	655.715	4	655.715	4	655.715	8	655.715	8	655.715	5	
656.201	12	656.201	2	656.201	1	656.201	-2	656.201	4	656.201	2	656.201	4	656.201	0	656.201	2	656.201	7	656.201	6	656.201	6	656.201	6	656.201	7	656.201	5	
656.687	8	656.687	-1	656.687	-1	656.687	1	656.687	0	656.687	-2	656.687	2	656.687	-2	656.687	7	656.687	11	656.687	7	656.687	6	656.687	4	656.687	5	656.687	5	
657.173	12	657.173	2	657.173	2	657.173	4	657.173	4	657.173	6	657.173	8	657.173	7	657.173	3	657.173	7	657.173	10	657.173	11	657.173	8	657.173	11	657.173	8	
657.659	9	657.659	2	657.659	-5	657.659	4	657.659	0	657.659	2	657.659	0	657.659	1	657.659	2	657.659	4	657.659	9	657.659	5	657.659	7	657.659	8	657.659	8	
658.145	13	658.145	4	658.145	1	658.145	1	658.145	1	658.145	4	658.145	5	658.145	5	658.145	6	658.145	7	658.145	9	658.145	12	658.145	10	658.145	11	658.145	13	
658.631	7	658.631	-4	658.631	0	658.631	-6	658.631	-3	658.631	-6	658.631	-1	658.631	1	658.631	1	658.631	3	658.631	7	658.631	5	658.631	11	658.631	7	658.631	6	
659.117	15	659.117	6	659.117	5	659.117	5	659.117	4	659.117	1	659.117	4	659.117	6	659.117	4	659.117	7	659.117	9	659.117	11	659.117	13	659.117	11	659.117	11	
659.603	8	659.603	-2	659.603	-3	659.603	0	659.603	-5	659.603	-1	659.603	-2	659.603	-6	659.603	1	659.603	3	659.603	3	659.603	9	659.603	7	659.603	3	659.603	9	
660.089	10	660.089	2	660.089	0	660.089	3	660.089	1	660.089	7	660.089	4	660.089	3	660.089	6	660.089	8	660.089	11	660.089	10	660.089	11	660.089	13	660.089	13	
660.576	9	660.576	-3	660.576	-4	660.576	-5	660.576	-4	660.576	-4	660.576	-1	660.576	1	660.576	4	660.576	2	660.576	8	660.576	5	660.576	4	660.576	11	660.576	10	
661.062	12	661.062	1	661.062	-6	661.062	4	661.062	1	661.062	-1	661.062	5	661.062	-1	661.062	6	661.062	5	661.062	9	661.062	10	661.062	10	661.062	15	661.062	11	
661.548	17	661.548	2	661.548	1	661.548	2	661.548	3	661.548	4	661.548	4	661.548	6	661.548	6	661.548	10	661.548	12	661.548	8	661.548	9	661.548	9	661.548	13	
662.034	11	662.034	-3	662.034	1	662.034	-6	662.034	-4	662.034	0	662.034	1	662.034	-3	662.034	8	662.034	4	662.034	8	662.034	8	662.034	9	662.034	7	662.034	9	
662.52	18	662.52	0	662.52	2	662.52	-3	662.52	2	662.52	0	662.52	7	662.52	7	662.52	7	662.52	6	662.52	9	662.52	14	662.52	12	662.52	15	662.52	12	
663.007	13	663.007	1	663.007	0	663.007	2	663.007	3	663.007	0	663.007	1	663.007	5	663.007	8	663.007	9	663.007	11	663.007	12	663.007	12	663.007	12	663.007	14	
663.493	6	663.493	-2	663.493	-5	663.493	-1	663.493	-5	663.493	-2	663.493	-6	663.493	-1	663.493	4	663.493	6	663.493	9	663.493	6	663.493	8	663.493	16	663.493	11	
663.979	14	663.979	1	663.979	6	663.979	1	663.979	0	663.979	3	663.979	2	663.979	7	663.979	5	663.979	7	663.979	18	663.979	15	663.979	15	663.979	18	663.979	16	
664.466	18	664.466	0	664.466	0	664.466	2	664.466	5	664.466	1	664.466	4	664.466	4	664.466	9	664.466	9	664.466	12	664.466	12	664.466	18	664.466	10	664.466	13	
664.952	13	664.952	-4	664.952	0	664.952	1	664.952	-1	664.952	0	664.952	1	664.952	6	664.952	3	664.952	7	664.952	13	664.952	10	664.952	11	664.952	11	664.952	10	
665.438	16	665.438	3	665.438	3	665.438	3	665.438	3	665.438	3	665.438	0	665.438	5	665.438	6	665.438	13	665.438	12	665.438	12	665.438	13	665.438	20	665.438	18	
665.925	8	665.925	-2	665.925	-2	665.925	-5	665.925	-1	665.925	-3	665.925	1	665.925	0	665.925	6	665.925	9	665.925	10	665.925	13	665.925	11	665.925	13	665.925	15	
666.411	16	666.411	-5	666.411	-3	666.411	-4	666.411	0	666.411	-2	666.411	-1	666.411	1	666.411	2	666.411	5	666.411	10	666.411	11	666.411	12	666.411	12	666.411	16	
666.898	17	666.898	-6	666.898	-1	666.898	0	666.898	-2	666.898	-2	666.898	4	666.898	3	666.898	6	666.898	6	666.898	15	666.898	16	666.898	14	666.898	15	666.898	14	
667.384	17	667.384	2	667.384	-2	667.384	1	667.384	1	667.384	-2	667.384	3	667.384	10	667.384	7	667.384	10	667.384	13	667.384	16	667.384	16	667.384	24	667.384	19	
667.871	22	667.871	-4	667.871	-3	667.871	-1	667.871	0	667.871	0	667.871	3	667.871	3	667.871	9	667.871	10	667.871	17	667.871	16	667.871	18	667.871	18	667.871	20	
668.357	20	668.357	-2	668.357	3	668.357	-2	668.357	3	668.357	2	668.357	5	668.357	9	668.357	10	668.357	11	668.357	17	668.357	19	668.357	21	668.357	24	668.357	18	
668.844	18	668.844	2	668.844	3	668.844	1	668.844	1	668.844	3	668.844	4	668.844	6	668.844	9	668.844	10	668.844	18	668.844	18	668.844	18	668.844	18	668.844	16	
669.33	18	669.33	-2	669.33	-1	669.33	3	669.33	2	669.33	-2	669.33	3	669.33	6	669.33	7	669.33	14	669.33	19	669.33	22	669.33	24	669.33	20	669.33	23	
669.817	17	669.817	1	669.817	-1	669.817	-1	669.817	-1	669.817	-4	669.817	6	669.817	5	669.817	11	669.817	10	669.817	18	669.817	17	669.817	16	669.817	20	669.817	19	
670.303	28	670.303	3	670.303	5	670.303	0	670.303	5	670.303	2	670.303	10	670.303	8	670.303	15	670.303	12	670.303	20	670.303	26	670.303	25	670.303	29	670.303	26	
670.79	24	670.79	-1	670.79	-4	670.79	-2	670.79	2	670.79	1	670.79	0	670.79	5	670.79	9	670.79	16	670.79	25	670.79	23	670.79	21	670.79	21	670.79	21	
671.277	26	671.277	1	671.277	1	671.277	-1	671.277	2	671.277	3	671.277	3	671.277	10	671.277	8	671.277	14	671.277	19	671.277	24	671.277	24	671.277	27	671.277	26	
671.763	28	671.763	3	671.763	0	671.763	3	671.763	3	671.763	3	671.763	8	671.763	8	671.763	16	671.763	18	671.763	17	671.763	23	671.763	25	671.763	26	671.763	27	
672.25	24	672.25	0	672.25	0	672.25	-1	672.25	4	672.25	7	672.25	5	672.25	8	672.25	12	672.25	17	672.25	22	672.25	23	672.25	22	672.25	26	672.25	26	
672.737	31	672.737	-2	672.737	0	672.737	-4	672.737	1	672.737	-1	672.737	4	672.737	5	672.737	14	672.737	16	672.737	24	672.737	23	672.737	27	672.737	25	672.737	26	
673.224	29	673.224	1	673.224	0	673.224	1	673.224	2	673.224	5	673.224	7	673.224	11	673.224	12	673.224	19	673.224	20	673.224	25	673.224	33	673.224	33	673.224	28	
673.71	30	673.71	4	673.71	-1	673.71	-1	673.71	1	673.71	1	673.71	3	673.71	12	673.71	13	673.71	19	673.71	21	673.71	22	673.71	29	673.71	29	673.71	34	
674.197	27	674.197	-1	674.197	-3	674.197	-1	674.197	-3	674.197	0	674.197	0	674.197	4	674.197	9	674.197	14	674.197	18	674.197	23	674.197	24	674.197	23	674.197	22	
