S17176_1:101		
337.498	1	
337.947	3	
338.397	1	
338.846	-2	
339.295	-7	
339.745	-4	
340.194	-2	
340.644	-5	
341.094	-2	
341.544	-3	
341.994	-2	
342.444	-3	
342.894	0	
343.344	6	
343.794	-3	
344.244	1	
344.695	-1	
345.145	-8	
345.596	-1	
346.046	4	
346.497	0	
346.948	4	
347.399	2	
347.85	2	
348.301	-1	
348.752	2	
349.203	-1	
349.654	2	
350.106	-4	
350.557	3	
351.009	-1	
351.46	-2	
351.912	2	
352.364	-1	
352.816	1	
353.267	-1	
353.719	-2	
354.172	6	
354.624	4	
355.076	-4	
355.528	2	
355.981	-1	
356.433	-1	
356.886	-7	
357.338	-3	
357.791	0	
358.244	2	
358.697	-4	
359.15	-1	
359.603	1	
360.056	-4	
360.509	1	
360.962	0	
361.416	3	
361.869	1	
362.323	2	
362.776	-5	
363.23	-5	
363.684	-5	
364.138	1	
364.591	0	
365.045	0	
365.499	3	
365.954	5	
366.408	-3	
366.862	3	
367.316	4	
367.771	2	
368.225	2	
368.68	5	
369.135	5	
369.59	3	
370.044	-2	
370.499	0	
370.954	0	
371.409	-2	
371.864	-2	
372.32	4	
372.775	7	
373.23	-5	
373.686	-3	
374.141	0	
374.597	1	
375.053	2	
375.508	2	
375.964	0	
376.42	3	
376.876	-10	
377.332	0	
377.788	-2	
378.244	-3	
378.701	2	
379.157	3	
379.614	2	
380.07	-1	
380.527	5	
380.983	3	
381.44	-1	
381.897	-1	
382.354	1	
382.811	6	
383.268	6	
383.725	1	
384.182	-1	
384.639	-4	
385.097	-1	
385.554	1	
386.011	-2	
386.469	0	
386.927	5	
387.384	2	
387.842	2	
388.3	1	
388.758	1	
389.216	-2	
389.674	6	
390.132	3	
390.59	4	
391.049	4	
391.507	-3	
391.965	1	
392.424	0	
392.882	5	
393.341	-4	
393.8	-2	
394.259	3	
394.718	3	
395.176	2	
395.635	4	
396.095	2	
396.554	2	
397.013	-7	
397.472	4	
397.932	-2	
398.391	-3	
398.851	0	
399.31	0	
399.77	-4	
400.23	2	
400.689	1	
401.149	4	
401.609	8	
402.069	4	
402.529	4	
402.989	0	
403.45	-1	
403.91	0	
404.37	3	
404.831	1	
405.291	8	
405.752	7	
406.213	-2	
406.673	3	
407.134	4	
407.595	7	
408.056	0	
408.517	6	
408.978	11	
409.439	10	
409.9	3	
410.362	2	
410.823	10	
411.284	15	
411.746	2	
412.207	8	
412.669	9	
413.131	14	
413.593	8	
414.054	12	
414.516	16	
414.978	22	
415.44	18	
415.902	17	
416.365	20	
416.827	26	
417.289	19	
417.752	28	
418.214	28	
418.677	32	
419.139	28	
419.602	31	
