xs,ys
45.166666666666664,1079.1874204945238
45.33333333333333,1069.9000451378124
45.5,1072.7674371383446
45.666666666666664,1077.1382002728815
45.83333333333333,1080.236639998277
46.0,1072.7676105300186
46.166666666666664,1081.6853383008267
46.33333333333333,1084.5546596760792
46.5,1081.1286702365965
46.666666666666664,1079.6252803101854
46.83333333333333,1082.162985948243
47.0,1086.1052142049377
47.166666666666664,1082.709377476787
47.33333333333333,1080.6726822638086
47.5,1076.54118164094
47.666666666666664,1091.6794619945974
47.83333333333333,1147.0521571939096
48.0,1175.6900896754823
48.166666666666664,1199.437244891565
48.33333333333333,1202.0473132392103
48.5,1213.5633448761937
48.666666666666664,1214.4740924168652
48.83333333333333,1210.254701096047
49.0,1225.1152180970932
49.166666666666664,1228.0863707604356
49.33333333333333,1228.1861725878846
49.5,1226.8596421612713
49.666666666666664,1229.116257549781
49.83333333333333,1231.6467965512095
50.0,1242.6232998218957
50.166666666666664,1230.827872270365
50.33333333333333,1234.6573058966876
50.5,1239.03081294487
50.666666666666664,1232.0087160036373
50.83333333333333,1228.3955252415135
51.0,1242.9231031679883
51.166666666666664,1254.4189431061432
51.33333333333333,1250.376893648513
51.5,1253.0087003598182
51.666666666666664,1258.2401018277562
51.83333333333333,1263.2921204264899
52.0,1269.2021849450234
52.166666666666664,1262.7428241148011
52.33333333333333,1266.842694434168
52.5,1278.5642213595931
52.666666666666664,1272.104477754121
52.83333333333333,1279.2375500356493
53.0,1281.2139530829777
53.166666666666664,1284.3691437950104
53.33333333333333,1283.7910327647833
53.5,1295.9424505161116
53.666666666666664,1281.7545188863098
53.83333333333333,1284.087385696757
54.0,1294.0752734376879
54.166666666666664,1291.010008491293
54.33333333333333,1289.8009839292272
54.5,1292.0882904554185
54.666666666666664,1296.07460686109
54.83333333333333,1294.7185415432177
55.0,1296.559870641908
55.166666666666664,1297.3647245372647
55.33333333333333,1298.7770154713048
55.5,1298.6130579968967
55.666666666666664,1300.889592181742
55.83333333333333,1304.2931159611996
56.0,1307.4464095528945
56.166666666666664,1297.338300908732
56.33333333333333,1299.5254315668308
56.5,1299.5875492776659
56.666666666666664,1296.984350921204
56.83333333333333,1298.267596799424
57.0,1304.3350773864613
57.166666666666664,1302.1621281586458
57.33333333333333,1299.856812031701
57.5,1304.6743920986473
57.666666666666664,1289.8107498764707
57.83333333333333,1303.3148394111554
58.0,1308.2160042328871
58.166666666666664,1302.2925964925564
58.33333333333333,1310.5888380148083
58.5,1307.2321891432862
58.666666666666664,1303.030293380921
58.83333333333333,1309.7207636632536
59.0,1308.908085354784
59.166666666666664,1313.009042881878
59.33333333333333,1307.9598646649977
59.5,1311.7859889783306
59.666666666666664,1305.6634036824885
59.83333333333333,1411.5463971485299
60.0,1417.929396198214
60.166666666666664,1444.745693182065
60.33333333333333,1456.7315382162824
60.5,1457.19612449536
60.666666666666664,1454.8109162476283
60.83333333333333,1464.8013420154668
61.0,1470.8634202175042
61.166666666666664,1465.2936124155583
61.33333333333333,1451.5590051435838
61.5,1464.774723813331
61.666666666666664,1462.1687445915452
61.83333333333333,1456.9278166219303
62.0,1448.350153737532
62.166666666666664,1448.427774928957
62.33333333333333,1461.8892489433981
62.5,1466.6922192911975
62.666666666666664,1471.6577736471759
62.83333333333333,1482.3821611982444
63.0,1473.1326388088505
63.166666666666664,1487.1446814107114
63.33333333333333,1487.915498529567
63.5,1486.2889546150668
63.666666666666664,1490.6485918253477
63.83333333333333,1496.0200994246175
64.0,1495.5092181697507
64.16666666666666,1495.3166542904894
64.33333333333333,1500.4454144231518
64.5,1508.5995112544333
64.66666666666666,1512.2076802176553
64.83333333333333,1516.5496734006367
65.0,1509.4673592259119
65.16666666666666,1521.1783822376128
65.33333333333333,1521.183620753667
65.5,1518.5556117163499
65.66666666666666,1521.9915639326232
65.83333333333333,1524.121228923965
66.0,1523.1091846846343
66.16666666666666,1526.4206347023182
66.33333333333333,1518.2644235027167
66.5,1516.9053674762333
66.66666666666666,1517.9022400545377
66.83333333333333,1520.8199387986251
67.0,1516.9224217529074
67.16666666666666,1523.7264790034737
67.33333333333333,1518.7281892373178
67.5,1519.497033252212
67.66666666666666,1523.9970098270983
67.83333333333333,1522.47800688914
68.0,1532.7638759630006
68.16666666666666,1526.7707978884691
68.33333333333333,1527.0340830373977
68.5,1521.7172548899798
68.66666666666666,1537.971433755911
68.83333333333333,1532.8348758964617
69.0,1528.6185064129716
69.16666666666666,1534.0501333661268
69.33333333333333,1534.5856292500318
69.5,1531.261101101921
69.66666666666666,1536.5864548192515
69.83333333333333,1534.418509955699
70.0,1539.1824450059355
70.16666666666666,1537.1749755814717
70.33333333333333,1533.0928532354303
70.5,1534.075908979713
70.66666666666666,1535.0081986194652
70.83333333333333,1543.4994402956488
71.0,1546.1969020506592
71.16666666666666,1534.4621046636546
71.33333333333333,1542.5078554654515
71.5,1545.914152549047
71.66666666666666,1544.374906081993
71.83333333333333,1702.8016259009798
72.0,1736.0904874495473
72.16666666666666,1742.2014642683164
72.33333333333333,1752.8318148298079
72.5,1739.2815472002892
72.66666666666666,1736.0642224823032
72.83333333333333,1746.2884391055902
73.0,1745.234576860714
73.16666666666666,1745.2578769226725
73.33333333333333,1759.1352008285053
73.5,1757.9892788149389
73.66666666666666,1745.9618377947902
73.83333333333333,1752.998330501055
74.0,1756.6127039659084
74.16666666666666,1779.3412359870404
74.33333333333333,1782.6870683290879
74.5,1780.116539375833
74.66666666666666,1786.7861064182243
74.83333333333333,1794.110624879277
75.0,1798.530006933996
75.16666666666666,1798.0777887727547
75.33333333333333,1803.5542885970574
75.5,1814.9969683244528
75.66666666666666,1817.047748718642
75.83333333333333,1811.9564452762097
76.0,1826.437469436536
76.16666666666666,1817.8566315546757
76.33333333333333,1824.0776437191378
76.5,1832.592443719859
76.66666666666666,1837.392647089842
76.83333333333333,1838.613546541232
77.0,1841.8981737398708
77.16666666666666,1844.7354378663906
77.33333333333333,1849.1973206764508
77.5,1847.7496968341436
77.66666666666666,1846.7794545401755
77.83333333333333,1851.6913796433523
78.0,1861.7887856283303
78.16666666666666,1856.7364323695087
78.33333333333333,1873.4815286564872
78.5,1857.0139945832889
78.66666666666666,1863.984470727886
78.83333333333333,1868.0906540137914
79.0,1877.2906586866259
79.16666666666666,1883.4511443742065
79.33333333333333,1879.9261064965349
79.5,1875.6143487384725
79.66666666666666,1876.966177175955
79.83333333333333,1892.492908545299
80.0,1861.1936537374
80.16666666666666,1895.9000872067875
80.33333333333333,1884.7985175220665
80.5,1889.156623859099
80.66666666666666,1893.310123289256
80.83333333333333,1916.4026795140903
81.0,1924.6842058860966
81.16666666666666,1932.7390765209313
81.33333333333333,1928.2078691258039
81.5,1935.1928877007406
81.66666666666666,1938.3618506230405
81.83333333333333,1927.9000464186881
82.0,1924.2701541453273
82.16666666666666,1916.8522279569383
82.33333333333333,1910.1695031510849
82.5,1906.4779975955028
82.66666666666666,1902.7002036889537
82.83333333333333,1901.8078662701134
83.0,1903.691916247636
83.16666666666666,1913.4265607495347
83.33333333333333,1904.6622410992202
83.5,1917.0475624514131
83.66666666666666,1911.3081814596662
83.83333333333333,2041.1309414537643
