xs,ys
0.0,483.34090909090907
0.16666666666666666,488.02272727272725
0.3333333333333333,485.77272727272725
0.5,490.1136363636364
0.6666666666666666,486.6363636363636
0.8333333333333333,488.09090909090907
1.0,486.8636363636364
1.1666666666666665,491.02272727272725
1.3333333333333333,494.0681818181818
1.5,494.6818181818182
1.6666666666666665,492.90909090909093
1.8333333333333333,493.47727272727275
2.0,502.54545454545456
2.1666666666666665,498.0
2.333333333333333,515.5909090909091
2.5,521.5681818181819
2.6666666666666665,520.5227272727273
2.833333333333333,516.2045454545455
3.0,522.4090909090909
3.1666666666666665,519.5681818181819
3.333333333333333,526.7954545454545
3.5,525.2954545454545
3.6666666666666665,520.7954545454545
3.833333333333333,521.8181818181819
4.0,520.2272727272727
4.166666666666666,532.3181818181819
4.333333333333333,525.7272727272727
4.5,525.7727272727273
4.666666666666666,534.8181818181819
4.833333333333333,524.9090909090909
5.0,525.3636363636364
5.166666666666666,540.4318181818181
5.333333333333333,541.3863636363636
5.5,531.0909090909091
5.666666666666666,546.4318181818181
5.833333333333333,533.4090909090909
6.0,548.8181818181819
6.166666666666666,535.7954545454545
6.333333333333333,539.3181818181819
6.5,540.25
6.666666666666666,537.9318181818181
6.833333333333333,551.8636363636364
7.0,551.9090909090909
7.166666666666666,545.1818181818181
7.333333333333333,544.3863636363636
7.5,545.4545454545455
7.666666666666666,548.0909090909091
7.833333333333333,549.6363636363636
8.0,545.6590909090909
8.166666666666666,542.9772727272727
8.333333333333332,551.4318181818181
8.5,552.0909090909091
8.666666666666666,552.3409090909091
8.833333333333332,547.8181818181819
9.0,556.6590909090909
9.166666666666666,548.4090909090909
9.333333333333332,558.3636363636364
9.5,548.3181818181819
9.666666666666666,555.2727272727273
9.833333333333332,552.4318181818181
10.0,562.8863636363636
10.166666666666666,557.1590909090909
10.333333333333332,558.7954545454545
10.5,556.6136363636364
10.666666666666666,562.2272727272727
10.833333333333332,552.5681818181819
11.0,559.6363636363636
11.166666666666666,565.3636363636364
11.333333333333332,566.6590909090909
11.5,559.1590909090909
11.666666666666666,564.3409090909091
11.833333333333332,588.6022424949324
12.0,586.9234539622835
12.166666666666666,600.0865401891992
12.333333333333332,603.6537115028506
12.5,605.2207290168982
12.666666666666666,601.8633070163912
12.833333333333332,600.6845192959058
13.0,599.3919870703471
13.166666666666666,603.5459504563016
13.333333333333332,614.418510523771
13.5,607.9294899053294
13.666666666666666,620.1852688564603
13.833333333333332,614.2642642043069
14.0,604.5299164462193
14.166666666666666,628.881177980232
14.333333333333332,630.6069923086716
14.5,628.1120613214786
14.666666666666666,629.3836433880365
14.833333333333332,636.9641990299714
15.0,635.7174007389779
15.166666666666666,634.6972056149501
15.333333333333332,642.8004163413082
15.5,646.1378890001109
15.666666666666666,637.402326463446
15.833333333333332,655.0151538915622
16.0,663.095413294817
16.166666666666664,650.2048733784881
16.333333333333332,647.0288159731776
16.5,656.8345083396846
16.666666666666664,660.6932117876866
16.833333333333332,646.8919799488186
17.0,663.6196129815141
17.166666666666664,666.595024225112
17.333333333333332,670.8643092278807
17.5,672.9538835692325
17.666666666666664,671.6621887618911
17.833333333333332,669.4322018116084
18.0,677.764447466131
18.166666666666664,676.6258319670936
18.333333333333332,672.6586442005141
18.5,678.102238513161
18.666666666666664,673.0024080445751
18.833333333333332,663.785190319353
19.0,669.2609369596688
19.166666666666664,673.6194332621731
19.333333333333332,673.5749748089228
19.5,679.4772988698137
19.666666666666664,684.1317260386551
19.833333333333332,679.8977284124522
20.0,679.3094081386427
20.166666666666664,684.9263244081744
20.333333333333332,685.8962861453975
20.5,683.0348132057472
20.666666666666664,691.8547910170532
20.833333333333332,686.8869399878648
21.0,689.202368764325
21.166666666666664,684.9575720655206
21.333333333333332,689.8834582630354
21.5,688.4694272797095
21.666666666666664,688.3701769436992
21.833333333333332,690.0274166758533
22.0,691.5855574196514
22.166666666666664,691.8769190233369
22.333333333333332,695.2788625217277
22.5,691.816665109309
22.666666666666664,690.5257890777881
22.833333333333332,693.3640073384399
23.0,691.2025563380298
23.166666666666664,696.2714452146105
23.333333333333332,695.2725871787045
23.5,692.3283170023815
23.666666666666664,696.1892571976331
23.833333333333332,766.5446075961078
24.0,785.3693141871162
24.166666666666664,784.6503883003717
24.333333333333332,810.454089128388
24.5,803.5500337247795
24.666666666666664,812.5923266635557
24.833333333333332,801.3169633656067
25.0,799.1007481633413
25.166666666666664,799.7177964025989
25.333333333333332,805.6784794592234
25.5,806.3395671993683
25.666666666666664,809.8325494911564
25.833333333333332,799.8236304861031
26.0,799.126296826887
26.166666666666664,807.807672708614
26.333333333333332,810.3935523965997
26.5,815.0656747862583
26.666666666666664,828.8872755164418
26.833333333333332,830.7489297405635
27.0,831.5009498891103
27.166666666666664,831.5055095998064
27.333333333333332,842.1798918990341
27.5,844.0185433062444
27.666666666666664,852.811145421641
27.833333333333332,852.9604922969955
28.0,842.5489652799628
28.166666666666664,846.1779733372773
28.333333333333332,845.0267800121634
28.5,846.5945179211539
28.666666666666664,846.0092475076079
28.833333333333332,851.9958646478692
29.0,847.0592090701776
29.166666666666664,857.4400077276954
29.333333333333332,863.0404034282993
29.5,859.7143688120301
29.666666666666664,866.6735809679197
29.833333333333332,864.9539936046957
30.0,870.414733392957
30.166666666666664,874.6064082160221
30.333333333333332,880.4711765642754
30.5,876.87557888011
30.666666666666664,866.9576641674604
30.833333333333332,871.3818961158842
31.0,870.2896377920556
31.166666666666664,869.2417621583746
31.333333333333332,867.681664351968
31.5,862.7009493759238
31.666666666666664,868.4145794239018
31.833333333333332,867.7618328665073
32.0,868.8988525689291
32.166666666666664,872.4363697261823
32.33333333333333,871.7389848579397
32.5,875.3438174672905
32.666666666666664,879.1980763463071
32.83333333333333,879.854198992766
33.0,877.996502812567
33.166666666666664,876.8940003464111
33.33333333333333,868.4691912503058
33.5,872.9676455161043
33.666666666666664,874.9505863547631
33.83333333333333,877.4465730637222
34.0,874.317854237345
34.166666666666664,879.0976692630796
34.33333333333333,879.7305745567996
34.5,883.4205746466981
34.666666666666664,874.2845947024275
34.83333333333333,870.8122234689865
35.0,874.3460466164962
35.166666666666664,874.4561447888068
35.33333333333333,878.5608046970193
35.5,877.5821422424583
35.666666666666664,881.1220280071383
35.83333333333333,980.0013976697599
36.0,1002.6653798268152
36.166666666666664,1006.6775852862302
36.33333333333333,1015.4651926555526
36.5,1006.4619788560177
36.666666666666664,1003.9099070645054
36.83333333333333,1009.2113562338906
37.0,1006.3426009667098
37.166666666666664,1002.7479556190973
37.33333333333333,1008.0725276621553
37.5,1000.7207209680641
37.666666666666664,1001.6534189696459
37.83333333333333,1004.3987718645723
38.0,1017.0752840083384
38.166666666666664,1010.6556334648317
38.33333333333333,1009.5066733317558
38.5,1018.6794443524233
38.666666666666664,1026.4265653969005
38.83333333333333,1025.0287981237443
39.0,1027.4336189823307
39.166666666666664,1037.3094399910362
39.33333333333333,1034.7552021916774
39.5,1036.484043869119
39.666666666666664,1037.8002470421354
39.83333333333333,1041.20346334388
40.0,1042.4547729261021
40.166666666666664,1051.4183031005286
40.33333333333333,1053.8182235286322
40.5,1042.836008310189
40.666666666666664,1046.3722245787058
40.83333333333333,1058.6035497561077
41.0,1054.3759336347566
41.166666666666664,1056.1488255167344
41.33333333333333,1062.5840996503596
41.5,1056.6748078601513
41.666666666666664,1057.193526026349
41.83333333333333,1063.7529499035757
42.0,1057.1267771215157
42.166666666666664,1069.7135764812936
42.33333333333333,1065.5786925465086
42.5,1067.3790356498719
42.666666666666664,1073.305093271321
42.83333333333333,1072.8104781893499
43.0,1069.958494014708
43.166666666666664,1070.8946682951746
43.33333333333333,1068.3876980846403
43.5,1065.6156703834918
43.666666666666664,1068.701877347335
43.83333333333333,1068.731637821969
44.0,1077.8355428374389
44.166666666666664,1072.7254217897162
44.33333333333333,1075.3580707285778
44.5,1067.5571475320944
44.666666666666664,1077.553029234494
44.83333333333333,1077.0996305249644
45.0,1075.7360084161012
