steps,frame,state,reward,area,time,config_id,seed,action,experiment.step_duration,experiment.update_freq,filepath,environment.zone,compatibility_mode,environment,algorithm
200,199,[1.74422085e+09],0.025737300149739763,"[ 82.0625 106.25    81.625  104.375   38.25   200.625   36.5     76.5625
  31.25   111.1875  41.25   104.0625  39.4375  52.625   58.25    34.5
  67.9375  84.5625  44.1875  64.5     35.5625  79.625   55.3125 223.1875
  85.8125 265.875  106.25    88.9375 126.0625 130.8125 357.5625  69.0625
  82.625  168.0625  52.375   55.875 ]",1744220972.8368871,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
201,200,[1.74422115e+09],-0.20595947879996473,"[ 86.25   305.8125  57.5625  71.125   56.625  140.9375 159.75    74.1875
  63.4375  51.5625  33.625   96.4375  35.125   50.375   42.25    49.375
  93.8125 810.5625  36.      60.625   43.375   90.6875  28.1875  73.3125
  54.9375  41.5625  98.125   54.375   50.6875  68.4375  71.      45.375
  56.6875 134.875   43.4375  55.8125]",1744221236.4902878,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
202,201,[1.74422145e+09],0.268060109867637,"[ 84.875  133.125   79.375   69.875   30.1875  79.      61.4375  84.625
  36.1875  58.875   36.1875  98.75    46.125   42.9375  41.5625  35.25
  56.875   85.6875 106.6875 117.625  113.1875  71.9375  30.4375 239.125
  64.4375  84.5625 160.625   76.     164.625  156.1875 119.     125.5625
  85.     182.0625 176.625  114.3125]",1744221597.123521,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
203,202,[1.74422175e+09],-0.036221499502608966,"[ 69.6875 106.0625  70.625   81.3125  39.0625 133.25    94.25    76.625
  52.75    74.1875  39.1875 114.5     81.125   99.6875  60.9375  34.1875
  64.875   98.9375  66.4375  72.125   59.6875 189.25    41.5625  87.75
 121.375   44.5     94.875  119.125   70.0625 139.625  127.25   102.
  91.9375 188.0625  62.625   53.875 ]",1744221886.0574088,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
204,203,[1.74422205e+09],-0.12024853888611375,"[ 30.6875  12.5625  51.625   47.0625  22.6875  55.125   35.875   69.375
  23.0625  26.625   13.0625  77.6875  28.1875  34.5     36.75    27.8125
  45.0625  35.9375 102.625  266.875  192.0625  98.125   57.1875 223.
  77.8125  90.625  108.6875  73.8125  96.3125 141.75   239.375  107.375
  82.     251.125  112.8125 112.625 ]",1744222166.567037,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
205,204,[1.74422235e+09],0.050719984438187746,"[ 98.1875  46.375   61.8125  63.1875  28.9375 107.9375  43.0625  75.1875
  35.      49.5     31.375  108.9375  39.375   41.4375  44.375   32.6875
  49.125   57.25    61.6875  79.0625 107.25   171.375   36.3125 130.
 434.9375  54.75   121.125   94.125  126.4375 142.625  281.125   83.6875
  57.9375 278.625   80.375  102.    ]",1744222469.331174,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
206,205,[1.74422265e+09],0.4242396278547474,"[131.5625 178.375   81.9375 118.875   77.25   201.125  202.     140.875
  59.5625 131.25   215.875  182.     192.125  123.625   75.3125 125.9375
 644.3125 240.125   46.4375  92.4375  90.9375 149.5625  60.8125  91.8125
  83.5625  63.9375  92.5625 109.375  117.0625  98.375  297.0625 114.75
  69.6875 129.5625  49.5625  62.    ]",1744222838.7865562,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
207,206,[1.74422295e+09],-0.5055467754669425,"[ 89.25    21.5     44.375   59.4375  39.75   136.9375 173.5     89.75
  41.375  101.375   57.75   134.125   97.5     63.4375  72.375   63.5
  67.0625  83.8125  39.4375  69.6875  56.75   106.0625  35.875   75.3125
  83.3125  40.     107.8125  75.75    44.375   78.25    83.0625  41.625
  70.0625 126.125   59.3125  62.5625]",1744223065.6994283,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
208,207,[1.74422325e+09],0.06344617560477343,"[ 76.5     45.875   83.0625 102.4375  29.5625 169.1875 163.     140.0625
  98.375   40.     131.25   223.6875  55.875  153.625   72.      43.
  64.25    43.0625  54.625   64.1875  90.0625  86.875   37.8125  79.9375
  53.5     46.5     90.375   55.3125  46.0625  83.375  106.3125  65.875
  78.6875 101.375   49.6875  49.5   ]",1744223347.0026078,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
209,208,[1.74422355e+09],0.2626329627971337,"[ 84.      55.     181.4375 105.375  169.3125 201.375  379.0625 164.1875
  47.6875 261.4375  84.5    113.6875 175.875   63.875   71.3125  53.8125
  89.1875  97.875   51.125   96.6875  77.6875 149.625   26.25    80.8125
 109.6875  53.     104.     127.1875  82.6875 106.1875 103.8125  85.25
  67.3125 127.0625  51.625   55.4375]",1744223702.116014,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
210,209,[1.74422385e+09],-0.22518994766394737,"[ 50.5625  98.8125  74.6875  40.625   22.8125  45.625   37.9375  70.25
  27.625   28.9375  22.3125  80.4375  33.3125  34.8125  40.8125  32.3125
  59.25    46.0625  77.1875 357.25   161.25   111.4375  48.6875  93.6875
  98.0625  73.0625 109.5625  84.75   132.5625 316.125  206.5625 153.625
 104.9375 259.25   118.      84.625 ]",1744224009.2058876,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
211,210,[1.74422415e+09],0.20335041189318,"[164.4375 132.     110.3125 107.8125  39.     160.125   50.75    87.25
  45.875   65.1875  48.375  131.3125  70.5625 134.5     73.6875  57.1875
  64.125  155.25    66.5    101.4375  76.25   140.8125  58.125   84.5625
 104.125   49.75   112.75    95.75   114.625  129.875  355.3125 127.875
  75.25   229.25    86.75    79.625 ]",1744224308.6492572,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
212,211,[1.74422445e+09],-0.6232581396188069,"[ 59.5625  17.      36.0625  60.      28.875  130.9375  48.875   92.75
  34.0625  36.875   21.9375 175.1875  53.      39.9375  41.5625  36.5625
  60.25    45.5     37.75    48.      58.6875  83.      26.75    68.1875
  57.1875  28.875   75.875   71.125   46.5625  51.8125  75.5     38.375
  52.125   95.25    45.125   45.1875]",1744224502.8915386,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
213,212,[1.74422475e+09],0.3460175612393844,"[ 57.9375  96.3125  72.875   71.75    25.8125  90.625  131.5     74.375
  25.      45.25    19.5     85.4375  39.9375  41.      44.875   39.0625
  58.625   65.3125  40.      79.375  123.625   97.3125  38.0625 283.1875
  97.1875  35.0625  96.8125  79.6875 101.9375 130.4375 112.1875  70.375
  57.6875 183.75    70.75    57.25  ]",1744224856.7129874,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
214,213,[1.74422505e+09],0.019196891854435957,"[ 29.375   24.9375  28.625   38.6875  22.375   56.75    36.      72.
  22.8125  23.0625  17.5625  79.8125  33.75    33.0625  36.6875  33.0625
  40.625   26.125   87.1875 120.5625 152.125  149.125   46.25    84.875
 112.4375 768.5625 101.5625  95.25   144.375  166.0625 496.625  132.75
  97.8125 314.375   88.125   62.5625]",1744225169.5814788,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
215,214,[1.74422535e+09],-0.35804646558552544,"[ 50.5625  20.375   31.6875  55.9375  25.625   53.9375  44.6875  88.5
  36.375   41.5     15.3125  85.6875  52.625   73.3125  47.0625  30.5625
  33.4375  17.25    46.5     36.75    32.      80.75    33.1875  73.625
  55.9375 109.3125  97.5     67.9375  63.125   39.6875  57.6875  96.0625
  41.1875  54.375   59.125   44.375 ]",1744225433.467575,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
216,215,[1.74422565e+09],0.5217969729377048,"[ 44.8125  87.0625  91.125   79.5     25.3125 119.1875  49.4375  80.
  30.5625  49.5     35.5     90.5     45.1875  40.8125  38.125   32.375
  55.8125  80.0625 128.0625 151.5     88.4375 658.4375  62.625   87.5
  63.5     92.8125 105.75    95.6875 115.9375 141.9375 286.8125 128.5625
  94.     248.3125 121.25   153.9375]",1744225807.4735317,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
217,216,[1.74422595e+09],-0.048930989357764604,"[ 63.25    70.75   139.25   121.5625  46.0625 170.625   46.      85.9375
 138.375   48.125   33.9375 158.     139.375   50.5625  54.3125  99.8125
  78.1875 104.4375  40.875   88.5     77.      84.1875  30.9375  87.625
  63.625   59.9375 108.5625  72.8125  81.3125 112.9375  79.3125  90.6875
  83.1875 168.8125  56.1875  66.1875]",1744226064.9708078,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
218,217,[1.74422625e+09],-0.20016940214739654,"[186.      84.4375  47.3125  58.6875  37.3125 105.     185.1875 112.1875
  38.4375  91.3125  46.875  133.0625  80.625   50.875   67.625   39.1875
  73.4375  67.3125  39.875   50.5     66.875  119.4375  25.25    78.0625
  56.6875  49.3125  93.375   64.4375  55.875   51.9375 140.1875  43.3125
  51.25    94.3125  41.4375  49.5   ]",1744226332.2937653,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
1,0,[1.74416121e+09],-0.04686364734877651,"[ 72.3125  27.375   34.25    51.75    66.375   53.125   85.5     93.25
  35.0625 976.25   150.375  136.4375  92.5     64.5    117.25    40.125
 102.1875  52.6875  14.6875  14.9375  26.875   45.3125  58.5     55.875
  46.1875 105.125  108.125   95.3125 118.875  114.      84.875  151.625
 112.0625  78.375   99.375   70.    ]",1744161245.9055703,1616766724620340379,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
2,1,[1.74416151e+09],0.07650214400797653,"[  68.625    26.625    31.0625   41.75     62.0625   56.1875   91.875
   97.0625   49.1875 1740.4375  136.9375  166.6875   89.4375   78.4375
  177.1875   36.5     105.0625   55.5625    4.5      17.625    23.5625
   47.125   194.75     45.5625   60.5625  104.0625   99.3125   97.625
  106.8125  112.3125  101.375   147.9375  128.5625   73.6875  115.1875
   84.25  ]",1744161544.8933263,1616766724620340379,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
3,2,[1.74416181e+09],-0.02604343458914752,"[ 73.8125  27.5625  32.5625  36.5     68.      57.1875  89.625   79.125
  47.375   73.375  147.8125 146.9375 102.      67.125  163.4375  34.4375
 106.1875  68.8125  14.1875  18.875   23.25    45.0625  55.125   53.1875
  53.     115.25    93.6875  88.9375 124.6875 129.875   96.3125 137.5625
 113.3125  75.3125 150.8125 152.5625]",1744161843.7352633,1616766724620340379,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
4,3,[1.74416211e+09],-0.093221439327538,"[ 53.5     70.8125  25.0625  65.      51.8125  63.8125  50.5     40.25
  49.75    42.6875  45.8125  80.0625  60.75    29.5     66.125   14.8125
  45.5625  18.0625  60.875  197.375  140.8125 113.6875 167.4375 103.75
 125.3125 224.25    82.875  257.125  108.      76.6875  62.0625 125.5625
  78.9375  45.75    50.1875 101.75  ]",1744162203.6176202,1616766724620340379,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
5,4,[1.74416241e+09],-0.1762969491732476,"[ 70.4375 119.      30.3125  59.6875  59.5     67.9375  86.5625  69.9375
  20.5625 162.5     71.75    77.875   64.0625  32.375   88.875    8.8125
  47.5625  35.125   83.9375  52.625   57.25    34.9375  86.5     63.25
  76.625   70.125  101.1875 103.6875 105.6875  48.5     19.0625 124.0625
  29.0625  34.4375  10.375   24.375 ]",1744162504.9309635,1616766724620340379,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
6,5,[1.74416271e+09],0.10750328134692778,"[ 56.125   43.125   18.5625  11.      42.125   35.875   28.375   30.4375
   8.9375 213.3125  53.625   74.625   70.4375  36.625   98.5625  22.5625
  50.6875  34.      67.6875   9.375   20.5625   9.75    46.125  270.375
  53.75    97.625  204.875  110.75    81.875  343.75    78.5625 121.8125
 112.5     57.25   235.5625 175.75  ]",1744162789.184643,1616766724620340379,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
7,6,[1.74416301e+09],-0.20608144047040924,"[ 69.625   71.3125  48.75    48.4375  36.1875  60.125   45.5625  31.875
  16.4375 115.625   48.5     58.375  114.1875  28.5    122.875   27.875
  44.4375  33.6875  23.6875  15.25    10.5625  36.625   49.5625 133.875
  78.      51.8125 121.4375  84.6875  31.      27.      15.5     95.875
  92.875   31.8125  96.5     98.375 ]",1744163083.5779843,1616766724620340379,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
8,7,[1.74416331e+09],0.2788812007496934,"[ 66.6875  34.3125  18.5625  91.6875  45.5625  58.625   50.0625  53.875
  36.8125 143.875   65.875  109.      51.1875  45.9375  80.5625  13.1875
  51.4375  31.5     69.625   96.1875  77.875   16.9375 188.      69.3125
 226.3125  96.125  109.4375 127.375  175.5    124.8125  58.9375 119.1875
  64.75    74.5     67.875   74.875 ]",1744163430.8968897,1616766724620340379,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
9,8,[1.74416361e+09],0.10552176158900244,"[ 68.625   27.4375  33.75    42.0625  71.125   64.1875  75.375  106.6875
  43.6875  81.5    138.625  142.1875  86.5625  65.25   123.875   52.5625
 118.      82.4375   5.9375  12.5     25.4375  49.25    52.375   52.6875
  53.625   99.9375  96.5625  90.0625  97.9375 115.     126.875  135.3125
 114.5625 103.5    147.0625 384.8125]",1744163642.8972454,1616766724620340379,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
10,9,[1.74416391e+09],-0.022278313116979524,"[  69.       28.75     35.125    29.5      67.4375   65.0625   87.5625
   98.5      42.875    38.375   128.1875   79.0625   88.9375 1843.3125
  134.25     42.1875  108.9375   81.3125    4.625    13.4375   18.
   41.1875   51.6875   44.0625   44.375   123.25     87.875   102.0625
  235.125   126.0625   76.75    124.4375  113.5     121.0625  158.9375
  195.8125]",1744163943.9308314,1616766724620340379,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
11,10,[1.74416421e+09],-0.024689248315736673,"[ 68.      27.0625  31.875   40.      72.375   57.75    86.375   88.9375
  38.9375  63.1875 147.5     68.25    95.625   70.5625 137.5625  44.125
 119.1875  81.4375   5.625   17.1875  10.5625  45.8125  48.875   60.9375
  57.8125 133.5     80.6875  93.9375 104.75   117.9375 117.3125 129.6875
 111.375   68.4375 146.5    286.8125]",1744164244.2141495,1616766724620340379,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
12,11,[1.74416451e+09],0.02632464983377308,"[ 71.75    28.25    33.4375  34.9375  71.5625  55.8125  81.5625  90.
  70.      62.5    151.8125 141.375   90.4375  58.375  124.0625  44.4375
 120.625   69.375    5.125   17.4375  23.125   39.3125  53.5     50.8125
  54.5625 112.875   75.0625 112.25   194.0625 132.375   96.     136.1875
 104.6875  92.1875 117.625  182.125 ]",1744164543.673673,1616766724620340379,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
13,12,[1.74416481e+09],-0.02039935136403835,"[ 66.0625  26.5625  32.5625  45.0625  61.5     55.3125  86.8125  91.6875
  43.1875  33.625  139.8125 134.5     86.3125  70.1875 170.6875  45.0625
 124.3125  75.9375   8.8125  14.      23.9375  42.      56.3125  54.5
  59.5625 108.      85.1875  80.0625 117.3125 131.6875 102.625  116.3125
 107.75    97.3125 151.     183.1875]",1744164844.7249484,1616766724620340379,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
14,13,[1.74416511e+09],0.03617087138581031,"[ 71.4375  25.75    34.0625  40.9375  72.6875  49.3125  77.0625  97.875
  52.9375 749.75   141.8125 144.5625  83.4375  67.1875 153.8125  39.
 119.6875  76.0625   5.25    15.3125  14.25    47.      46.5625  43.5
  45.5625 110.1875  87.5     83.25   105.8125 123.4375  87.3125 311.0625
  97.5     92.6875 154.375  164.6875]",1744165142.9259574,1616766724620340379,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
15,14,[1.74416541e+09],0.019547952727991043,"[  69.1875   26.8125   37.125    50.4375   67.       61.0625  101.25
   80.5      42.125  1195.4375  122.25    125.9375   97.875    60.5
  127.25     37.3125  101.875    83.0625    4.375    19.5625   18.6875
   59.4375   58.8125   46.5625   57.25    128.375    90.75     97.75
  171.875   122.5      97.625   122.5     112.625    78.5     159.4375
  176.75  ]",1744165445.0944421,1616766724620340379,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
16,15,[1.74416571e+09],-0.056896120333701346,"[112.625   83.25    52.875   88.1875 111.75    95.5625  71.5625  34.4375
  30.9375 248.625   68.5625 111.5     76.625   38.75    98.375   18.25
  54.3125  43.5    106.875   15.6875  47.1875  36.25    67.3125  98.8125
  53.3125  60.125   99.6875 165.3125 536.4375 119.625   99.5625 104.375
  34.5     69.9375 103.125  143.625 ]",1744165832.0123277,1616766724620340379,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
17,16,[1.74416601e+09],-0.1757940194943821,"[ 77.625   33.75    48.25    60.75    47.875   50.625   32.625   22.375
  11.25    49.875   45.4375  28.1875  45.      33.4375  97.8125  15.375
  49.3125  26.6875  73.75   143.125  100.3125  91.625  136.1875 174.125
  97.625   66.6875 125.5    150.75   151.5625  77.6875  58.75    98.875
  70.875   54.75    65.9375  32.1875]",1744166072.8743653,1616766724620340379,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
18,17,[1.74416631e+09],0.3235847133136977,"[ 95.25    32.3125  24.3125 109.0625  39.75   109.8125  59.125   44.1875
  50.125  321.75    58.0625  35.25    66.1875  43.875   57.3125  17.9375
  48.8125  25.375   69.5625  32.8125 174.3125  52.     171.5    273.3125
 137.4375 114.1875 140.1875 142.8125 280.5    141.1875  34.375  166.6875
  80.1875 174.875  117.0625 244.125 ]",1744166389.3806212,1616766724620340379,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson9.xlsx,9,0,P1,Poisson9
