state,steps,frame,action,reward,config_id,seed,time,area,representation.tilings,environment.zone,representation.tiles,environment.path,representation.which_tc,epsilon,experiment.update_freq,experiment.step_duration,experiment.checkpoint,lambda,alpha,experiment.image_save_keys,representation.wrap_time,environment,algorithm,compatibility_mode,filepath
[0.14114583 0.41271493],48,47,3,0.6549369692802429,-3368738093455022160,0,1743748649.5548344,"[157.5625 356.1875 357.375  662.1875 391.9375 278.25   156.3125 351.0625
 461.6875 605.1875 183.8125 448.9375 366.8125 325.25   288.4375 360.75
 400.     516.4375 473.125  289.125  110.625  501.0625 497.25   142.5625
 322.8125 293.25   473.9375 416.75   275.375  382.125  361.4375 340.4375
 268.0625 375.625  509.3125 366.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.14462963 0.7610898 ],49,48,1,0.4127149283885956,-3368738093455022160,0,1743748661.6018267,"[ 79.375  329.25   342.4375 639.9375 372.125  346.125  144.1875 340.4375
 438.5625 622.6875 184.875  472.625  374.1875 419.1875 285.25   361.625
 409.5625 518.25   440.375  283.6875 106.4375 487.75   507.875  146.75
 372.75   364.5    483.3125 424.1875 255.5    366.75   399.875  513.875
 395.25   370.8125 509.0625 359.3125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.14809028 0.2686604 ],50,49,3,0.7610898017883301,-3368738093455022160,0,1743748672.4912355,"[171.     361.0625 359.0625 628.5625 400.5    265.25   127.1875 373.4375
 366.8125 614.5    179.875  422.4375 353.     322.     289.125  342.6875
 419.6875 515.5    465.4375 287.75    90.25   507.5625 487.3125 165.
 325.     344.5625 473.875  328.9375 278.25   387.     370.5625 346.5625
 226.5    360.     506.3125 356.625 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.15155093 0.3112565 ],51,50,3,0.26866039633750916,-3368738093455022160,0,1743748682.4433599,"[105.3125 327.1875 340.6875 609.6875 348.1875 312.4375 138.4375 328.125
 410.0625 591.375  183.875  439.5625 350.3125 390.9375 273.     346.
 393.0625 503.4375 438.875  285.125   95.75   483.875  493.1875 146.375
 328.0625 327.9375 478.25   408.5625 238.625  371.5625 377.25   358.
 278.6875 382.25   506.5625 355.25  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.15503472 0.49115556],52,51,3,0.3112564980983734,-3368738093455022160,0,1743748693.264277,"[187.0625 353.875  350.25   626.1875 393.0625 262.1875 135.5625 344.0625
 465.6875 625.5625 188.9375 437.1875 362.6875 427.875  295.     352.1875
 407.1875 502.375  554.9375 278.5    111.5625 505.5625 484.75   165.0625
 325.0625 340.625  496.375  411.5625 298.0625 382.6875 359.8125 340.
 222.3125 361.3125 499.25   357.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.15853009 0.68848991],53,52,1,0.49115556478500366,-3368738093455022160,0,1743748706.1864138,"[ 79.9375 358.875  338.4375 639.9375 355.8125 342.375  144.8125 338.625
 434.0625 612.875  190.0625 488.5625 368.8125 418.     285.5    367.125
 405.9375 530.75   439.1875 288.8125 108.0625 494.     486.4375 148.4375
 365.375  360.9375 473.5625 416.375  239.25   364.     399.4375 492.125
 356.375  372.0625 503.0625 355.375 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.16195602 0.36958006],54,53,3,0.6884899139404297,-3368738093455022160,0,1743748715.572244,"[107.5    352.0625 351.1875 631.8125 352.     308.3125 136.8125 341.0625
 425.25   606.125  179.0625 473.5625 372.75   412.625  281.     370.5
 401.9375 515.8125 442.6875 289.6875  97.25   493.625  489.625  140.75
 335.125  275.375   23.6875 415.75   239.125  373.     376.875  360.375
 811.75   392.75   501.5625 368.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.16545139 0.44290736],55,54,3,0.36958006024360657,-3368738093455022160,0,1743748726.5747974,"[156.125  359.0625 350.5625 643.375  381.75   268.9375 129.     349.4375
 448.5625 610.4375 185.6875 419.     381.9375 424.6875 285.5    348.5
 392.8125 514.625  519.9375 295.25    97.5    499.625  478.625  155.3125
 334.     278.5    477.     404.125  285.     387.375  366.     339.5625
 262.8125 368.8125 485.5625 360.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.16893519 0.68263519],56,55,1,0.4429073631763458,-3368738093455022160,0,1743748739.272598,"[ 76.3125 335.375  340.8125 604.9375 362.5625 321.6875 141.0625 339.375
 429.75   602.8125 186.5    469.5625 357.875  428.4375 285.6875 371.5
 426.8125 524.75   441.4375 288.0625 101.4375 483.     501.4375 140.875
 364.25   371.6875 493.8125 419.75   244.5625 369.1875 395.375  503.25
 331.     377.1875 498.5625 355.0625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.17238426 0.19362186],57,56,3,0.6826351881027222,-3368738093455022160,0,1743748751.0258052,"[112.875  335.375  314.25   568.25   377.125  293.     154.6875 272.4375
 420.5625 583.3125 182.0625 443.3125 330.3125 352.3125 277.     371.375
 394.     507.4375 413.625  271.0625 111.6875 492.875  490.1875 143.8125
 328.625  326.75   461.9375 410.5625 227.25   372.8125 352.4375 337.625
 296.1875 356.0625 479.875  344.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.17586806 0.18113056],58,57,3,0.19362185895442963,-3368738093455022160,0,1743748763.049869,"[106.5625 353.6875 301.1875 550.625  338.4375 289.0625 135.1875 281.6875
 435.375  588.     204.875  449.8125 328.9375 331.375  278.5625 368.5625
 394.0625 521.0625 411.625  272.9375  91.625  487.25   489.3125 188.125
 313.625  307.375  503.125  407.25   206.6875 374.4375 354.3125 327.25
 319.     346.375  476.9375 350.1875]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.17935185 0.17815438],59,58,2,0.1811305582523346,-3368738093455022160,0,1743748775.7703197,"[ 85.4375 335.0625 310.3125 559.0625 337.     272.1875 124.875  264.875
 343.     603.75   204.6875 456.875  332.125  429.3125 278.3125 385.1875
 395.1875 526.625  395.1875 275.3125 106.8125 496.5    490.4375 141.625
 332.     287.125  455.     402.6875 206.6875 391.8125 352.8125 332.5
 331.1875 369.75   480.4375 335.1875]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.1828125 0.5039742],60,59,3,0.1781543791294098,-3368738093455022160,0,1743748787.0039525,"[174.25   368.0625 352.4375 597.375  369.     247.75   142.25   350.9375
 467.25   623.625  184.0625 433.5    372.1875 429.375  308.875  360.25
 392.9375 531.375  433.625  306.375  102.1875 524.8125 519.875  161.1875
 340.3125 306.25   416.5625 418.6875 276.1875 397.625  372.375  346.3125
 261.5    375.75   507.8125 370.75  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.18627315 0.48704872],61,60,3,0.503974199295044,-3368738093455022160,0,1743748796.7711232,"[112.125  380.25   355.75   600.5    381.5625 286.625  140.5    283.125
 453.9375 619.875  194.8125 450.0625 380.125  414.6875 297.0625 361.1875
 384.4375 522.4375 440.1875 284.0625  87.5    486.25   493.125  142.5625
 342.5    341.125  205.5    412.5    239.8125 372.5    389.4375 364.0625
 600.375  386.625  512.5    362.5   ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.18974537 0.48398528],62,61,3,0.4870487153530121,-3368738093455022160,0,1743748806.7142782,"[119.3125 373.9375 354.75   603.875  383.125  326.875  137.125  347.375
 429.75   621.3125 179.4375 463.5    371.625  415.5    293.1875 362.6875
 387.625  524.1875 455.125  283.625   85.0625 487.0625 490.9375 145.5625
 335.125  329.125    1.     404.6875 239.9375 372.375  385.875  370.6875
 754.6875 383.6875 514.0625 360.9375]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.19321759 0.60360211],63,62,1,0.4839852750301361,-3368738093455022160,0,1743748816.5181534,"[120.5625 341.1875 357.875  596.8125 412.9375 340.4375 138.8125 387.75
 470.1875 618.5    186.5625 459.6875 379.3125 417.     290.     363.0625
 394.875  505.875  447.75   297.25    90.625  481.1875 501.0625 150.25
 343.8125 330.4375 410.3125 310.4375 248.125  375.3125 383.375  366.375
 410.5    382.0625 505.8125 359.375 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.19668981 0.4677296 ],64,63,3,0.6036021113395691,-3368738093455022160,0,1743748826.103798,"[101.6875 345.375  360.3125 591.75   410.875  334.25   133.3125 383.9375
 455.9375 617.9375 176.4375 468.125  373.5625 412.9375 295.     364.5
 392.9375 516.     452.6875 298.75    95.0625 479.125  484.25   142.875
 333.4375 332.5      1.875  316.5    243.4375 377.625  382.375  362.4375
 802.3125 380.8125 498.75   356.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.20017361 0.63714075],65,64,1,0.4677295982837677,-3368738093455022160,0,1743748837.4111779,"[181.25   393.1875 359.625  606.375  403.4375 280.8125 142.3125 385.0625
 484.4375 624.3125 179.5    421.4375 376.375  426.0625 277.75   353.75
 415.25   513.375  454.125  305.     103.125  505.     472.25   156.3125
 340.125  352.4375 503.5    405.3125 285.0625 397.1875 383.75   348.625
 285.9375 364.875  489.0625 361.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.20362269 0.63171846],66,65,1,0.6371407508850098,-3368738093455022160,0,1743748846.8625908,"[132.75   374.0625 352.625  615.25   414.9375 334.625  129.75   382.3125
 460.9375 621.875  180.875  444.25   374.9375 414.     286.0625 364.
 420.1875 515.875  455.5    284.5     99.25   480.1875 480.5625 142.5
 347.875  327.25   411.875  402.9375 234.5    378.8125 386.6875 367.125
 402.25   378.75   492.125  357.375 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.20709491 0.48835301],67,66,3,0.6317184567451477,-3368738093455022160,0,1743748856.369211,"[113.0625 340.875  348.375  627.6875 409.0625 309.75   147.0625 344.5
 426.25   605.     179.6875 446.5625 370.875  418.5    293.25   361.3125
 427.375  512.25   453.875  292.4375  92.0625 472.625  478.625  142.8125
 350.     338.75   588.9375 312.4375 225.9375 373.25   382.8125 371.375
 281.5625 382.375  496.625  358.0625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.21059028 0.44909281],68,67,3,0.48835301399230957,-3368738093455022160,0,1743748867.7064211,"[157.75   372.3125 351.6875 630.5    347.3125 280.125  138.375  349.5625
 453.25   611.9375 175.0625 414.75   366.75   400.8125 284.1875 351.125
 381.0625 507.625  528.125  299.0625 105.125  505.375  472.25   162.5
 339.9375 313.0625 485.     404.75   285.1875 372.625  375.375  338.0625
 236.375  362.875  490.75   366.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.21408565 0.69566125],69,68,1,0.4490928053855896,-3368738093455022160,0,1743748880.9694543,"[ 81.8125 359.125  344.5625 648.     362.1875 351.6875 135.5    348.25
 464.9375 612.9375 185.3125 534.375  380.5625 417.4375 292.1875 373.
 438.     532.9375 434.4375 283.9375 111.375  488.875  494.5625 144.
 370.9375 362.     483.1875 407.3125 234.1875 361.5    390.5625 500.6875
 242.625  374.9375 513.6875 358.3125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.21753472 0.54446805],70,69,3,0.6956612467765808,-3368738093455022160,0,1743748892.1552002,"[154.75   401.125  354.875  660.     378.75   269.1875 136.5    356.875
 466.75   603.625  169.9375 417.5625 379.125  421.875  282.6875 359.875
 416.375  522.375  575.5    324.125  104.1875 503.4375 496.125  160.5
 326.9375 341.875  485.     409.625  217.     389.25   370.8125 337.6875
 246.0625 363.625  502.5    354.3125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.22099537 0.02254519],71,70,3,0.5444680452346802,-3368738093455022160,0,1743748904.3830469,"[111.     309.5625 311.1875 608.     338.625  282.     131.6875 310.4375
 330.5    552.75   206.375  445.8125 365.875  322.     253.9375 359.8125
 401.4375 500.5    412.375  245.3125  76.6875 467.25   483.1875 183.8125
 309.125  288.9375 478.8125 293.6875 203.625  392.6875 338.625  335.125
 257.25   361.8125 473.8125 325.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.22450231 0.67549944],72,71,1,0.022545190528035164,-3368738093455022160,0,1743748916.7132413,"[ 75.5    360.1875 338.6875 595.125  403.9375 321.0625 134.75   342.5625
 456.     595.6875 186.375  463.0625 409.3125 412.8125 285.375  362.125
 415.8125 527.5625 451.0625 288.8125 108.     491.125  504.25   139.1875
 361.3125 355.6875 488.     415.     242.25   361.9375 396.0625 503.0625
 237.25   370.3125 517.75   355.9375]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.22796296 0.76324916],73,72,2,0.675499439239502,-3368738093455022160,0,1743748928.9038396,"[ 83.     360.25   339.375  596.9375 405.5    321.0625 143.1875 379.6875
 433.5625 612.625  187.375  473.5    386.625  418.4375 291.125  359.75
 419.9375 537.6875 442.875  282.5625 105.5    490.1875 431.375  229.25
 382.375  357.9375 487.625  418.5    235.0625 362.875  405.9375 521.
 388.0625 368.625  520.5    361.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.23140046 0.51795006],74,73,3,0.7632491588592529,-3368738093455022160,0,1743748938.3516989,"[117.0625 337.25   354.3125 587.9375 394.3125 294.3125 134.25   376.875
 422.9375 596.375  179.3125 442.125  407.25   402.5    276.5    352.3125
 400.3125 517.6875 459.0625 288.875   90.     482.8125 506.375  138.6875
 340.0625 278.     480.75   411.4375 237.375  368.875  374.625  362.6875
 307.75   381.5    523.0625 366.25  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.23490741 0.71366358],75,74,1,0.5179500579833984,-3368738093455022160,0,1743748950.6924326,"[ 77.8125 330.5625 341.1875 599.4375 411.625  303.1875 144.375  342.0625
 427.5625 619.5625 187.5    464.5    383.     417.0625 287.     350.75
 405.1875 529.3125 441.625  290.     102.8125 503.75   512.25   138.4375
 369.125  357.25   498.125  422.4375 238.4375 365.6875 408.     497.6875
 375.0625 378.125  507.625  360.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.23835648 0.26814654],76,75,3,0.7136635780334473,-3368738093455022160,0,1743748962.6317503,"[107.25   333.0625 329.875  554.625  370.625  269.5625 117.4375 334.
 437.625  645.3125 197.3125 438.5625 358.5625 344.75   262.5625 355.4375
 403.5    513.75   415.9375 271.875   88.1875 480.5    518.625  156.375
 320.375  344.9375 490.875  316.4375 205.375  403.8125 361.75   327.625
 283.9375 342.75   453.3125 361.9375]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.24186343 0.69897527],77,76,3,0.2681465446949005,-3368738093455022160,0,1743748975.2926922,"[ 80.8125 329.4375 349.1875 593.1875 405.4375 329.125  147.8125 345.0625
 444.25   734.25   189.4375 488.0625 390.5    423.5    293.0625 365.5
 404.6875 531.625  452.0625 282.5    105.75   491.875  513.375  146.3125
 371.75   368.125  410.     419.25   249.125  373.0625 411.875  504.375
 335.25   374.25   476.     360.125 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.24533565 0.68072426],78,77,1,0.6989752650260925,-3368738093455022160,0,1743748988.4040582,"[ 83.0625 326.5    345.25   595.8125 388.75   357.8125 143.0625 338.625
 433.9375 715.5    187.3125 504.     378.1875 420.8125 285.5    361.25
 414.0625 525.4375 448.0625 284.875  108.9375 499.25   505.8125 147.625
 350.5    355.0625 408.75   425.375  249.4375 375.4375 412.0625 498.5
 332.3125 374.25   484.9375 363.9375]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.24880787 0.75441778],79,78,1,0.6807242631912231,-3368738093455022160,0,1743749001.05503,"[ 84.     332.375  348.0625 590.4375 366.5    361.25   147.5    381.5
 440.5    706.75   186.25   505.5625 380.75   431.625  280.6875 371.9375
 412.625  530.4375 442.9375 284.0625 103.8125 496.     504.75   151.375
 350.8125 367.375  489.0625 423.3125 235.5625 377.5    421.25   502.9375
 346.4375 374.3125 484.75   364.6875]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.25224537 0.49546114],80,79,3,0.7544177770614624,-3368738093455022160,0,1743749010.7518153,"[122.6875 345.8125 351.9375 594.5625 341.9375 328.5625 135.875  381.875
 423.9375 663.375  184.125  463.1875 364.9375 413.9375 289.4375 366.5
 404.875  518.5    454.25   271.5     90.6875 484.1875 491.375  141.625
 321.5625 329.125  404.875  322.375  226.6875 380.125  381.9375 361.1875
 406.8125 379.875  484.125  371.0625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.25572917 0.48409808],81,80,3,0.4954611361026764,-3368738093455022160,0,1743749021.7441223,"[152.4375 360.125  351.875  614.75   339.625  265.5    130.4375 346.375
 429.3125 604.3125 177.75   454.25   357.9375 424.5625 289.5    357.25
 400.75   518.375  449.625  279.0625 116.1875 497.8125 479.4375 138.5625
 326.5    345.125  498.6875 405.875  234.6875 388.5    373.625  346.375
 285.0625 378.25   518.5    371.9375]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.25918981 0.23454773],82,81,3,0.48409807682037354,-3368738093455022160,0,1743749033.8087432,"[ 95.3125 326.5625 323.5    597.9375 345.25   251.     122.5    333.25
 383.8125 556.4375 191.875  454.4375 338.75   419.3125 275.5625 367.8125
 431.375  526.5625 417.5625 253.8125  82.6875 475.4375 478.5    193.3125
 310.125  309.0625 442.1875 313.5625 207.     402.25   374.9375 338.8125
 257.8125 367.1875 487.625  331.3125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.26269676 0.69578493],83,82,1,0.23454773426055908,-3368738093455022160,0,1743749046.7873557,"[ 81.0625 327.8125 346.6875 586.375  353.75   313.3125 147.6875 343.875
 452.625  573.5    185.125  469.5    381.3125 425.0625 274.875  363.625
 407.1875 532.25   455.125  290.5625 109.375  494.25   511.625  143.5
 375.875  382.4375 490.5    424.6875 240.3125 364.875  404.3125 507.5625
 306.5    382.375  527.625  365.75  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.26615741 0.7295019 ],84,83,1,0.6957849264144897,-3368738093455022160,0,1743749059.4598162,"[ 78.     331.875  343.     600.     364.6875 334.75   142.4375 342.6875
 431.1875 577.625  188.3125 473.1875 349.25   426.1875 284.625  371.8125
 412.     532.25   452.5625 293.8125 106.3125 506.3125 516.375  140.875
 369.3125 361.9375 409.9375 425.125  239.3125 368.3125 416.     509.9375
 456.25   373.9375 530.     365.3125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.2696412  0.67347366],85,84,1,0.7295019030570984,-3368738093455022160,0,1743749072.4022138,"[ 78.125  331.6875 348.     598.8125 361.75   340.75   142.0625 339.0625
 434.3125 589.25   185.3125 482.375  350.0625 421.     281.9375 367.875
 406.75   528.25   450.75   289.8125 120.25   497.5    510.75   149.1875
 365.5625 368.     519.1875 421.125  234.1875 374.1875 413.75   514.25
 257.4375 374.375  516.6875 364.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.27311343 0.65626186],86,85,1,0.6734736561775208,-3368738093455022160,0,1743749084.9843225,"[ 80.0625 333.8125 340.9375 611.125  384.9375 337.3125 141.375  343.25
 435.0625 586.9375 185.0625 539.75   359.8125 416.25   296.4375 369.3125
 410.375  531.3125 439.25   278.3125 104.375  493.625  509.75   142.8125
 353.     349.1875 590.6875 418.1875 238.6875 362.25   408.75   500.
 245.     373.75   495.8125 361.25  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.27658565 0.66641444],87,86,1,0.6562618613243103,-3368738093455022160,0,1743749097.7107973,"[ 80.9375 362.5    338.0625 598.0625 389.375  363.3125 151.1875 341.375
 440.25   585.125  188.8125 466.3125 398.8125 336.8125 295.3125 367.5625
 404.875  526.25   450.1875 283.375  113.5    503.375  517.125  143.5
 357.4375 369.375  604.25   421.5    236.9375 374.125  413.125  498.625
 254.875  370.875  479.875  371.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.28005787 0.66488278],88,87,1,0.6664144396781921,-3368738093455022160,0,1743749110.8951871,"[ 83.1875 359.6875 344.875  593.375  383.25   353.6875 149.1875 342.625
 439.9375 580.0625 185.375  444.5625 363.0625 432.9375 286.8125 364.6875
 407.1875 528.625  455.5    290.5625 110.9375 502.625  518.25   149.75
 361.125  365.1875 484.75   424.75   241.625  371.625  412.625  511.3125
 249.3125 373.9375 470.0625 372.25  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
