time,steps,action,reward,seed,config_id,area,frame,state,experiment.update_freq,lambda,alpha,representation.tiles,representation.wrap_time,environment.zone,representation.tilings,epsilon,experiment.step_duration,representation.which_tc,environment,algorithm
1743801332.483604,178,1,0.5180462598800659,0,-7091294343972981023,"[125.4375 245.9375 372.0625 743.125  288.8125 281.25   176.0625 257.75
 377.25   559.625  222.     372.125  468.     347.5625 308.0625 363.25
 507.125  625.0625 505.1875 296.375   80.0625 482.0625 510.875  187.875
 355.     293.25   401.5625 460.25   266.125  428.4375 391.4375 371.375
 225.0625 390.4375 632.25   496.1875]",177,[0.88568449 0.59765726],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743801633.9246485,179,1,0.5976572632789612,0,-7091294343972981023,"[152.625  277.5    387.875  706.5    233.0625 255.375  176.875  263.375
 384.8125 554.0625 214.75   350.0625 428.625  362.4375 311.0625 397.875
 449.25   634.5625 500.625  314.3125  92.9375 506.8125 486.1875 168.75
 335.875  313.5    378.3125 440.6875 256.5625 400.125  384.6875 360.6875
 203.3125 372.625  559.9375 467.125 ]",178,[0.88915671 0.51401514],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743801933.676195,180,1,0.5140151381492615,0,-7091294343972981023,"[172.0625 254.6875 382.125  525.0625 235.5625 259.625  173.5    264.1875
 378.75   738.3125 207.375  352.875  449.125  356.8125 320.625  396.375
 421.5625 631.375  511.6875 317.4375  93.9375 492.375  498.8125 214.6875
 340.4375 308.625  395.75   443.5    296.375  418.1875 377.25   362.6875
 204.75   374.5    518.0625 463.625 ]",179,[0.89262893 0.53443092],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743802233.494094,181,1,0.5344309210777283,0,-7091294343972981023,"[149.5    265.     383.9375 531.25   420.6875 256.1875 174.3125 265.0625
 388.0625 552.75   210.0625 355.375  459.9375 372.0625 306.8125 419.3125
 423.4375 621.5625 531.125  302.5625  82.3125 514.1875 512.     173.75
 342.4375 301.4375 388.0625 457.75   285.25   429.     374.1875 362.625
 207.25   384.6875 533.4375 459.3125]",180,[0.89610115 0.62887794],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743802533.5932217,182,1,0.6288779377937317,0,-7091294343972981023,"[158.     257.5625 382.6875 545.875  236.4375 262.125  174.3125 255.125
 385.75   711.9375 212.8125 341.5    446.9375 450.8125 304.5    399.3125
 417.25   616.0625 528.     319.75    97.625  506.625  503.5625 193.25
 341.625  312.0625 391.625  465.125  268.0625 444.4375 389.0625 364.5
 207.4375 379.25   518.     461.125 ]",181,[0.89957338 0.57772517],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743802833.6850128,183,1,0.5777251720428467,0,-7091294343972981023,"[149.     250.75   383.875  529.75    63.25   261.75   168.3125 265.125
 395.0625 945.9375 207.4375 351.6875 456.8125 369.4375 303.8125 393.625
 423.5    607.8125 525.4375 303.375  105.8125 504.4375 480.4375 206.6875
 353.375  313.5625 388.75   457.875  274.625  433.375  389.4375 358.1875
 207.875  377.125  495.4375 458.1875]",182,[0.9030456  0.52426416],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743803133.918033,184,1,0.5242641568183899,0,-7091294343972981023,"[162.     266.4375 381.5625 715.9375 244.3125 256.9375 183.9375 263.8125
 389.5    546.125  214.375  346.375  472.8125 364.6875 303.9375 380.1875
 427.     610.5    514.125  323.6875 109.625  499.625  481.25   169.9375
 344.1875 306.     389.1875 457.4375 301.4375 389.25   385.8125 359.375
 205.125  379.     499.875  461.    ]",183,[0.90651782 0.53443158],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743803433.8738453,185,1,0.5344315767288208,0,-7091294343972981023,"[173.875  253.75   372.6875 527.0625 449.3125 267.375  176.4375 256.3125
 391.3125 567.875  213.8125 349.0625 449.75   368.6875 299.4375 373.5625
 419.5    610.9375 504.4375 330.3125 105.3125 501.4375 488.9375 194.75
 356.     325.5625 401.1875 459.6875 286.0625 409.375  388.875  363.3125
 213.1875 379.4375 510.4375 457.3125]",184,[0.90999004 0.61291724],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743803733.4809546,186,1,0.6129172444343567,0,-7091294343972981023,"[169.0625 262.125  379.9375 526.0625 237.1875 266.1875 165.75   255.8125
 380.8125 757.     218.1875 345.625  430.75   356.5625 308.75   379.4375
 421.25   628.375  512.875  318.4375  92.3125 498.5625 528.375  209.5
 343.0625 294.625  383.125  455.9375 259.5625 398.3125 377.75   357.25
 206.875  367.5625 516.75   452.3125]",185,[0.91346226 0.49888992],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743804034.1096356,187,1,0.4988899230957031,0,-7091294343972981023,"[161.625  267.6875 374.25   531.6875 239.0625 258.     167.375  261.875
 376.125  657.5625 212.9375 340.     438.     354.3125 302.875  391.
 407.4375 619.6875 513.5    300.8125 106.125  508.75   506.6875 217.8125
 345.875  302.125  382.5625 448.75   297.1875 378.375  397.5625 359.875
 199.25   369.125  509.0625 450.0625]",186,[0.91693449 0.50309926],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743804333.5598106,188,1,0.503099262714386,0,-7091294343972981023,"[170.6875 260.125  368.9375 723.125  265.3125 265.875  165.1875 262.875
 389.6875 543.0625 203.375  352.9375 410.4375 354.875  306.8125 428.6875
 422.9375 612.8125 473.75   314.5     97.375  499.9375 478.125  217.875
 345.0625 299.5625 390.75   453.375  265.4375 397.4375 395.625  357.3125
 206.0625 380.3125 510.6875 456.9375]",187,[0.92040671 0.51176417],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743804633.9191723,189,1,0.5117641687393188,0,-7091294343972981023,"[143.375  259.375  367.9375 707.5625 268.1875 247.125  169.0625 260.625
 383.6875 551.4375 200.     343.6875 462.4375 358.5625 300.375  403.8125
 412.25   638.5    497.     301.1875  81.6875 507.0625 472.125  196.125
 354.3125 304.25   391.9375 448.0625 249.6875 398.8125 388.     357.375
 206.1875 366.875  501.6875 449.75  ]",188,[0.92387893 0.49018067],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743804934.0286856,190,1,0.4901806712150574,0,-7091294343972981023,"[171.5    261.     375.25   718.4375 230.75   262.5    176.3125 261.
 381.4375 546.9375 197.3125 341.9375 455.75   356.5625 327.375  416.1875
 442.8125 625.125  506.5625 312.9375  91.8125 498.375  491.6875 194.875
 351.75   293.4375 385.3125 429.875  268.75   398.375  396.8125 354.75
 203.3125 372.8125 509.3125 448.3125]",189,[0.92735115 0.51384056],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743805234.0526977,191,1,0.5138405561447144,0,-7091294343972981023,"[171.75   279.4375 376.     546.625   64.8125 239.4375 166.6875 267.8125
 385.75   880.8125 196.75   340.6875 427.5    364.8125 310.125  396.125
 440.8125 609.625  479.8125 295.0625  98.6875 496.875  533.     194.9375
 347.8125 306.6875 388.25   445.     258.0625 397.6875 391.875  355.5
 203.5    367.375  522.9375 455.4375]",190,[0.93082338 0.48401994],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743805534.16554,192,1,0.484019935131073,0,-7091294343972981023,"[143.6875 264.375  376.0625 641.25   303.4375 263.5    177.9375 259.3125
 378.9375 547.25   195.6875 345.75   427.9375 351.25   300.375  387.3125
 425.6875 615.4375 487.     311.0625  95.125  498.5    515.4375 180.8125
 348.     306.75   394.25   447.875  294.375  457.4375 380.25   358.625
 202.8125 383.375  518.6875 456.625 ]",191,[0.9342956  0.54835737],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743805833.9018698,193,1,0.548357367515564,0,-7091294343972981023,"[165.75   276.125  374.5    531.6875 236.25   261.5625 179.4375 266.
 384.3125 739.3125 202.625  347.875  443.     360.5    299.5625 393.8125
 415.375  622.0625 484.625  299.5     82.625  497.6875 500.1875 169.875
 342.625  319.4375 391.8125 429.5625 287.9375 423.6875 361.75   356.5625
 202.375  369.25   515.0625 446.25  ]",192,[0.93776782 0.49972901],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743806134.166853,194,3,0.4997290074825287,0,-7091294343972981023,"[169.1875 269.5    377.8125 524.8125 269.625  238.     171.75   267.8125
 384.0625 741.3125 197.3125 340.875  460.0625 359.25   296.9375 391.125
 411.4375 637.1875 483.0625 296.3125  96.0625 509.9375 503.0625 182.375
 348.5625 316.     395.5    449.875  253.     422.4375 362.6875 356.3125
 203.375  369.625  513.625  438.875 ]",193,[0.94124004 0.4997927 ],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743806437.1340811,195,1,0.4997926950454712,0,-7091294343972981023,"[ 87.4375 235.375  354.9375 718.5    420.625  298.8125 161.8125 253.75
 375.4375 551.375  221.3125 407.125  421.375  340.875  298.4375 398.9375
 427.125  638.25   473.9375 286.5    100.25   473.     514.375  225.6875
 376.8125 309.25   439.1875 628.375  249.375  359.6875 390.6875 399.75
 242.1875 381.125  562.0625 474.5   ]",194,[0.94471226 0.63390166],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743806734.3967237,196,0,0.6339016556739807,0,-7091294343972981023,"[184.6875 277.9375 371.3125 724.75   274.625  268.25   167.875  266.75
 386.625  555.3125 204.25   341.0625 439.8125 355.9375 336.1875 375.3125
 415.5625 642.0625 493.     303.5    103.3125 494.0625 496.1875 194.3125
 338.75   306.875  398.375  443.875  290.25   395.6875 370.6875 358.
 204.375  368.5    507.75   460.125 ]",195,[0.94818449 0.52116561],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743807045.2773292,197,1,0.5211656093597412,0,-7091294343972981023,"[100.6875 145.1875 338.6875 658.6875 236.875  272.6875 135.3125 245.375
 369.25   502.9375 219.8125 360.5625 366.5625 341.8125 295.6875 394.6875
 414.25   604.625  434.5625 281.875   96.25   470.1875 488.8125 237.75
 261.75   250.25   416.625  339.8125 252.9375 371.75   344.1875 357.75
 218.625  362.875  518.25   426.25  ]",196,[0.95165671 0.29505759],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743807340.14271,198,3,0.29505759477615356,0,-7091294343972981023,"[170.5    268.0625 359.5625 521.     272.875  248.25   162.3125 265.875
 386.125  709.5625 204.0625 353.5625 398.3125 362.625  312.8125 385.
 423.1875 623.5625 515.25   290.5     87.25   498.75   497.375  215.875
 337.8125 296.5625 395.375  450.625  304.5    384.9375 357.5625 353.8125
 207.6875 377.4375 541.25   463.    ]",197,[0.95512901 0.50722712],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743807647.9919994,199,1,0.5072271227836609,0,-7091294343972981023,"[ 82.6875 236.0625 348.9375 656.     421.4375 315.125  158.3125 252.25
 380.375  558.     229.5625 404.5625 455.9375 348.625  301.5625 415.125
 427.75   616.375  470.875  293.0625  95.625  463.1875 476.3125 248.875
 383.875  307.625  443.5625 357.6875 258.5625 407.1875 398.375  496.25
 236.6875 380.125  564.8125 469.4375]",198,[0.95860115 0.6428889 ],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743807940.2500896,200,1,0.6428889036178589,0,-7091294343972981023,"[160.1875 266.75   360.25   722.375  266.0625 232.875  165.8125 267.5625
 386.875  549.5625 200.4375 345.5    449.375  355.5    306.375  387.875
 416.     616.3125 490.1875 289.125   71.1875 497.4375 502.9375 198.8125
 335.25   303.875  391.5625 356.3125 287.875  439.125  362.9375 356.
 207.0625 372.8125 523.3125 464.625 ]",199,[0.9620734  0.47924286],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743808242.5812457,201,1,0.47924286127090454,0,-7091294343972981023,"[162.9375 268.     361.25   709.3125 273.0625 240.5625 163.8125 268.3125
 400.375  542.75   205.4375 342.625  467.1875 357.9375 340.4375 387.875
 411.1875 628.1875 497.9375 321.6875  99.125  508.5625 517.6875 221.3125
 342.5625 308.5625 391.1875 438.8125 271.1875 457.8125 383.1875 360.25
 207.5625 382.375  538.9375 453.4375]",200,[0.9655456  0.57360053],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743808541.4145637,202,1,0.5736005306243896,0,-7091294343972981023,"[176.9375 267.25   360.125  545.5625 250.8125 252.8125 165.     268.8125
 407.6875 721.75   208.1875 349.8125 420.     344.875  302.0625 398.75
 423.625  630.75   479.75   305.4375  86.25   510.75   491.0625 223.0625
 330.25   297.5625 395.1875 438.     268.125  445.0625 364.4375 355.875
 207.125  380.5    515.875  471.25  ]",201,[0.96901782 0.5176087 ],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743808841.1411664,203,1,0.5176087021827698,0,-7091294343972981023,"[175.     252.875  362.5625 559.4375 441.0625 265.1875 167.125  266.4375
 408.625  553.75   216.375  359.0625 467.125  363.8125 321.     409.75
 426.0625 632.625  545.9375 298.625   92.0625 508.375  481.6875 206.1875
 340.25   310.5625 397.625  453.     294.5625 448.1875 380.4375 352.875
 204.625  379.125  520.3125 469.1875]",202,[0.97249011 0.64366031],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743809141.5886748,204,1,0.643660306930542,0,-7091294343972981023,"[167.1875 264.625  360.     528.6875 409.3125 242.4375 164.     270.0625
 410.3125 550.375  214.0625 345.     446.5625 376.     321.8125 418.6875
 430.875  622.5    523.5    300.4375 100.9375 495.375  495.25   191.375
 347.75   302.375  392.625  434.375  275.625  434.875  399.1875 359.3125
 202.1875 382.375  514.0625 460.0625]",203,[0.97596227 0.61264312],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743809441.1859748,205,1,0.6126431226730347,0,-7091294343972981023,"[174.4375 269.75   359.5625 541.3125 474.0625 263.25   165.0625 269.875
 419.3125 557.4375 211.5625 350.5    453.9375 354.5625 325.4375 414.6875
 416.25   620.4375 497.25   316.6875 127.75   505.5    516.6875 183.6875
 335.25   305.375  397.6875 457.6875 301.     437.875  391.625  356.625
 205.9375 376.875  521.875  447.375 ]",204,[0.97943449 0.65213746],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743809741.2739491,206,2,0.6521374583244324,0,-7091294343972981023,"[159.3125 266.1875 363.4375 531.1875 456.9375 260.625  156.3125 256.5
 278.25   556.125  209.1875 339.625  433.625  345.4375 319.3125 399.0625
 430.75   618.3125 492.625  303.0625  84.5625 512.5625 468.6875 201.25
 329.3125 328.625  402.125  459.3125 260.1875 443.875  395.625  356.125
 205.0625 370.25   500.6875 454.6875]",205,[0.98290671 0.55485076],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743810038.9683623,207,1,0.5548507571220398,0,-7091294343972981023,"[110.5    247.375  358.0625 543.875  495.125  294.3125 159.0625 263.125
 365.5    552.6875 216.     368.5625 470.625  352.1875 295.375  413.8125
 451.3125 614.8125 485.75   310.625   79.9375 479.625  499.     198.375
 352.5    346.1875 405.25   454.625  269.5625 431.     400.8125 372.5
 223.5625 388.375  527.     466.625 ]",206,[0.98637893 0.66537207],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743810340.6064286,208,1,0.6653720736503601,0,-7091294343972981023,"[173.9375 265.     357.0625 535.6875 447.0625 265.5    169.3125 265.875
 372.5    555.1875 202.9375 344.25   439.8125 364.6875 308.1875 387.4375
 433.75   613.375  483.5    314.125   96.     493.625  507.875  186.0625
 344.75   313.     396.0625 450.875  276.375  424.8125 394.1875 359.3125
 207.3125 364.625  509.9375 459.6875]",207,[0.9898512  0.59092367],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743810641.5520897,209,1,0.5909236669540405,0,-7091294343972981023,"[203.0625 289.625  367.75   558.25    64.9375 263.5625 164.75   268.5
 373.125  938.375  203.5    347.5625 439.75   365.0625 285.     380.5
 430.4375 629.8125 510.3125 294.375   91.75   499.     507.     197.4375
 335.4375 316.125  387.75   452.3125 288.5625 371.3125 381.6875 357.375
 196.3125 366.4375 513.25   459.4375]",208,[0.99332338 0.49322855],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743810941.7720492,210,1,0.493228554725647,0,-7091294343972981023,"[174.0625 266.875  363.9375 529.5625 451.1875 267.125  157.9375 255.875
 377.125  540.6875 200.75   345.0625 453.5625 369.125  287.5625 421.625
 410.125  595.8125 482.4375 292.875   90.125  503.3125 483.625  180.8125
 331.5    321.9375 396.5    447.625  254.     370.1875 382.375  354.125
 206.875  368.8125 505.4375 458.1875]",209,[0.99679562 0.55319369],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743811234.1843696,211,1,0.5531936883926392,0,-7091294343972981023,"[192.25   278.9375 355.1875 535.375   63.25   262.375  150.875  268.0625
 370.875  916.9375 199.5625 347.375  434.3125 370.75   282.875  387.5625
 416.5    583.     547.625  297.9375  89.5    495.0625 507.5625 203.875
 332.8125 306.75   394.5    434.4375 281.5    371.625  388.6875 349.25
 201.1875 361.6875 500.1875 449.4375]",210,[2.67820046e-04 4.64516550e-01],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743811536.5705454,212,1,0.4645165503025055,0,-7091294343972981023,"[158.125  261.3125 361.5625 530.125   77.5625 245.4375 152.6875 379.5625
 359.5625 918.3125 198.3125 337.     434.1875 357.5    294.25   374.3125
 405.3125 570.125  544.375  281.4375 104.3125 500.875  503.9375 205.625
 336.4375 298.6875 392.25   428.9375 245.375  382.4375 378.0625 359.4375
 204.0625 383.5625 517.625  451.    ]",211,[0.0037407  0.47466546],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743811865.1194985,213,1,0.47466546297073364,0,-7091294343972981023,"[205.6875 276.375  368.25   528.1875  59.3125 250.9375 176.8125 373.5625
 368.5625 923.6875 210.5    337.25   433.3125 351.0625 283.125  378.9375
 409.6875 562.0625 487.125  292.875   99.3125 509.25   500.9375 188.625
 338.75   309.4375 395.125  431.875  238.5625 436.4375 373.1875 356.6875
 203.6875 363.25   521.75   448.8125]",212,[0.00722385 0.49380082],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743812141.7664917,214,1,0.4938008189201355,0,-7091294343972981023,"[197.1875 277.625  362.4375 532.6875 433.5    251.5    169.5625 385.75
 376.375  543.5    204.25   334.6875 450.625  369.5625 282.125  364.25
 410.375  555.     548.375  297.5625  89.8125 503.     475.6875 215.0625
 343.625  318.4375 397.75   427.625  277.3125 438.     375.375  359.125
 210.0625 367.125  514.75   449.6875]",213,[0.01068449 0.60215759],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743812441.3009999,215,1,0.6021575927734375,0,-7091294343972981023,"[211.75   278.1875 369.3125 559.5    446.1875 247.3125 172.5    390.5625
 370.8125 559.75   201.9375 353.75   448.5    363.3125 277.125  357.625
 408.9375 568.0625 481.0625 302.8125  85.75   490.3125 472.125  188.125
 348.6875 310.125  401.375  344.125  261.8125 402.0625 372.25   356.9375
 212.8125 368.625  494.6875 450.375 ]",214,[0.01415671 0.54786479],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743812740.627427,216,1,0.5478647947311401,0,-7091294343972981023,"[190.75   271.75   361.875  535.6875 422.1875 254.875  160.     269.1875
 379.375  553.5625 195.     343.375  450.8125 358.625  291.5625 358.1875
 414.4375 574.     502.0625 289.625   90.3125 492.375  489.3125 194.0625
 339.     310.75   403.1875 428.125  272.4375 438.4375 373.75   354.25
 208.3125 366.6875 516.1875 451.    ]",215,[0.01762893 0.54547513],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743813041.5338724,217,1,0.5454751253128052,0,-7091294343972981023,"[205.125  282.125  362.625  540.875   65.5625 259.25   164.8125 262.125
 375.5    943.625  204.75   343.625  449.8125 349.75   277.625  362.4375
 409.8125 566.3125 568.     278.75    86.625  506.25   476.75   191.8125
 336.0625 309.3125 407.     428.1875 234.3125 428.4375 366.375  356.125
 215.375  369.875  493.875  447.1875]",216,[0.02110115 0.45115191],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743813342.414194,218,1,0.45115190744400024,0,-7091294343972981023,"[194.3125 280.5    367.5    542.125   63.4375 273.5    162.75   266.25
 378.375  941.4375 189.8125 341.125  447.375  371.25   279.1875 370.5625
 418.     565.0625 587.3125 298.      94.375  489.     459.0625 193.875
 352.625  333.3125 406.6875 438.5625 275.9375 429.625  366.3125 354.
 211.5    371.8125 504.     446.    ]",217,[0.02457338 0.49160129],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743813644.4732292,219,1,0.49160128831863403,0,-7091294343972981023,"[210.75   265.9375 362.625  531.4375 440.75   270.125  174.5625 263.4375
 382.75   556.     196.625  347.3125 441.75   369.25   293.25   382.25
 411.     567.3125 565.3125 295.5     89.5    485.8125 467.0625 206.25
 348.0625 327.5    400.4375 425.875  258.     386.375  374.4375 345.875
 200.3125 360.375  492.9375 438.    ]",218,[0.0280456  0.53607279],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743813934.6315541,220,1,0.5360727906227112,0,-7091294343972981023,"[178.     280.4375 363.5    534.8125 455.5625 269.75   164.625  268.3125
 376.5    553.3125 191.8125 345.25   457.25   358.625  279.875  380.5
 423.0625 568.1875 550.3125 312.75    85.25   486.375  467.375  199.9375
 349.1875 321.     400.125  434.9375 263.625  387.5    368.0625 355.3125
 210.     370.     503.1875 439.4375]",219,[0.03151782 0.55992222],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743814234.818268,221,1,0.5599222183227539,0,-7091294343972981023,"[184.5    281.25   357.625  531.6875 471.8125 267.5    174.4375 257.25
 377.4375 551.125  190.375  345.     440.9375 360.9375 284.125  406.8125
 425.625  582.     536.9375 310.8125  94.6875 504.0625 497.25   214.125
 348.9375 324.875  407.4375 441.125  280.9375 458.1875 359.9375 347.625
 205.375  367.1875 499.25   434.6875]",220,[0.03499004 0.60738409],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743814534.4304664,222,1,0.6073840856552124,0,-7091294343972981023,"[195.25   271.5625 366.0625 545.1875 455.6875 263.6875 170.     263.6875
 378.0625 554.1875 190.4375 340.125  447.6875 363.     288.5    401.8125
 420.8125 576.125  540.75   314.0625  89.9375 500.875  476.5    187.5625
 345.5625 308.75   404.     437.9375 276.1875 391.625  360.375  352.
 209.0625 363.5625 497.625  445.9375]",221,[0.03846226 0.56367397],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743814841.6856582,223,1,0.5636739730834961,0,-7091294343972981023,"[190.125  261.1875 357.0625 536.125  424.4375 271.625  170.125  259.4375
 376.75   549.4375 188.75   359.3125 432.9375 435.6875 301.125  402.
 420.4375 588.5    540.0625 327.8125  99.125  488.9375 505.75   195.8125
 344.5625 318.1875 401.9375 439.1875 227.4375 431.25   347.4375 347.3125
 207.1875 369.9375 505.8125 450.0625]",222,[0.04193449 0.58595103],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743815141.0997634,224,1,0.585951030254364,0,-7091294343972981023,"[199.625  272.25   357.25   689.     235.     272.3125 163.     268.25
 376.6875 543.875  186.25   345.25   440.625  432.5625 284.5625 400.5625
 426.375  598.5    532.125  295.     109.     503.8125 514.3125 195.
 351.6875 311.125  405.     342.8125 237.9375 385.625  360.25   349.
 202.25   368.5    502.5    455.375 ]",223,[0.04540671 0.4860141 ],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743815441.5288928,225,1,0.48601409792900085,0,-7091294343972981023,"[168.8125 260.9375 361.6875 694.1875 270.1875 250.375  169.4375 262.75
 372.     548.6875 186.8125 334.9375 433.5    351.875  272.8125 381.375
 425.     596.75   564.0625 295.5    125.0625 496.     475.75   188.25
 340.75   322.125  404.25   428.875  248.1875 423.0625 362.0625 349.9375
 212.4375 358.9375 495.5    434.5   ]",224,[0.04887893 0.46012545],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743815741.7024536,226,1,0.4601254463195801,0,-7091294343972981023,"[169.9375 274.125  354.     728.375  264.5    247.5625 165.5625 265.8125
 379.375  546.375  188.75   334.0625 433.6875 351.9375 283.25   389.125
 421.8125 593.5625 564.875  325.9375  90.5625 504.25   517.75   200.9375
 354.6875 321.5    400.375  344.9375 265.     433.25   371.75   353.4375
 205.625  363.6875 505.75   456.9375]",225,[0.05235118 0.49735865],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743816041.6495383,227,1,0.49735864996910095,0,-7091294343972981023,"[183.1875 260.     351.625  744.3125 229.625  247.25   194.5625 267.5625
 367.125  544.125  182.875  335.75   445.75   364.     287.625  371.0625
 438.8125 584.4375 481.25   293.1875  86.1875 488.625  497.1875 200.5
 350.125  302.875  402.3125 344.5    227.3125 441.375  373.625  348.875
 208.0625 363.75   513.5625 460.625 ]",226,[0.05582338 0.44167826],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743816335.325821,228,1,0.4416782557964325,0,-7091294343972981023,"[174.75   268.5625 357.0625 749.     234.4375 253.75   165.875  268.875
 376.8125 552.5625 190.5    344.4375 451.     368.125  298.625  383.3125
 422.875  589.5625 583.     308.6875  93.8125 502.0625 485.5625 184.75
 359.1875 322.3125 406.6875 340.25   235.5625 446.25   364.3125 346.8125
 214.0625 365.5625 510.4375 457.4375]",227,[0.0592956  0.48624545],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743816634.3460748,229,1,0.48624545335769653,0,-7091294343972981023,"[189.6875 275.1875 360.125  747.8125 270.75   206.375  166.     266.25
 368.4375 554.4375 195.6875 346.25   447.25   371.5625 282.1875 403.9375
 422.4375 584.3125 552.875  302.125   92.3125 505.0625 487.     200.6875
 341.6875 327.     402.25   426.625  264.125  431.875  385.25   351.
 201.75   365.3125 520.75   437.0625]",228,[0.06276782 0.51493764],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
1743816934.4633899,230,1,0.5149376392364502,0,-7091294343972981023,"[183.25   282.     367.4375 732.6875 229.25   209.3125 181.0625 266.3125
 370.9375 545.3125 189.375  338.375  439.875  360.5625 287.     373.875
 418.0625 575.6875 550.25   318.5     95.125  493.3125 463.1875 180.9375
 348.875  330.4375 403.6875 432.125  236.5625 437.25   377.125  348.5625
 199.1875 375.4375 513.4375 461.4375]",229,[0.06624004 0.48397693],1,0.9,0.1,4,1,2,32,0.1,300,RichTileCoder,P4,tc-ESARSA
