action,reward,area,config_id,time,seed,state,frame,steps,actions,experiment.step_duration,experiment.update_freq,environment.zone,environment,algorithm,filepath,compatibility_mode
[1.    0.324 0.324 0.    0.    0.   ],0.03276184537468958,"[ 564.75    515.4375  287.      467.1875  599.625   168.6875  515.25
  353.8125  272.5     163.6875   29.8125   47.875  1744.9375   58.75
   54.8125  199.6875  104.3125   87.25    277.5     443.8125  289.0625
  333.875   310.0625  486.375   348.375   128.4375  521.5625  220.75
  247.75    235.8125  165.5     310.5625  413.9375  132.375   168.1875
  352.9375]",-1347286817994662909,1745220839.243805,0,[1.74522081e+09],1327,1328,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],-0.014621470318546515,"[ 539.375   505.6875  320.      475.0625  434.      206.4375  513.25
  348.0625  296.6875  155.375    29.5      60.6875 1372.625    65.8125
   53.9375  203.875   120.5      75.375   259.8125  455.5     285.375
  334.3125  306.6875  440.625   374.1875  129.75    524.5625  223.9375
  217.4375  228.375   152.875   297.4375  370.875   133.6875  181.75
  350.3125]",-1347286817994662909,1745221439.0822995,0,[1.74522141e+09],1328,1329,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.4378790582576839,"[427.9375 394.6875 344.0625 334.     361.5625 451.875  629.5    699.3125
 626.     322.3125 410.3125 538.4375 347.75   369.625  462.8125 299.375
 506.3125 496.5    241.9375 387.0625 270.0625 344.3125 288.9375 447.4375
 636.625  174.625  665.0625 628.5625 515.0625 345.8125 525.     585.875
 651.     295.75   289.4375 616.5625]",-1347286817994662909,1745222031.9440858,0,[1.74522201e+09],1329,1330,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.07276577957564373,"[380.75   417.625  418.6875 534.0625 467.375  505.875  419.     693.8125
 538.625  428.     310.5625 440.5    312.5    303.9375 216.625  258.6875
 420.9375 407.0625 182.5625 445.375  295.25   363.4375 305.6875 473.1875
 599.625  176.125  639.375  511.875  453.75   315.8125 434.9375 502.5625
 532.25   241.75   226.875  570.9375]",-1347286817994662909,1745222627.1163933,0,[1.74522261e+09],1330,1331,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.012124998558140166,"[442.9375 449.6875 420.5    506.125  490.3125 517.625  373.5    716.3125
 564.625  404.875  316.1875 453.5    316.4375 316.9375 224.625  272.625
 481.625  404.     175.6875 397.75   263.1875 332.3125 273.6875 460.9375
 573.9375 162.     618.8125 484.5    446.5625 291.375  418.3125 512.875
 485.5    232.125  221.5625 536.1875]",-1347286817994662909,1745223225.7399201,0,[1.74522321e+09],1331,1332,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.03944453815797305,"[280.375  428.3125 386.4375 652.1875 441.625  471.     346.5    699.6875
 516.25   389.25   293.625  435.8125 281.3125 284.125  182.5625 254.875
 446.5    361.25   182.375  403.3125 255.     330.9375 280.     475.75
 605.125  169.375  620.1875 486.375  472.875  296.25   435.     488.625
 519.8125 239.4375 232.1875 564.375 ]",-1347286817994662909,1745223826.292338,0,[1.74522381e+09],1332,1333,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.0348346971013841,"[441.     403.9375 426.5625 386.0625 451.375  465.1875 418.1875 724.25
 542.1875 396.8125 299.9375 460.25   177.75   294.1875 182.0625 273.875
 411.5625 395.9375 170.1875 363.5    224.875  293.25   249.5    435.
 536.75   162.125  589.0625 449.8125 439.5625 270.0625 400.5625 442.4375
 455.8125 209.5625 215.     519.1875]",-1347286817994662909,1745224427.3279946,0,[1.74522441e+09],1333,1334,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.004807059973296819,"[420.375  397.25   415.1875 380.3125 452.3125 401.875  405.6875 692.375
 518.9375 265.125  292.0625 431.0625 176.5    298.6875 185.5625 277.4375
 402.5    367.1875 204.3125 340.5    225.0625 325.125  272.3125 468.5
 589.375  153.875  618.5625 494.125  474.     284.1875 423.     512.0625
 523.3125 229.25   246.125  574.875 ]",-1347286817994662909,1745225027.8553216,0,[1.74522501e+09],1334,1335,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.652    0.535248 0.535248 0.       0.       0.      ],-0.020595564868602954,"[429.6875 384.75   411.6875 389.1875 420.125  396.5625 539.125  717.3125
 549.4375 248.6875 289.1875 452.125  135.     280.5    225.1875 275.375
 410.4375 395.625  171.     329.5625 239.75   303.6875 233.5    442.8125
 573.6875 135.8125 599.25   464.125  388.0625 279.6875 403.8125 478.
 466.875  204.5625 222.25   528.25  ]",-1347286817994662909,1745225627.961566,0,[1.74522561e+09],1335,1336,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.652    0.535248 0.535248 0.       0.       0.      ],0.20213938613200755,"[488.25   494.9375 475.9375 476.25   504.125  458.4375 691.     744.6875
 599.875  381.625  353.9375 466.0625 284.0625 309.625  420.625  428.25
 435.875  398.1875 283.3125 481.875  362.1875 407.8125 343.     523.3125
 636.125  185.75   707.875  558.875  479.875  350.4375 461.375  551.1875
 555.75   262.4375 262.625  599.4375]",-1347286817994662909,1745226226.7617855,0,[1.74522621e+09],1336,1337,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.652    0.535248 0.535248 0.       0.       0.      ],-0.020522789198016284,"[596.875  492.25   406.25   488.3125 482.6875 453.0625 664.375  775.0625
 589.6875 371.125  337.375  462.1875 269.0625 311.9375 307.     417.4375
 410.1875 423.375  219.125  471.75   352.6875 410.     333.4375 514.1875
 630.0625 188.375  696.4375 528.5625 469.5625 347.     457.75   547.125
 546.6875 262.25   265.625  596.625 ]",-1347286817994662909,1745226826.8236084,0,[1.74522681e+09],1337,1338,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.652    0.535248 0.535248 0.       0.       0.      ],-0.010926366997703683,"[337.625  467.5625 412.5625 757.     485.5    448.25   713.5625 767.25
 591.25   293.4375 338.375  463.3125 322.1875 314.375  274.8125 372.4375
 466.9375 445.4375 236.625  459.6875 351.875  409.8125 336.5    542.8125
 633.75   187.5    705.75   504.375  464.125  342.25   459.1875 549.3125
 568.8125 258.4375 265.6875 602.9375]",-1347286817994662909,1745227426.7058787,0,[1.74522741e+09],1338,1339,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.    0.324 0.324 0.    1.    0.606],0.01245313174589948,"[499.     499.625  434.5    506.1875 482.0625 449.125  602.125  744.1875
 585.8125 295.625  342.625  462.25   318.5625 316.6875 278.8125 374.8125
 458.625  389.0625 271.5625 531.875  319.875  462.9375 337.5    553.0625
 630.125  189.     717.375  517.3125 478.4375 337.125  461.3125 513.8125
 625.125  258.1875 269.125  604.375 ]",-1347286817994662909,1745228026.7431774,0,[1.74522801e+09],1339,1340,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.    0.324 0.324 0.    1.    0.606],-0.03526180579086037,"[494.875  433.4375 429.1875 432.5625 341.9375 429.8125 436.8125 671.875
 558.     283.     476.75   557.5    274.875  348.25   431.4375 305.5625
 495.75   508.625  196.5625 359.6875 277.625  308.9375 257.9375 450.375
 610.25   148.0625 579.5625 564.9375 512.125  308.25   516.0625 569.3125
 639.3125 291.8125 280.8125 623.625 ]",-1347286817994662909,1745228628.7908003,0,[1.74522861e+09],1340,1341,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.    0.324 0.324 0.    1.    0.606],-0.00845371709479489,"[450.75   432.     430.8125 409.75   336.5625 440.4375 404.25   651.375
 542.9375 363.4375 488.9375 535.8125 297.25   339.5    430.375  294.25
 523.1875 478.375  205.6875 353.375  273.6875 294.75   252.0625 440.5625
 625.75   152.8125 604.625  573.75   518.125  320.9375 519.375  482.9375
 762.5    282.8125 292.25   642.4375]",-1347286817994662909,1745229228.0716193,0,[1.74522921e+09],1341,1342,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.004984496483539415,"[472.6875 423.8125 413.625  391.5625 346.4375 416.625  406.875  648.9375
 586.25   372.875  394.4375 542.5625 304.1875 343.9375 439.5625 291.9375
 546.4375 442.8125 325.3125 365.5    272.875  313.6875 255.0625 434.5
 601.25   157.1875 590.375  570.25   473.875  320.6875 521.3125 595.5625
 608.     293.8125 291.75   635.75  ]",-1347286817994662909,1745229828.7022114,0,[1.74522981e+09],1342,1343,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.044367113464946754,"[468.5625 428.625  429.4375 391.6875 351.9375 430.875  394.9375 648.125
 412.75   354.5    377.25   511.875  284.1875 326.25   425.625  278.125
 478.5    458.0625 292.9375 373.375  282.6875 307.375  259.1875 459.3125
 564.1875 129.     565.     531.1875 466.0625 275.625  498.625  575.
 564.     266.4375 280.25   622.375 ]",-1347286817994662909,1745230430.2311664,0,[1.74523041e+09],1343,1344,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],0.00974049079115248,"[545.6875 437.875  424.5    393.875  335.5625 401.1875 331.4375 680.375
 492.375  282.75   383.75   520.8125 345.6875 316.75   120.625  304.6875
 505.875  792.8125 340.25   395.75   282.375  308.3125 253.375  473.125
 569.6875 130.0625 566.125  527.875  446.6875 284.0625 487.25   564.75
 562.1875 265.375  273.4375 605.5   ]",-1347286817994662909,1745231029.597446,0,[1.74523101e+09],1344,1345,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.      0.2187  0.2187  0.      0.675   0.40905],-0.0025063879813237307,"[496.4375 452.125  418.75   404.9375 345.0625 406.125  304.6875 651.5625
 465.625  291.125  378.9375 526.4375 278.9375 315.1875 291.8125 286.875
 506.75   572.3125 359.4375 396.9375 297.9375 320.125  265.75   476.8125
 550.125  131.125  580.125  524.9375 489.625  295.6875 484.5625 557.1875
 556.9375 291.875  299.9375 622.3125]",-1347286817994662909,1745231628.835605,0,[1.74523161e+09],1345,1346,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],0.014072107030898978,"[538.5    446.875  420.25   389.8125 354.1875 412.875  458.0625 646.4375
 405.9375 290.5    377.6875 515.6875 358.125  352.875  200.75   322.1875
 440.9375 716.3125 368.875  394.4375 305.25   316.9375 257.0625 486.9375
 567.     131.75   583.6875 531.5    473.8125 283.25   483.5    548.3125
 553.625  268.25   271.25   596.75  ]",-1347286817994662909,1745232229.9561312,0,[1.74523221e+09],1346,1347,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],0.0003534011936350446,"[414.4375 434.625  345.0625 433.4375 544.625  371.4375 579.9375 670.5625
 565.     199.375  329.25   407.1875 278.8125 312.6875 279.8125 428.
 369.9375 399.8125 187.1875 424.125  327.4375 375.375  308.125  516.4375
 593.5    184.75   718.125  532.5625 470.5    346.75   467.0625 539.6875
 596.875  274.     277.6875 609.75  ]",-1347286817994662909,1745232832.0449953,0,[1.74523281e+09],1347,1348,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.005760489416062337,"[362.9375 414.4375 334.6875 468.8125 477.375  412.5    604.25   699.1875
 629.     223.5625 340.     439.4375 300.5625 309.75   249.5    390.5625
 419.6875 420.75   187.6875 414.125  290.     381.5625 321.5    516.8125
 593.4375 192.0625 706.375  514.1875 469.     342.5    472.0625 565.5625
 607.875  276.625  279.9375 607.6875]",-1347286817994662909,1745233434.3510106,0,[1.74523341e+09],1348,1349,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.2659184096523275,"[504.875  498.8125 328.875  499.625  472.5625 220.4375 528.8125 434.5625
 349.5    898.9375  22.      62.4375 545.0625  65.      29.25   174.125
 132.8125  78.8125 275.8125 434.25   318.1875 340.375  325.8125 493.1875
 361.8125 146.5    588.6875 244.5625 312.875  249.0625 199.125  280.5625
 496.1875 162.8125 198.     450.9375]",-1347286817994662909,1745234038.7236016,0,[1.74523401e+09],1349,1350,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],-0.056365135711346326,"[ 499.9375  499.1875  342.875   488.6875  297.6875  193.25    467.9375
  399.3125  360.25    148.5      17.75     81.375  1692.0625   55.4375
   41.6875  206.3125  173.875    79.5     565.8125  437.8125  318.1875
  340.0625  287.6875  497.5625  375.5     140.6875  558.8125  222.875
  273.875   239.1875  197.1875  272.8125  458.5625  138.6875  183.375
  449.1875]",-1347286817994662909,1745234640.3379612,0,[1.74523461e+09],1350,1351,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],0.3871187636351273,"[446.625  380.75   350.     375.1875 367.1875 398.875  439.1875 714.125
 647.625  524.75   423.0625 560.625  189.5625 434.375  435.5625 448.5
 543.3125 519.1875 240.5    350.9375 294.9375 346.375  281.875  451.8125
 639.9375 190.6875 627.0625 607.1875 531.25   358.6875 560.3125 601.25
 596.25   295.75   300.1875 644.1875]",-1347286817994662909,1745235230.9033356,0,[1.74523521e+09],1351,1352,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],-0.016347799732308113,"[351.75   401.125  378.625  317.125  338.3125 383.8125 451.4375 715.25
 677.375  425.8125 560.625  565.0625 408.375  357.0625 420.5    344.5
 511.0625 520.875  274.3125 350.3125 287.5625 348.5625 274.5    453.875
 638.1875 192.25   640.6875 611.625  524.5    361.25   531.5    617.25
 597.6875 300.     294.5625 644.375 ]",-1347286817994662909,1745235830.6577551,0,[1.74523581e+09],1352,1353,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],0.019549647013419442,"[436.125  414.1875 350.75   343.4375 312.5    430.125  450.25   688.5625
 646.375  424.     520.625  565.0625 219.9375 373.     448.375  474.375
 544.3125 529.4375 247.125  364.125  286.875  353.8125 281.0625 479.6875
 640.5    193.     669.5    597.5625 540.6875 368.5    540.8125 612.1875
 606.3125 304.4375 297.4375 652.625 ]",-1347286817994662909,1745236431.924493,0,[1.74523641e+09],1353,1354,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.029754343725666932,"[375.5    390.9375 321.75   317.625  284.8125 389.25   462.875  729.4375
 627.     299.     609.9375 576.4375 312.5625 369.     253.75   455.4375
 476.9375 783.625  293.4375 376.0625 286.75   334.3125 273.75   477.5625
 634.375  192.4375 638.9375 596.125  541.5    366.875  545.25   598.0625
 607.1875 296.6875 301.375  649.75  ]",-1347286817994662909,1745237032.2885306,0,[1.74523701e+09],1354,1355,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.054016242572265685,"[540.0625 481.5625 411.25   470.75   486.125  477.3125 661.1875 780.625
 660.75   327.625  375.625  500.875  354.25   337.25   318.3125 349.1875
 504.125  470.4375 386.8125 452.5625 325.9375 399.5625 342.875  552.75
 648.1875 208.4375 747.     541.5    500.375  365.6875 498.9375 555.
 611.3125 280.1875 283.8125 651.375 ]",-1347286817994662909,1745237627.9818594,0,[1.74523761e+09],1355,1356,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],2.4141057056197835e-05,"[142.9375 494.1875 399.8125 919.125  479.5625 474.25   705.0625 784.625
 663.875  324.8125 373.6875 503.625  299.625  331.625  412.125  410.9375
 467.     448.1875 377.625  459.3125 343.5625 408.1875 327.     540.4375
 643.375  211.4375 740.25   563.     496.3125 367.3125 495.8125 569.6875
 597.6875 280.25   280.625  647.    ]",-1347286817994662909,1745238227.5842226,0,[1.74523821e+09],1356,1357,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.0025817606375773293,"[590.75   477.9375 398.5    532.8125 468.8125 478.4375 604.6875 792.9375
 637.875  317.75   371.875  502.5    355.875  337.25   303.625  323.3125
 460.25   424.5625 384.125  477.3125 353.25   403.125  332.6875 556.6875
 641.875  207.75   746.25   566.5625 499.0625 362.0625 494.8125 557.5
 615.9375 283.0625 276.8125 648.375 ]",-1347286817994662909,1745238827.4486215,0,[1.74523881e+09],1357,1358,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.0018495713188547923,"[607.75   501.4375 408.375  472.6875 459.125  486.125  587.3125 770.125
 651.125  325.6875 368.6875 505.625  298.625  337.625  300.0625 376.5625
 502.4375 451.6875 343.     475.4375 343.375  410.4375 324.4375 553.75
 648.5    213.     744.8125 547.9375 503.375  373.4375 498.625  550.25
 598.75   287.625  284.5    655.4375]",-1347286817994662909,1745239427.3823695,0,[1.74523941e+09],1358,1359,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],0.005514356001380377,"[610.75   512.875  503.6875 468.25   466.     485.25   589.9375 765.875
 646.4375 349.     377.8125 506.5    352.     334.4375 304.625  353.8125
 481.9375 453.5    340.5    467.8125 340.3125 392.3125 322.5625 546.8125
 643.375  201.75   742.5625 528.625  497.875  365.6875 498.875  549.9375
 593.1875 277.1875 274.75   654.9375]",-1347286817994662909,1745240027.2920353,0,[1.74524001e+09],1359,1360,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.009287222499076734,"[571.75   499.8125 438.75   471.8125 457.375  483.25   525.9375 773.75
 650.625  445.4375 372.75   503.25   302.4375 329.3125 298.375  433.25
 430.0625 419.125  379.625  458.9375 341.5625 397.125  315.0625 562.125
 637.75   201.5625 735.375  531.4375 492.875  370.     493.     552.75
 597.5    277.9375 286.5    646.125 ]",-1347286817994662909,1745240626.9942403,0,[1.74524061e+09],1360,1361,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.25082063666696186,"[570.75   493.875  418.875  453.25   448.4375 196.9375 646.125  428.5625
 407.9375 775.9375  35.625   95.6875 142.      59.75    37.3125 611.1875
 312.1875 137.6875 362.1875 498.75   349.     338.6875 309.9375 524.
 458.3125 154.4375 614.25   300.8125 343.8125 264.4375 299.9375 400.
 468.125  175.125  214.1875 485.9375]",-1347286817994662909,1745241238.1601474,0,[1.74524121e+09],1361,1362,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.04571466186860929,"[ 513.9375  484.6875  398.6875  455.625   475.1875  241.5     688.5625
  436.4375  386.5625 1320.75     60.9375   85.25    156.1875   65.5
   32.6875  410.5     125.875   156.375   352.1875  458.3125  359.125
  342.5625  301.125   517.9375  421.25    161.6875  633.875   322.8125
  312.75    245.75    269.625   397.      470.6875  174.75    219.5
  462.4375]",-1347286817994662909,1745241838.96583,0,[1.74524181e+09],1362,1363,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.06417926366699542,"[ 529.25    472.125   359.9375  444.875   498.375   184.5     302.8125
  471.6875  376.5     149.4375   32.4375   63.3125 1572.1875   59.875
   20.5     222.375   145.4375   99.75    311.375   439.875   373.25
  353.875   317.      519.3125  417.25    160.125   585.875   280.1875
  322.1875  260.0625  272.5     366.8125  454.5625  180.      213.4375
  471.25  ]",-1347286817994662909,1745242439.8356411,0,[1.74524241e+09],1363,1364,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.027973558088833676,"[ 524.1875  193.5625  412.875   432.875   657.625   195.875   411.25
  413.1875  339.75    113.1875   19.5      46.8125 1730.       56.25
   30.      211.      113.5     126.625   317.4375  427.8125  408.
  364.9375  306.8125  530.9375  409.375   165.1875  612.125   291.9375
  302.      269.75    266.5625  332.8125  470.0625  170.25    219.0625
  465.5625]",-1347286817994662909,1745243038.302371,0,[1.74524301e+09],1364,1365,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],0.004736341820789879,"[ 507.6875  486.0625  338.3125  440.8125  353.      194.9375  434.9375
  476.5     347.6875 1600.375    46.9375   57.      301.9375   67.875
   28.5625  205.      129.4375  114.      327.0625  447.75    315.25
  351.625   297.375   509.9375  375.75    161.3125  554.375   252.8125
  278.5625  274.0625  241.375   340.9375  443.125   150.625   193.9375
  442.4375]",-1347286817994662909,1745243640.065928,0,[1.74524361e+09],1365,1366,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],0.28243844783647426,"[221.     453.6875 348.1875 420.625  705.625  357.5625 578.25   744.0625
 617.3125 295.625  326.8125 418.4375 361.1875 308.125  256.125  310.125
 421.6875 395.375  274.6875 432.875  298.4375 389.75   306.5    537.625
 587.8125 200.9375 689.5    488.75   450.0625 352.875  465.3125 521.5
 577.375  278.5625 289.375  610.875 ]",-1347286817994662909,1745244232.2251282,0,[1.74524421e+09],1366,1367,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],0.011165669158163857,"[ 77.875  443.875  334.9375 417.1875 686.4375 377.625  488.3125 752.9375
 617.5    401.1875 329.125  447.625  362.9375 306.875  261.5625 303.0625
 410.5625 417.6875 264.875  447.6875 292.875  380.4375 306.875  525.5625
 583.0625 198.375  687.0625 499.625  448.4375 351.375  465.125  524.
 576.3125 361.3125 292.25   619.9375]",-1347286817994662909,1745244833.6914406,0,[1.74524481e+09],1367,1368,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],-0.012737016742465112,"[106.9375 416.4375 331.6875 414.0625 700.75   353.25   489.25   748.5
 613.5    386.5    325.75   452.25   349.5625 304.6875 242.875  299.5625
 365.3125 383.8125 268.375  443.9375 299.5    382.875  308.0625 527.25
 590.1875 201.25   694.125  497.625  458.     355.125  465.875  528.
 582.9375 343.625  296.5625 620.8125]",-1347286817994662909,1745245432.6507335,0,[1.74524541e+09],1368,1369,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],-0.008738696500529027,"[230.     433.     327.375  417.1875 439.0625 376.125  470.6875 755.4375
 626.25   371.6875 333.3125 429.5    359.0625 312.875  256.875  341.1875
 373.625  416.8125 270.875  450.3125 298.5    387.9375 308.5625 537.5
 590.125  204.5    697.25   503.0625 462.125  347.375  475.6875 527.125
 580.     299.375  295.375  626.0625]",-1347286817994662909,1745246032.9221387,0,[1.74524601e+09],1369,1370,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],0.012697391138517483,"[109.6875 405.25   325.875  411.4375 592.9375 374.6875 496.8125 736.1875
 615.     428.0625 328.5625 429.25   359.5625 308.3125 243.5    328.5
 370.8125 418.75   287.6875 439.25   296.4375 390.5625 306.6875 537.5
 585.6875 206.5    693.3125 501.     455.875  352.6875 469.1875 531.375
 575.375  295.3125 295.3125 628.375 ]",-1347286817994662909,1745246632.273671,0,[1.74524661e+09],1370,1371,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.675  0.2187 0.2187 0.     0.     0.    ],-0.017796375691232894,"[322.875  364.1875 273.8125 428.75   395.625  373.875  543.4375 730.875
 643.6875 305.375  344.25   443.5    373.5    319.3125 254.6875 318.9375
 376.     417.25   240.5625 416.75   320.875  387.6875 305.3125 527.5625
 589.875  209.1875 721.8125 506.4375 460.6875 360.0625 475.6875 539.1875
 611.625  276.8125 300.8125 630.3125]",-1347286817994662909,1745247233.9296389,0,[1.74524721e+09],1371,1372,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.675  0.2187 0.2187 0.     0.     0.    ],-1.1347423824729663,"[226.5    453.75   210.625  319.1875 105.875    0.     205.125    0.
   0.      37.8125  39.625  144.875   38.25    45.5    540.6875  19.625
  10.1875 208.0625 121.125  267.1875 222.125  149.5    181.5    283.
   4.625   68.0625  99.0625   0.      75.8125 125.3125  25.8125  34.
 289.625   15.625   32.1875 151.375 ]",-1347286817994662909,1745247841.6811595,0,[1.74524781e+09],1372,1373,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.675  0.2187 0.2187 0.     0.     0.    ],0.010269769011707626,"[258.     376.625  180.0625 319.5625  79.25     8.     199.       0.
  39.9375  66.4375 101.8125 134.6875  87.125   72.9375 299.5     33.
  14.5625 308.     170.4375 237.     208.75   121.1875 143.1875 323.4375
  12.375   50.0625  94.9375  22.9375 100.8125 251.5625  14.125   15.375
  66.9375   9.125   27.375   89.875 ]",-1347286817994662909,1745248442.0016499,0,[1.74524841e+09],1373,1374,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.675  0.2187 0.2187 0.     0.     0.    ],0.06332053714093219,"[240.0625 387.75   185.0625 289.5625  25.25    18.3125 231.5625   0.
  13.4375  43.1875  56.625  102.6875  55.9375  92.125  528.8125  20.875
  17.6875 389.9375 144.4375 278.75   207.5625 146.5625 141.8125 337.8125
  12.5     25.4375  65.875   40.625   54.     235.9375  19.8125  31.6875
 304.5625  31.5625  92.25   206.75  ]",-1347286817994662909,1745249042.2586706,0,[1.74524901e+09],1374,1375,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.675  0.2187 0.2187 0.     0.     0.    ],0.014427987790537654,"[190.25   372.25   154.8125 265.8125 153.75    35.     164.6875  20.125
  22.125   61.1875  67.      42.4375 105.5     54.375  430.6875   4.6875
  44.3125 330.875   97.9375 266.375  214.5    158.3125 142.875  332.5625
  43.5625  40.875  136.1875   0.      71.0625 340.25    10.5     42.0625
 234.5625  10.125   88.0625 189.5   ]",-1347286817994662909,1745249642.0545201,0,[1.74524961e+09],1375,1376,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
