steps,reward,config_id,time,state,area,action,seed,frame,environment.zone,experiment.update_freq,compatibility_mode,filepath,experiment.step_duration,environment,algorithm
63,0.09741108833564524,2318943410139406012,1744232199.982979,[1.74423216e+09],"[  70.875    41.5      53.875    64.875    89.9375   74.0625  121.125
  362.5625   86.5625   88.9375  158.4375  382.9375  125.9375 2024.25
  183.1875   49.375   158.75     59.625    20.6875   13.75     13.125
   46.625    92.6875   55.4375  116.125   155.875    96.25    143.4375
  423.875   184.25    180.3125  207.3125   97.25    166.25    150.75
  228.3125]",[0.17551759 0.33604122 0.14288367 0.         0.14641166 0.26724538],0,62,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
64,-0.12053072909368721,2318943410139406012,1744232272.6332161,[1.74423224e+09],"[ 59.875   40.3125  52.0625  51.125   86.5     68.375   80.6875 164.5625
  65.5625  90.625  148.5625 191.875  107.9375  95.125  171.      44.0625
 157.625   64.0625   9.4375  26.625    9.875   41.1875  55.875   54.5625
 109.6875 139.8125 112.5625 177.     185.4375 171.3125 162.625  179.4375
 143.0625 124.1875 199.     130.9375]",[0.17801865 0.34082967 0.1449197  0.         0.14849797 0.27105352],0,63,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
65,0.16845211911685615,2318943410139406012,1744232346.476164,[1.74423231e+09],"[  64.8125   38.0625   49.8125   50.875   122.25     80.9375   95.1875
  176.5      80.1875  143.3125  237.9375  228.9375  111.6875 1791.75
  230.3125   49.4375  144.875    59.3125   10.125    24.125    16.3125
   67.125    96.5      68.      109.5625  153.375   113.5     155.5
  585.375   201.125   175.75    283.      134.125   201.625   140.9375
  164.0625]",[0.18060949 0.34579003 0.14702883 0.         0.15065917 0.27499837],0,64,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
66,-0.20571551377747946,2318943410139406012,1744232415.8660908,[1.74423238e+09],"[ 71.875   38.3125  53.5     45.4375 104.5625  72.875   77.625  113.125
  78.4375  87.5    207.9375 269.625   93.8125  82.4375 214.1875  62.
 164.1875  88.25    12.125   21.4375  13.875   51.5625  72.8125  56.125
  94.625  121.375  111.0625 140.875  181.0625 153.625  119.625  195.625
 116.25   138.5    117.     152.3125]",[0.1831591  0.35067145 0.1491044  0.         0.15278599 0.27888044],0,65,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
67,0.0015267357430074245,2318943410139406012,1744232484.845848,[1.74423245e+09],"[ 66.125   37.5625  51.75    42.375   87.5625  91.125   83.1875 116.4375
  67.625  144.125  205.5    183.125  103.1875  94.875  222.6875  61.
 137.3125  67.875   15.125   19.25    11.4375  51.1875  61.5     59.1875
  95.0625 107.125  108.6875 131.3125 322.     144.875  149.25   205.6875
 138.125  118.1875 136.4375 128.125 ]",[0.18561517 0.35537376 0.1511038  0.         0.15483476 0.28262008],0,66,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
68,0.09005393527918054,2318943410139406012,1744232552.9509146,[1.74423252e+09],"[  80.1875   39.8125   57.5625   50.375    95.       77.3125   90.3125
  125.5625   67.5    1947.875   151.625   225.5625  103.5     100.5
  186.25     43.375   150.625   109.6875    8.125    17.75      8.8125
   53.6875   68.1875   54.125    80.3125  158.375    94.8125  116.
 1089.125   160.8125  176.6875  233.3125  110.6875  134.5     170.1875
  345.5625]",[0.18806654 0.36006709 0.15309939 0.         0.15687963 0.28635257],0,67,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
69,-0.06263799585249917,2318943410139406012,1744232622.7024486,[1.74423259e+09],"[ 88.      39.6875  49.0625  53.3125  93.4375  73.8125  92.375  121.5
  70.875   90.6875 171.9375 212.4375 108.125   90.3125 219.25    58.875
 171.125   86.8125  13.0625  18.8125  13.3125  68.5625  74.3125  54.75
  66.3125 130.1875 124.0625 134.     167.25   137.25   179.4375 227.625
 156.5625  97.3125 142.8125 131.8125]",[0.19046436 0.3646579  0.15505139 0.         0.15887982 0.29000352],0,68,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
70,0.06881509016401968,2318943410139406012,1744232693.6429963,[1.74423266e+09],"[ 85.5     40.625   50.8125  37.75    90.9375  77.5625  77.5625 138.125
  83.125  964.0625 189.75   272.8125 106.875   98.5    175.5625  43.125
 173.5     84.375    5.      18.5625  17.     275.875   69.25    52.375
  43.0625 115.5625  92.375  142.6875 114.75   159.625   96.75   253.1875
 163.5    144.625  148.8125 264.0625]",[0.19299373 0.36950056 0.15711047 0.         0.16098974 0.29385477],0,69,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
71,-0.149407889903547,2318943410139406012,1744232761.9329772,[1.74423273e+09],"[ 83.1875  37.9375  50.1875  33.875   93.5     78.5     95.875  126.3125
  64.375  342.25   167.1875 161.25   108.875   98.625  161.25    48.4375
 160.9375  86.5      8.5     17.875   13.0625  42.25    60.6875  57.1875
  57.3125  94.1875  92.25   102.0625 101.1875 149.375  109.375  162.375
 110.4375 101.8125 121.875  119.75  ]",[0.19548168 0.37426391 0.15913584 0.         0.16306512 0.29764295],0,70,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
72,-0.038551133763315155,2318943410139406012,1744232830.7086942,[1.7442328e+09],"[  82.5625   38.4375   47.375    41.3125  101.125    69.4375   81.1875
  118.       47.3125   50.9375  143.9375  125.875   103.375  1630.8125
  139.3125   53.9375  155.625    83.875     6.9375   17.25     10.9375
   57.8125   62.25     56.8125   48.      116.75    103.5625  116.8125
  583.      137.3125  109.25    169.3125  111.25    119.375   138.5625
  111.125 ]",[0.19785813 0.3788138  0.16107043 0.         0.16504748 0.30126137],0,71,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
73,-0.033067228849392984,2318943410139406012,1744232897.7405515,[1.74423287e+09],"[  86.125    35.5625   48.5      43.4375   85.6875   77.625    80.5625
  131.1875   57.75   1504.4375  211.125   138.9375  103.375    79.4375
  148.625    59.5625  152.1875   49.        7.875    18.        7.5625
   48.25     62.5      50.9375   41.875   124.5      87.875   122.75
  119.8125   87.0625   88.75    183.5625  104.8125   92.9375  120.5
  240.3125]",[0.20028197 0.38345443 0.16304362 0.         0.16706938 0.30495195],0,72,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
74,0.0428088283246398,2318943410139406012,1744232965.1870334,[1.74423293e+09],"[  86.75     37.8125   51.1875   47.9375   94.6875   71.9375   86.5625
  129.5625   61.375   106.125   130.8125  168.1875  118.625   163.25
  135.6875   43.25   1795.       67.9375   10.       25.875     8.5
   48.375    57.625    50.       60.9375  132.       96.3125  121.3125
  114.0625  127.875   101.4375  140.9375   98.8125  126.4375   95.125
  181.0625]",[0.2026834  0.38805214 0.16499855 0.         0.16907259 0.3086084 ],0,73,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
75,-0.02769536125761281,2318943410139406012,1744233029.3966846,[1.744233e+09],"[  89.3125   36.9375   48.4375   40.       81.375    70.1875  102.8125
  106.       65.5625 1920.5     144.875   134.375    97.1875   67.75
  121.9375   45.9375  135.125    66.4375    6.875    18.5625   13.625
   49.5      54.3125   51.4375   69.6875  124.3125  103.0625  129.625
  123.5625  136.75    125.625   154.75    109.4375  107.      111.9375
  100.625 ]",[0.20501284 0.39251201 0.16689487 0.         0.17101573 0.31215522],0,74,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
76,-0.07776024445295918,2318943410139406012,1744233094.1603382,[1.74423306e+09],"[ 81.375   39.      47.8125  47.75    82.8125  73.6875  89.5    113.
  50.375   66.8125 124.25   141.25   100.3125  75.9375 156.75    46.25
 139.      50.8125   7.      16.0625  11.75    50.5625  87.9375  59.
  43.625  104.125   78.5625  94.6875 108.125  112.3125  93.75   138.9375
  98.5    120.5625 129.4375 111.125 ]",[0.20731113 0.39691226 0.16876584 0.         0.1729329  0.31565463],0,75,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
77,0.024452002204856296,2318943410139406012,1744233159.03572,[1.74423313e+09],"[ 86.8125  38.375   48.5625  36.25    78.5625  67.6875  77.25   120.5625
  51.125   87.     154.4375 139.8125 112.1875  80.375  157.125   35.5
 147.      62.9375  11.25    21.0625   7.625   53.1875  70.6875  59.5
  55.     115.9375  85.125   93.125  109.9375 151.5625  85.75   141.6875
  96.3125 117.875  121.1875 108.1875]",[0.20960129 0.40129694 0.17063019 0.         0.17484329 0.31914166],0,76,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
78,-0.0027631169987558267,2318943410139406012,1744233224.1248903,[1.74423319e+09],"[ 87.5625  37.75    47.625   42.0625  79.6875  71.125   80.3125 110.3125
  56.1875 313.25   145.     134.875  100.5     75.     130.25    42.25
 144.625   55.375   13.5625  18.6875  15.5625  42.375   53.1875  54.5
  42.6875 114.3125  90.375  111.5    122.125   86.25   100.75   159.5625
 121.8125 117.25   135.125   89.    ]",[0.21189296 0.40568451 0.17249578 0.         0.17675493 0.32263099],0,77,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
79,0.044759715157361143,2318943410139406012,1744233289.6525533,[1.74423326e+09],"[  89.8125   36.5625   47.875    41.375    76.8125   73.1875   85.6875
   91.4375   58.      330.4375  155.5     146.1875  108.9375  162.5625
  158.0625   44.0625 1463.875    69.625     5.125    16.75     17.3125
   50.5625   70.1875   55.5625   39.5625  116.625    93.9375  112.0625
  129.625   112.125    95.8125  144.       90.8125  111.5625  107.9375
   85.125 ]",[0.21420674 0.41011441 0.17437936 0.         0.17868502 0.32615398],0,78,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
80,-0.047712154287213926,2318943410139406012,1744233353.9252496,[1.74423332e+09],"[ 87.3125  38.25    48.875   43.25    84.3125  64.75    97.75    96.25
  63.25    53.375  141.9375 133.25    95.6875  92.3125 145.6875  41.1875
 132.5625  55.875    6.5     17.75    11.625   56.      79.125   55.5625
  45.6875 105.8125  91.1875 100.3125  85.4375 130.1875  99.8125 134.125
 116.6875 136.1875 120.125  111.375 ]",[0.2165106  0.41452532 0.17625486 0.         0.18060683 0.32966187],0,79,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
81,0.061164479219979355,2318943410139406012,1744233419.2767813,[1.74423339e+09],"[  93.       38.625    48.625    41.25     84.0625   69.8125  105.5625
  106.125    43.375   291.1875  147.1875  146.1875   89.75   1544.4375
  136.125    38.6875  124.1875   66.625     7.75     19.125    26.9375
   54.125    68.       49.375    60.0625  118.5625   83.75    117.5
   98.5625  115.375   100.75    154.625   107.8125  103.5625  119.9375
  196.0625]",[0.21877584 0.41886229 0.17809892 0.         0.18249643 0.33311095],0,80,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
82,-0.01591109692937693,2318943410139406012,1744233483.7059762,[1.74423345e+09],"[  86.3125   37.       50.5      47.0625   84.6875   74.625    93.75
  123.5      58.75     75.375   147.75    164.125   102.3125 1529.375
  137.375    40.9375  134.1875   72.6875   10.4375   17.6875   15.375
   46.75     62.75     66.375    75.8125  104.0625   94.875    92.125
  104.9375  113.25     95.6875  152.9375  110.125   127.6875  125.125
   96.25  ]",[0.22107798 0.42326989 0.17997303 0.         0.1844168  0.33661621],0,81,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
83,-0.016956850452701885,2318943410139406012,1744233550.3900182,[1.74423352e+09],"[ 86.625   36.3125  47.6875  41.875   79.875   68.25    95.5     98.9375
  68.5625  33.625  159.     144.5625 103.75    64.3125 183.5625  41.0625
 122.875   53.       8.25    21.5     27.375   54.0625  69.8125  59.4375
  42.5    135.4375  92.1875 120.1875 119.375  137.0625 117.5625 149.6875
 113.5    112.0625 129.5    240.4375]",[0.22338046 0.42767817 0.18184741 0.         0.18633747 0.34012201],0,82,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
84,-0.027397272352885183,2318943410139406012,1744233614.888459,[1.74423358e+09],"[  89.125    38.25     48.875    52.625    91.0625   64.6875   86.25
   95.5625   54.25     51.25    133.8125  157.      117.8125  161.9375
  141.8125   34.625  1512.       52.125     6.3125   19.625    24.125
   59.8125   62.5625   52.1875   55.1875  112.4375   85.75    116.25
  109.1875  103.6875   99.125   189.375   101.3125   96.5625  112.9375
  105.    ]",[0.22568973 0.43209943 0.18372732 0.         0.18826379 0.34363813],0,83,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
85,0.0010979530877026663,2318943410139406012,1744233678.3671963,[1.74423365e+09],"[  89.1875   36.125    49.75     42.5625   83.6875   76.8125   82.25
   93.625    61.625    74.0625  142.1875  154.6875  104.1875 1904.875
  136.125    38.      135.1875   53.4375    8.125    18.8125   16.4375
   54.25     58.875    57.9375   52.25    127.5625   92.      115.
   94.6875  108.375    99.      150.125    98.125   106.125   101.0625
  106.375 ]",[0.22796825 0.43646183 0.1855822  0.         0.19016447 0.34710744],0,84,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
86,0.02017382983813093,2318943410139406012,1744233741.9297183,[1.74423371e+09],"[  85.3125   38.4375   46.75     43.25     80.375    66.875    83.9375
  199.5      44.3125   34.625   156.625   140.0625   97.875  1741.1875
  141.8125   48.625   132.25     60.625     7.1875   26.4375   14.8125
   64.3125  219.875    56.4375   47.75     92.625    91.9375   98.6875
  115.4375   94.4375  102.5     122.6875  109.8125  117.625   128.75
   87.375 ]",[0.23019638 0.44072773 0.18739604 0.         0.19202311 0.35050001],0,85,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
87,0.025207026795525587,2318943410139406012,1744233805.8946862,[1.74423378e+09],"[  86.0625   36.75     49.5      43.375    84.3125   75.375    97.625
  113.5625   51.1875 1562.      137.75    145.4375  107.3125   70.125
  119.6875   41.3125  120.875    51.       10.125    24.8125   15.875
   50.1875  205.875    55.0625   44.625   107.6875   89.75    108.0625
  123.875   115.      102.3125  141.375   103.125    93.8125  119.25
  206.25  ]",[0.2324414  0.445026   0.18922365 0.         0.19389584 0.35391832],0,86,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
88,-0.03687131673272761,2318943410139406012,1744233870.8607957,[1.74423384e+09],"[ 87.0625  35.8125  47.3125  44.625   76.625   69.3125  95.0625 102.5
  57.5    298.6875 147.3125 154.25   101.5625  79.25   186.9375  41.3125
 132.625   58.9375   9.625   25.125   27.75    52.3125  68.8125  55.25
  52.9375 109.875   87.875   94.0625 101.4375 115.875   84.25   174.4375
 106.4375 121.9375 115.25   105.25  ]",[0.23476154 0.44946808 0.19111241 0.         0.19583124 0.35745099],0,87,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
89,0.0491244138254599,2318943410139406012,1744233934.266999,[1.74423391e+09],"[  87.25     36.9375   45.       46.9375   81.4375   72.875    88.875
  120.75     66.375    64.3125  149.1875  166.8125  106.25    152.
  153.125    40.     1738.       65.75      6.875    18.5625    8.5
   53.9375   66.8125   56.25     42.875   104.5625   91.625   113.625
   99.0625  131.1875  122.25    141.0625  104.5625   95.25    124.
  195.8125]",[0.23701987 0.45379182 0.19295085 0.         0.19771507 0.36088956],0,88,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
90,-0.054393687138383544,2318943410139406012,1744233999.8881965,[1.74423397e+09],"[  87.625    35.125    46.1875   43.1875   88.375    67.3125   92.8125
   99.625    55.0625 1651.25    136.375   150.75    104.125    67.0625
  154.       49.      125.25     67.9375    6.6875   22.75     19.125
   55.5625   57.75     63.       45.9375   95.0625   92.4375   99.75
   98.4375  131.1875   91.25    149.0625   92.4375   93.4375  104.625
  200.9375]",[0.23925923 0.45807922 0.19477384 0.         0.19958307 0.36429922],0,89,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
91,0.03600842420607426,2318943410139406012,1744234066.6311865,[1.74423403e+09],"[  86.5      35.8125   45.8125   42.25     76.125    67.75     93.375
  111.6875   56.3125   56.0625  144.25    161.3125  106.5     159.875
  159.1875   45.9375 1454.125    56.75      6.4375   30.8125   17.75
   51.6875   66.0625   47.3125   44.0625  100.25     81.5     100.8125
  106.75    114.8125   91.0625  146.8125  130.4375  130.75    127.0625
  159.6875]",[0.24160814 0.46257638 0.19668602 0.         0.20154247 0.36787571],0,90,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
92,0.015158277468237114,2318943410139406012,1744234132.2661433,[1.7442341e+09],"[  97.0625   35.8125   47.       43.       82.75     68.3125   82.75
  108.3125   64.8125 1661.375   140.3125  151.1875  102.5      68.6875
  148.25     50.9375  126.4375   73.4375    6.5625   20.5      22.25
   56.6875   62.1875   54.1875   56.125   123.4375   95.4375   92.
  129.3125  121.25     82.3125  146.3125  121.875   117.1875  111.25
  152.9375]",[0.2439885  0.46713375 0.1986238  0.         0.20352809 0.37150007],0,91,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
93,-0.05282668623197741,2318943410139406012,1744234198.8864853,[1.74423417e+09],"[  86.8125   36.       48.1875   41.6875   78.5      67.25     99.0625
   96.625    57.25   1698.9375  138.3125  162.6875  100.5      68.5
  153.5625   40.8125  127.4375   66.0625    7.3125   23.25     23.9375
   59.1875   53.4375   56.5625   53.1875  115.375    89.3125   95.9375
  102.4375  105.5     107.0625  128.      122.25     80.5625  110.0625
  275.    ]",[0.2463086  0.47157576 0.20051253 0.         0.20546345 0.37503269],0,92,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
94,0.03317044119505832,2318943410139406012,1744234264.531353,[1.74423423e+09],"[ 86.875   36.1875  48.125   39.5625  77.875   68.9375  86.8125  99.375
  56.875  311.875  140.9375 147.125  124.0625  70.     158.0625  39.
 126.5     53.375    7.4375  23.0625  26.75    70.625   71.25    62.5
  60.625  106.0625  97.8125 118.125  237.25   126.      94.     131.625
 115.875   98.625  108.25    97.    ]",[0.24865497 0.47606806 0.20242264 0.         0.20742073 0.3786053 ],0,93,9,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet9
